,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,275,6,2,25,257,0.09727626459143969
1,275,6,2,46,255,0.1803921568627451
2,275,6,3,20,255,0.0784313725490196
3,275,6,3,34,253,0.13438735177865613
4,275,6,1,3,258,0.011627906976744186
5,275,6,2,5,254,0.01968503937007874
6,275,6,3,27,255,0.10588235294117647
7,275,6,2,16,250,0.064
8,275,6,1,59,256,0.23046875
9,275,6,2,5,253,0.019762845849802372
10,275,6,1,7,256,0.02734375
11,275,6,3,25,259,0.09652509652509653
12,275,6,3,19,253,0.07509881422924901
13,275,6,2,8,257,0.0311284046692607
14,275,6,4,31,254,0.1220472440944882
15,275,6,1,56,255,0.2196078431372549
16,275,6,1,46,256,0.1796875
17,275,6,1,2,252,0.007936507936507936
18,275,6,3,39,256,0.15234375
19,275,6,1,19,256,0.07421875
20,275,6,2,20,252,0.07936507936507936
21,275,6,1,47,255,0.1843137254901961
22,275,6,2,38,252,0.15079365079365079
23,275,6,1,60,249,0.24096385542168675
24,275,6,2,70,259,0.2702702702702703
25,275,6,1,23,258,0.08914728682170543
26,275,6,0,0,254,0.0
27,275,6,1,53,258,0.2054263565891473
28,275,6,3,44,254,0.1732283464566929
29,275,6,3,20,256,0.078125
30,275,6,2,29,259,0.11196911196911197
31,275,6,2,12,257,0.04669260700389105
32,275,6,1,44,255,0.17254901960784313
33,275,6,4,26,254,0.10236220472440945
34,275,6,3,20,250,0.08
35,275,6,1,14,257,0.054474708171206226
36,275,6,2,22,258,0.08527131782945736
37,275,6,1,52,252,0.20634920634920634
38,275,6,2,13,257,0.05058365758754864
39,275,6,2,21,257,0.08171206225680934
40,275,6,1,39,262,0.14885496183206107
41,275,6,2,47,258,0.1821705426356589
42,275,6,1,46,259,0.1776061776061776
43,275,6,1,12,257,0.04669260700389105
44,275,6,5,39,253,0.1541501976284585
45,275,6,2,19,255,0.07450980392156863
46,275,6,1,2,257,0.007782101167315175
47,275,6,1,18,253,0.07114624505928854
48,275,6,1,9,260,0.03461538461538462
49,275,6,1,35,254,0.1377952755905512
50,275,6,2,14,253,0.05533596837944664
51,275,6,1,22,255,0.08627450980392157
52,275,6,2,49,253,0.19367588932806323
53,275,6,1,48,256,0.1875
54,275,6,1,3,250,0.012
55,275,6,2,31,257,0.12062256809338522
56,275,6,1,35,255,0.13725490196078433
57,275,6,1,14,257,0.054474708171206226
58,275,6,1,35,252,0.1388888888888889
59,275,6,2,42,256,0.1640625
60,275,6,1,53,255,0.20784313725490197
61,275,6,2,27,256,0.10546875
62,275,6,1,61,257,0.23735408560311283
63,275,6,2,80,258,0.31007751937984496
64,275,6,1,65,256,0.25390625
65,275,6,1,22,253,0.08695652173913043
66,275,6,3,15,255,0.058823529411764705
67,275,6,2,37,255,0.1450980392156863
68,275,6,2,50,257,0.19455252918287938
69,275,6,1,5,254,0.01968503937007874
70,275,6,3,12,251,0.04780876494023904
71,275,6,1,41,261,0.15708812260536398
72,275,6,2,68,253,0.26877470355731226
73,275,6,1,37,254,0.14566929133858267
74,275,6,1,56,254,0.2204724409448819
75,275,6,1,58,255,0.22745098039215686
76,275,6,1,29,261,0.1111111111111111
77,275,6,3,21,255,0.08235294117647059
78,275,6,2,33,258,0.12790697674418605
79,275,6,1,49,257,0.19066147859922178
80,275,6,1,45,253,0.17786561264822134
81,275,6,1,27,259,0.10424710424710425
82,275,6,1,58,261,0.2222222222222222
83,275,6,1,35,258,0.13565891472868216
84,275,6,3,14,255,0.054901960784313725
85,275,6,2,60,256,0.234375
86,275,6,4,42,253,0.16600790513833993
87,275,6,2,27,249,0.10843373493975904
88,275,6,1,37,254,0.14566929133858267
89,275,6,1,46,257,0.17898832684824903
90,275,6,3,41,255,0.1607843137254902
91,275,6,2,52,258,0.20155038759689922
92,275,6,2,61,261,0.23371647509578544
93,275,6,2,23,258,0.08914728682170543
94,275,6,1,61,257,0.23735408560311283
95,275,6,2,61,254,0.24015748031496062
96,275,6,2,6,254,0.023622047244094488
97,275,6,1,36,255,0.1411764705882353
98,275,6,4,16,257,0.0622568093385214
99,275,6,2,27,251,0.10756972111553785
100,275,6,1,63,255,0.24705882352941178
101,275,6,2,46,253,0.18181818181818182
102,275,6,1,59,257,0.22957198443579765
103,275,6,1,12,254,0.047244094488188976
104,275,6,3,14,257,0.054474708171206226
105,275,6,0,0,258,0.0
106,275,6,2,12,256,0.046875
107,275,6,1,9,256,0.03515625
108,275,6,2,67,255,0.2627450980392157
109,275,6,1,3,257,0.011673151750972763
110,275,6,2,43,257,0.16731517509727625
111,275,6,4,41,259,0.1583011583011583
112,275,6,1,69,259,0.26640926640926643
113,275,6,1,33,257,0.12840466926070038
114,275,6,1,5,246,0.02032520325203252
115,275,6,3,16,255,0.06274509803921569
116,275,6,2,34,254,0.13385826771653545
117,275,6,1,48,256,0.1875
118,275,6,4,41,255,0.1607843137254902
119,275,6,1,64,255,0.25098039215686274
120,275,6,1,54,258,0.20930232558139536
121,275,6,1,33,259,0.1274131274131274
122,275,6,1,2,255,0.00784313725490196
123,275,6,1,48,251,0.19123505976095617
124,275,6,1,62,259,0.23938223938223938
125,275,6,2,22,254,0.08661417322834646
126,275,6,4,20,258,0.07751937984496124
127,275,6,1,22,257,0.08560311284046693
128,275,6,2,32,252,0.12698412698412698
129,275,6,3,38,258,0.14728682170542637
130,275,6,2,42,256,0.1640625
131,275,6,2,18,260,0.06923076923076923
132,275,6,3,15,256,0.05859375
133,275,6,3,76,256,0.296875
134,275,6,3,57,255,0.2235294117647059
135,275,6,2,29,254,0.1141732283464567
136,275,6,1,35,256,0.13671875
137,275,6,1,61,256,0.23828125
138,275,6,2,29,254,0.1141732283464567
139,275,6,2,57,250,0.228
140,275,6,2,48,257,0.1867704280155642
141,275,6,3,43,254,0.16929133858267717
142,275,6,2,60,259,0.23166023166023167
143,275,6,2,68,257,0.26459143968871596
144,275,6,2,8,256,0.03125
145,275,6,4,23,255,0.09019607843137255
146,275,6,1,17,253,0.06719367588932806
147,275,6,2,50,258,0.1937984496124031
148,275,6,2,55,253,0.21739130434782608
149,275,6,1,43,253,0.16996047430830039
150,275,6,1,49,253,0.19367588932806323
151,275,6,3,40,257,0.1556420233463035
152,275,6,1,47,251,0.18725099601593626
153,275,6,3,33,255,0.12941176470588237
154,275,6,2,46,261,0.17624521072796934
155,275,6,3,12,248,0.04838709677419355
156,275,6,3,8,258,0.031007751937984496
157,275,6,4,36,251,0.14342629482071714
