,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,6000,20,1,4145,5954,0.6961706415854887
1,6000,20,1,4133,5943,0.6954400134612149
2,6000,20,1,4120,5955,0.691855583543241
3,6000,20,1,4181,5949,0.7028071944864683
4,6000,20,1,4151,5940,0.6988215488215488
5,6000,20,1,4200,5951,0.7057637371870273
6,6000,20,1,4227,5946,0.7108980827447023
7,6000,20,1,4182,5945,0.7034482758620689
8,6000,20,1,4116,5949,0.691880988401412
9,6000,20,1,4001,5951,0.6723239791631659
10,6000,20,1,4184,5944,0.7039030955585465
11,6000,20,2,4048,5944,0.6810228802153432
12,6000,20,1,4120,5946,0.6929027917928019
13,6000,20,1,4090,5946,0.6878573831146989
14,6000,20,1,4084,5947,0.6867328064570372
15,6000,20,1,4328,5951,0.7272727272727273
16,6000,20,1,4055,5947,0.6818563981839583
17,6000,20,1,4126,5954,0.692979509573396
18,6000,20,1,4065,5947,0.6835379182781234
19,6000,20,1,4116,5943,0.6925795053003534
20,6000,20,1,4091,5947,0.6879098705229527
21,6000,20,1,3984,5951,0.6694673164174089
22,6000,20,1,4074,5947,0.685051286362872
23,6000,20,1,4036,5946,0.6787756474941137
24,6000,20,1,3967,5951,0.6666106536716518
25,6000,20,1,4121,5945,0.6931875525651808
26,6000,20,1,4088,5950,0.6870588235294117
27,6000,20,1,4087,5951,0.6867753318769955
28,6000,20,1,4174,5950,0.7015126050420168
29,6000,20,1,3970,5947,0.6675634773835547
30,6000,20,1,4098,5942,0.689666778862336
31,6000,20,1,4097,5953,0.6882244246598354
32,6000,20,1,3998,5946,0.67238479650185
33,6000,20,1,4292,5944,0.7220726783310901
34,6000,20,1,4124,5944,0.6938088829071333
35,6000,20,1,4206,5958,0.7059415911379657
36,6000,20,1,4193,5947,0.7050613754834371
37,6000,20,1,4117,5943,0.6927477704862864
38,6000,20,1,4033,5944,0.6784993270524899
39,6000,20,1,4178,5942,0.703130259171996
40,6000,20,1,4278,5946,0.7194752774974773
41,6000,20,1,4175,5947,0.7020346393139398
42,6000,20,1,4037,5949,0.6786014456211128
43,6000,20,1,4082,5950,0.6860504201680673
44,6000,20,1,4131,5959,0.6932371203222017
45,6000,20,1,4132,5941,0.6955058071031813
46,6000,20,1,4216,5952,0.7083333333333334
47,6000,20,1,4179,5950,0.7023529411764706
48,6000,20,1,4170,5949,0.7009581442259203
49,6000,20,2,4112,5948,0.691324815063887
50,6000,20,1,4193,5953,0.7043507475222577
51,6000,20,1,4103,5947,0.6899276946359509
52,6000,20,1,4177,5956,0.7013096037609133
53,6000,20,1,4093,5938,0.6892893230043786
54,6000,20,2,4082,5948,0.6862811028917283
55,6000,20,1,4143,5947,0.6966537750126114
56,6000,20,1,4103,5947,0.6899276946359509
57,6000,20,1,3973,5956,0.6670584284754869
58,6000,20,1,4157,5948,0.698890383322125
59,6000,20,1,4055,5951,0.6813980843555705
60,6000,20,1,4190,5947,0.7045569194551875
61,6000,20,1,4076,5943,0.6858488978630322
62,6000,20,1,4195,5944,0.7057537012113055
63,6000,20,1,4135,5944,0.6956594885598923
64,6000,20,1,4112,5952,0.6908602150537635
65,6000,20,1,4214,5951,0.7081162829776508
66,6000,20,1,4053,5950,0.6811764705882353
67,6000,20,1,4092,5942,0.6886570178391114
68,6000,20,1,4089,5936,0.6888477088948787
69,6000,20,1,4214,5949,0.7083543452681123
70,6000,20,2,4120,5959,0.6913911730156066
71,6000,20,1,4023,5943,0.6769308430085815
72,6000,20,1,4067,5944,0.6842193808882907
73,6000,20,1,4132,5944,0.6951547779273217
74,6000,20,1,4145,5942,0.6975765735442612
75,6000,20,1,4137,5950,0.6952941176470588
76,6000,20,1,4020,5939,0.6768816299040242
77,6000,20,1,4018,5951,0.6751806419089229
78,6000,20,1,4103,5936,0.6912061994609164
79,6000,20,1,4024,5948,0.6765299260255548
80,6000,20,1,4231,5950,0.71109243697479
81,6000,20,1,4262,5939,0.7176292305101869
82,6000,20,1,4108,5941,0.6914660831509847
83,6000,20,1,4236,5945,0.7125315391084945
84,6000,20,1,4169,5945,0.7012615643397814
85,6000,20,1,4118,5950,0.6921008403361345
86,6000,20,1,4104,5944,0.6904441453566622
87,6000,20,1,4147,5948,0.6972091459314055
88,6000,20,1,3991,5948,0.6709818426361802
89,6000,20,1,4147,5943,0.6977957260642773
90,6000,20,1,4241,5950,0.7127731092436975
91,6000,20,1,4217,5948,0.7089778076664425
92,6000,20,1,4135,5950,0.6949579831932773
93,6000,20,1,4188,5949,0.7039838628340898
94,6000,20,1,4060,5962,0.680979537068098
95,6000,20,1,4014,5948,0.6748486886348353
96,6000,20,1,4265,5949,0.7169272146579257
97,6000,20,1,4122,5943,0.6935890964159516
98,6000,20,1,4070,5949,0.6841485964027567
99,6000,20,2,4239,5942,0.7133961629081117
