,n,k,n_cycles,n_agents_in_cycles,n_matches,percent_in_cycles
0,2000,15,1,1240,1969,0.6297613001523616
1,2000,15,1,1206,1965,0.6137404580152672
2,2000,15,1,1196,1967,0.6080325368581596
3,2000,15,1,1167,1962,0.5948012232415902
4,2000,15,1,1234,1968,0.6270325203252033
5,2000,15,1,1192,1972,0.6044624746450304
6,2000,15,1,1181,1969,0.5997968511934992
7,2000,15,1,1183,1973,0.5995945261023822
8,2000,15,1,1130,1971,0.5733130390664637
9,2000,15,1,1254,1969,0.6368715083798883
10,2000,15,1,1071,1973,0.5428281804358844
11,2000,15,1,1281,1972,0.6495943204868154
12,2000,15,1,1267,1968,0.6438008130081301
13,2000,15,1,1148,1967,0.5836298932384342
14,2000,15,1,1197,1966,0.6088504577822991
15,2000,15,1,1270,1971,0.6443429731100964
16,2000,15,1,1235,1969,0.6272219400711021
17,2000,15,1,1141,1963,0.5812531839021905
18,2000,15,1,1232,1966,0.6266531027466938
19,2000,15,1,1188,1960,0.6061224489795919
20,2000,15,1,1163,1964,0.5921588594704684
21,2000,15,1,1230,1972,0.6237322515212982
22,2000,15,1,1245,1968,0.6326219512195121
23,2000,15,1,1231,1971,0.6245560629122273
24,2000,15,1,1121,1964,0.5707739307535642
25,2000,15,1,1171,1959,0.597753956100051
26,2000,15,1,1224,1973,0.6203750633552965
27,2000,15,1,1259,1971,0.6387620497209539
28,2000,15,1,1191,1975,0.6030379746835443
29,2000,15,1,1218,1967,0.6192170818505338
30,2000,15,1,1163,1972,0.5897565922920892
31,2000,15,1,1194,1965,0.6076335877862595
32,2000,15,1,1148,1968,0.5833333333333334
33,2000,15,1,1235,1965,0.628498727735369
34,2000,15,1,1264,1966,0.6429298067141404
35,2000,15,1,1145,1968,0.5818089430894309
36,2000,15,2,1177,1967,0.5983731570920183
37,2000,15,1,1155,1969,0.5865921787709497
38,2000,15,1,1145,1965,0.5826972010178118
39,2000,15,1,1225,1968,0.6224593495934959
40,2000,15,1,1186,1972,0.6014198782961461
41,2000,15,1,1246,1965,0.6340966921119593
42,2000,15,1,1222,1961,0.6231514533401326
43,2000,15,1,1197,1969,0.6079228034535297
44,2000,15,1,1202,1975,0.6086075949367089
45,2000,15,1,1239,1964,0.6308553971486762
46,2000,15,1,1217,1967,0.6187086934417896
47,2000,15,1,1207,1968,0.6133130081300813
48,2000,15,2,1107,1969,0.5622143219908583
49,2000,15,1,1197,1967,0.608540925266904
50,2000,15,1,1128,1965,0.5740458015267176
51,2000,15,1,1158,1965,0.5893129770992367
52,2000,15,1,1206,1965,0.6137404580152672
53,2000,15,2,1198,1967,0.6090493136756482
54,2000,15,1,1241,1968,0.630589430894309
55,2000,15,1,1180,1966,0.6002034587995931
56,2000,15,3,1156,1969,0.5871000507872016
57,2000,15,1,1167,1970,0.5923857868020305
58,2000,15,1,1255,1963,0.6393275598573612
59,2000,15,1,1273,1969,0.6465210766886744
60,2000,15,1,1271,1973,0.6441966548403446
61,2000,15,1,1225,1973,0.6208819057273188
62,2000,15,1,1200,1969,0.6094464195022854
63,2000,15,1,1250,1968,0.6351626016260162
64,2000,15,1,1252,1967,0.6365022877478393
65,2000,15,1,1208,1958,0.616956077630235
66,2000,15,1,1149,1968,0.5838414634146342
67,2000,15,1,1209,1965,0.6152671755725191
68,2000,15,1,1197,1969,0.6079228034535297
69,2000,15,1,1183,1967,0.6014234875444839
70,2000,15,2,1190,1970,0.6040609137055838
71,2000,15,2,1166,1969,0.5921787709497207
72,2000,15,1,1178,1960,0.6010204081632653
73,2000,15,1,1150,1975,0.5822784810126582
74,2000,15,3,1123,1964,0.5717922606924644
75,2000,15,2,1131,1969,0.574403250380904
76,2000,15,1,1189,1963,0.6057055527254203
77,2000,15,1,1208,1967,0.614133197763091
78,2000,15,1,1241,1964,0.6318737270875764
79,2000,15,1,1150,1968,0.584349593495935
80,2000,15,1,1188,1973,0.6021287379624937
81,2000,15,1,1235,1969,0.6272219400711021
82,2000,15,1,1160,1973,0.5879371515458692
83,2000,15,1,1178,1960,0.6010204081632653
84,2000,15,1,1104,1967,0.5612608032536858
85,2000,15,1,1254,1969,0.6368715083798883
86,2000,15,1,1181,1964,0.6013238289205702
87,2000,15,1,1207,1966,0.6139369277721262
88,2000,15,1,1279,1968,0.6498983739837398
89,2000,15,1,1195,1964,0.6084521384928717
90,2000,15,1,1161,1968,0.5899390243902439
91,2000,15,1,1190,1971,0.6037544393708777
92,2000,15,1,1241,1962,0.6325178389398572
93,2000,15,1,1260,1964,0.6415478615071283
94,2000,15,1,1081,1969,0.5490096495683088
95,2000,15,1,1228,1975,0.6217721518987341
96,2000,15,1,1235,1962,0.6294597349643222
97,2000,15,1,1189,1966,0.6047812817904374
98,2000,15,1,1134,1967,0.5765124555160143
99,2000,15,1,1133,1973,0.5742524075012672
