,n,k,cycle_lengths,as_percent_of_matches
0,1000,5,7,0.007608695652173913
1,1000,5,6,0.006521739130434782
2,1000,5,43,0.04725274725274725
3,1000,5,16,0.017543859649122806
4,1000,5,3,0.003289473684210526
5,1000,5,10,0.010964912280701754
6,1000,5,10,0.01098901098901099
7,1000,5,2,0.002197802197802198
8,1000,5,16,0.0176017601760176
9,1000,5,3,0.0033003300330033004
10,1000,5,2,0.0022002200220022
11,1000,5,17,0.018518518518518517
12,1000,5,6,0.006535947712418301
13,1000,5,10,0.010893246187363835
14,1000,5,3,0.0032679738562091504
15,1000,5,22,0.02412280701754386
16,1000,5,27,0.029605263157894735
17,1000,5,8,0.008771929824561403
18,1000,5,8,0.008781558726673985
19,1000,5,15,0.016375545851528384
20,1000,5,6,0.006550218340611353
21,1000,5,4,0.004366812227074236
22,1000,5,2,0.002183406113537118
23,1000,5,15,0.016556291390728478
24,1000,5,27,0.029801324503311258
25,1000,5,10,0.011037527593818985
26,1000,5,2,0.002207505518763797
27,1000,5,69,0.07590759075907591
28,1000,5,3,0.0033003300330033004
29,1000,5,9,0.009933774834437087
30,1000,5,12,0.013245033112582781
31,1000,5,4,0.004415011037527594
32,1000,5,6,0.006622516556291391
33,1000,5,9,0.009944751381215469
34,1000,5,12,0.013259668508287293
35,1000,5,2,0.0022099447513812156
36,1000,5,3,0.0033149171270718232
37,1000,5,2,0.0022099447513812156
38,1000,5,6,0.006586169045005488
39,1000,5,10,0.011098779134295227
40,1000,5,8,0.00881057268722467
41,1000,5,21,0.023127753303964757
42,1000,5,2,0.0022026431718061676
43,1000,5,2,0.0022026431718061676
44,1000,5,7,0.007633587786259542
45,1000,5,2,0.0021810250817884407
46,1000,5,7,0.007641921397379912
47,1000,5,19,0.020902090209020903
48,1000,5,27,0.0297029702970297
49,1000,5,14,0.015401540154015401
50,1000,5,9,0.009900990099009901
51,1000,5,8,0.008733624454148471
52,1000,5,6,0.006550218340611353
53,1000,5,7,0.007743362831858407
54,1000,5,4,0.004424778761061947
55,1000,5,22,0.024336283185840708
56,1000,5,15,0.016592920353982302
57,1000,5,5,0.0055309734513274336
58,1000,5,52,0.056338028169014086
