,n,k,n_changes,n_matches,percent_changed
0,475,4,2,414,0.004830917874396135
1,475,4,0,423,0.0
2,475,4,10,417,0.023980815347721823
3,475,4,6,417,0.014388489208633094
4,475,4,0,412,0.0
5,475,4,0,420,0.0
6,475,4,6,417,0.014388489208633094
7,475,4,6,424,0.014150943396226415
8,475,4,3,416,0.007211538461538462
9,475,4,0,420,0.0
10,475,4,6,418,0.014354066985645933
11,475,4,6,418,0.014354066985645933
12,475,4,22,425,0.05176470588235294
13,475,4,0,409,0.0
14,475,4,0,416,0.0
15,475,4,7,419,0.016706443914081145
16,475,4,21,425,0.04941176470588235
17,475,4,4,424,0.009433962264150943
18,475,4,7,420,0.016666666666666666
19,475,4,0,415,0.0
20,475,4,2,423,0.004728132387706856
21,475,4,4,421,0.009501187648456057
22,475,4,0,419,0.0
23,475,4,0,419,0.0
24,475,4,13,427,0.03044496487119438
25,475,4,11,413,0.026634382566585957
26,475,4,8,414,0.01932367149758454
27,475,4,2,420,0.004761904761904762
28,475,4,0,417,0.0
29,475,4,0,420,0.0
30,475,4,7,425,0.01647058823529412
31,475,4,0,415,0.0
32,475,4,7,426,0.01643192488262911
33,475,4,21,431,0.048723897911832945
34,475,4,0,414,0.0
35,475,4,0,426,0.0
36,475,4,24,419,0.057279236276849645
37,475,4,0,418,0.0
38,475,4,0,418,0.0
39,475,4,9,409,0.022004889975550123
40,475,4,5,424,0.01179245283018868
41,475,4,0,417,0.0
42,475,4,5,420,0.011904761904761904
43,475,4,2,417,0.004796163069544364
44,475,4,13,420,0.030952380952380953
45,475,4,0,421,0.0
46,475,4,0,422,0.0
47,475,4,0,421,0.0
48,475,4,2,421,0.004750593824228029
49,475,4,0,415,0.0
50,475,4,0,429,0.0
51,475,4,0,420,0.0
52,475,4,8,424,0.018867924528301886
53,475,4,0,422,0.0
54,475,4,7,422,0.016587677725118485
55,475,4,0,415,0.0
56,475,4,0,420,0.0
57,475,4,0,412,0.0
58,475,4,0,414,0.0
59,475,4,8,422,0.018957345971563982
60,475,4,0,412,0.0
61,475,4,6,420,0.014285714285714285
62,475,4,2,424,0.0047169811320754715
63,475,4,5,418,0.011961722488038277
64,475,4,6,420,0.014285714285714285
65,475,4,4,407,0.009828009828009828
66,475,4,6,412,0.014563106796116505
67,475,4,3,412,0.007281553398058253
68,475,4,2,414,0.004830917874396135
69,475,4,22,420,0.05238095238095238
70,475,4,5,421,0.011876484560570071
71,475,4,0,426,0.0
72,475,4,8,424,0.018867924528301886
73,475,4,5,418,0.011961722488038277
74,475,4,2,419,0.00477326968973747
75,475,4,6,422,0.014218009478672985
76,475,4,4,414,0.00966183574879227
77,475,4,7,417,0.016786570743405275
78,475,4,5,423,0.01182033096926714
79,475,4,0,420,0.0
80,475,4,0,419,0.0
81,475,4,2,427,0.00468384074941452
82,475,4,7,418,0.01674641148325359
83,475,4,0,415,0.0
84,475,4,3,416,0.007211538461538462
85,475,4,7,419,0.016706443914081145
86,475,4,5,418,0.011961722488038277
87,475,4,4,422,0.009478672985781991
88,475,4,0,420,0.0
89,475,4,5,423,0.01182033096926714
90,475,4,0,426,0.0
91,475,4,4,421,0.009501187648456057
92,475,4,14,419,0.03341288782816229
93,475,4,6,415,0.014457831325301205
94,475,4,6,420,0.014285714285714285
95,475,4,8,419,0.01909307875894988
96,475,4,2,426,0.004694835680751174
97,475,4,11,423,0.026004728132387706
98,475,4,4,416,0.009615384615384616
99,475,4,4,420,0.009523809523809525
