,n,k,n_changes,n_matches,percent_changed
0,575,7,74,547,0.13528336380255943
1,575,7,84,540,0.15555555555555556
2,575,7,58,541,0.10720887245841035
3,575,7,96,537,0.1787709497206704
4,575,7,115,544,0.2113970588235294
5,575,7,104,542,0.1918819188191882
6,575,7,115,541,0.21256931608133087
7,575,7,53,547,0.09689213893967093
8,575,7,135,547,0.24680073126142596
9,575,7,67,542,0.12361623616236163
10,575,7,90,543,0.16574585635359115
11,575,7,71,535,0.13271028037383178
12,575,7,60,542,0.11070110701107011
13,575,7,114,538,0.21189591078066913
14,575,7,64,543,0.11786372007366483
15,575,7,80,546,0.14652014652014653
16,575,7,103,532,0.19360902255639098
17,575,7,109,547,0.19926873857404023
18,575,7,144,545,0.26422018348623855
19,575,7,73,544,0.13419117647058823
20,575,7,100,547,0.18281535648994515
21,575,7,54,540,0.1
22,575,7,88,550,0.16
23,575,7,127,542,0.23431734317343172
24,575,7,80,537,0.148975791433892
25,575,7,84,540,0.15555555555555556
26,575,7,171,541,0.31608133086876156
27,575,7,65,544,0.11948529411764706
28,575,7,100,541,0.18484288354898337
29,575,7,93,542,0.17158671586715868
30,575,7,84,543,0.15469613259668508
31,575,7,65,535,0.12149532710280374
32,575,7,62,541,0.11460258780036968
33,575,7,122,540,0.22592592592592592
34,575,7,80,544,0.14705882352941177
35,575,7,105,549,0.1912568306010929
36,575,7,71,543,0.13075506445672191
37,575,7,92,543,0.1694290976058932
38,575,7,61,539,0.11317254174397032
39,575,7,121,535,0.2261682242990654
40,575,7,67,544,0.12316176470588236
41,575,7,79,545,0.14495412844036698
42,575,7,84,541,0.15526802218114602
43,575,7,33,539,0.061224489795918366
44,575,7,92,539,0.17068645640074212
45,575,7,109,538,0.20260223048327136
46,575,7,50,545,0.09174311926605505
47,575,7,143,540,0.26481481481481484
48,575,7,94,542,0.17343173431734318
49,575,7,72,539,0.13358070500927643
50,575,7,86,541,0.1589648798521257
51,575,7,98,544,0.1801470588235294
52,575,7,31,541,0.05730129390018484
53,575,7,126,545,0.23119266055045873
54,575,7,73,544,0.13419117647058823
55,575,7,124,549,0.22586520947176686
56,575,7,74,543,0.13627992633517497
57,575,7,147,546,0.2692307692307692
58,575,7,87,536,0.1623134328358209
59,575,7,83,541,0.1534195933456562
60,575,7,74,538,0.137546468401487
61,575,7,130,544,0.23897058823529413
62,575,7,65,541,0.12014787430683918
63,575,7,86,538,0.15985130111524162
64,575,7,100,543,0.1841620626151013
65,575,7,101,548,0.1843065693430657
66,575,7,80,539,0.14842300556586271
67,575,7,97,541,0.17929759704251386
68,575,7,120,541,0.22181146025878004
69,575,7,111,549,0.20218579234972678
70,575,7,109,541,0.20147874306839186
71,575,7,70,545,0.12844036697247707
72,575,7,61,545,0.11192660550458716
73,575,7,92,537,0.1713221601489758
74,575,7,104,539,0.19294990723562153
75,575,7,116,547,0.21206581352833637
76,575,7,138,545,0.25321100917431194
77,575,7,63,538,0.1171003717472119
78,575,7,114,543,0.20994475138121546
79,575,7,89,538,0.1654275092936803
80,575,7,85,546,0.15567765567765568
81,575,7,38,544,0.06985294117647059
82,575,7,109,543,0.2007366482504604
83,575,7,119,542,0.21955719557195572
84,575,7,94,543,0.1731123388581952
85,575,7,110,539,0.20408163265306123
86,575,7,94,539,0.17439703153988867
87,575,7,116,543,0.2136279926335175
88,575,7,131,542,0.24169741697416974
89,575,7,50,538,0.09293680297397769
90,575,7,45,534,0.08426966292134831
91,575,7,98,540,0.1814814814814815
92,575,7,105,542,0.1937269372693727
93,575,7,46,532,0.08646616541353383
94,575,7,53,539,0.09833024118738404
95,575,7,86,545,0.1577981651376147
96,575,7,58,545,0.10642201834862386
97,575,7,92,536,0.17164179104477612
98,575,7,94,538,0.17472118959107807
99,575,7,99,538,0.18401486988847585
