,n,k,n_changes,n_matches,percent_changed
0,525,5,12,486,0.024691358024691357
1,525,5,24,474,0.05063291139240506
2,525,5,36,483,0.07453416149068323
3,525,5,4,474,0.008438818565400843
4,525,5,3,473,0.006342494714587738
5,525,5,27,474,0.056962025316455694
6,525,5,5,484,0.010330578512396695
7,525,5,11,478,0.02301255230125523
8,525,5,5,480,0.010416666666666666
9,525,5,19,479,0.03966597077244259
10,525,5,19,479,0.03966597077244259
11,525,5,24,479,0.05010438413361169
12,525,5,26,469,0.05543710021321962
13,525,5,42,480,0.0875
14,525,5,30,476,0.06302521008403361
15,525,5,27,481,0.056133056133056136
16,525,5,0,479,0.0
17,525,5,13,483,0.026915113871635612
18,525,5,18,477,0.03773584905660377
19,525,5,41,474,0.08649789029535865
20,525,5,3,481,0.006237006237006237
21,525,5,28,474,0.05907172995780591
22,525,5,32,470,0.06808510638297872
23,525,5,0,467,0.0
24,525,5,23,474,0.04852320675105485
25,525,5,31,475,0.06526315789473684
26,525,5,20,479,0.04175365344467641
27,525,5,16,473,0.03382663847780127
28,525,5,31,478,0.06485355648535565
29,525,5,25,481,0.05197505197505198
30,525,5,6,479,0.012526096033402923
31,525,5,11,478,0.02301255230125523
32,525,5,29,483,0.060041407867494824
33,525,5,2,489,0.00408997955010225
34,525,5,18,474,0.0379746835443038
35,525,5,33,479,0.06889352818371608
36,525,5,0,482,0.0
37,525,5,38,476,0.07983193277310924
38,525,5,14,473,0.02959830866807611
39,525,5,0,482,0.0
40,525,5,9,479,0.018789144050104383
41,525,5,36,473,0.07610993657505286
42,525,5,11,476,0.023109243697478993
43,525,5,22,481,0.04573804573804574
44,525,5,17,487,0.03490759753593429
45,525,5,30,478,0.06276150627615062
46,525,5,17,480,0.035416666666666666
47,525,5,23,475,0.04842105263157895
48,525,5,27,476,0.05672268907563025
49,525,5,16,480,0.03333333333333333
50,525,5,26,470,0.05531914893617021
51,525,5,53,476,0.11134453781512606
52,525,5,9,477,0.018867924528301886
53,525,5,13,480,0.027083333333333334
54,525,5,18,478,0.03765690376569038
55,525,5,0,479,0.0
56,525,5,18,482,0.03734439834024896
57,525,5,25,476,0.052521008403361345
58,525,5,28,476,0.058823529411764705
59,525,5,2,479,0.0041753653444676405
60,525,5,10,477,0.020964360587002098
61,525,5,10,482,0.02074688796680498
62,525,5,15,476,0.031512605042016806
63,525,5,42,477,0.0880503144654088
64,525,5,24,475,0.05052631578947368
65,525,5,0,488,0.0
66,525,5,7,477,0.014675052410901468
67,525,5,41,475,0.0863157894736842
68,525,5,32,477,0.06708595387840671
69,525,5,20,475,0.042105263157894736
70,525,5,26,471,0.055201698513800426
71,525,5,21,481,0.04365904365904366
72,525,5,21,477,0.0440251572327044
73,525,5,6,478,0.012552301255230125
74,525,5,4,481,0.008316008316008316
75,525,5,4,481,0.008316008316008316
76,525,5,43,475,0.09052631578947369
77,525,5,25,466,0.0536480686695279
78,525,5,16,478,0.03347280334728033
79,525,5,10,477,0.020964360587002098
80,525,5,30,471,0.06369426751592357
81,525,5,17,471,0.036093418259023353
82,525,5,0,471,0.0
83,525,5,19,481,0.0395010395010395
84,525,5,31,472,0.06567796610169492
85,525,5,2,482,0.004149377593360996
86,525,5,0,478,0.0
87,525,5,5,477,0.010482180293501049
88,525,5,22,478,0.04602510460251046
89,525,5,0,472,0.0
90,525,5,10,477,0.020964360587002098
91,525,5,22,471,0.04670912951167728
92,525,5,25,477,0.05241090146750524
93,525,5,25,480,0.052083333333333336
94,525,5,15,473,0.03171247357293869
95,525,5,8,480,0.016666666666666666
96,525,5,2,476,0.004201680672268907
97,525,5,14,479,0.029227557411273485
98,525,5,15,484,0.030991735537190084
99,525,5,19,472,0.04025423728813559
