,n,k,n_changes,n_matches,percent_changed
0,925,10,314,894,0.3512304250559284
1,925,10,284,894,0.31767337807606266
2,925,10,360,888,0.40540540540540543
3,925,10,300,896,0.33482142857142855
4,925,10,270,896,0.3013392857142857
5,925,10,318,890,0.35730337078651686
6,925,10,323,893,0.3617021276595745
7,925,10,292,892,0.3273542600896861
8,925,10,272,897,0.3032329988851728
9,925,10,329,896,0.3671875
10,925,10,374,895,0.41787709497206704
11,925,10,310,898,0.34521158129175944
12,925,10,360,900,0.4
13,925,10,291,894,0.32550335570469796
14,925,10,320,894,0.3579418344519016
15,925,10,284,891,0.31874298540965207
16,925,10,301,896,0.3359375
17,925,10,293,893,0.3281075027995521
18,925,10,313,887,0.3528748590755355
19,925,10,325,899,0.3615127919911012
20,925,10,279,887,0.314543404735062
21,925,10,285,898,0.31737193763919824
22,925,10,307,899,0.3414905450500556
23,925,10,323,889,0.36332958380202474
24,925,10,213,893,0.23852183650615902
25,925,10,302,889,0.33970753655793023
26,925,10,272,898,0.3028953229398664
27,925,10,331,895,0.36983240223463687
28,925,10,263,895,0.293854748603352
29,925,10,335,894,0.37472035794183445
30,925,10,303,896,0.33816964285714285
31,925,10,308,892,0.3452914798206278
32,925,10,238,889,0.2677165354330709
33,925,10,302,895,0.33743016759776534
34,925,10,269,893,0.3012318029115342
35,925,10,354,894,0.3959731543624161
36,925,10,322,894,0.36017897091722595
37,925,10,266,893,0.2978723404255319
38,925,10,308,891,0.345679012345679
39,925,10,356,900,0.39555555555555555
40,925,10,345,894,0.3859060402684564
41,925,10,308,895,0.34413407821229053
42,925,10,275,891,0.30864197530864196
43,925,10,291,892,0.32623318385650224
44,925,10,299,884,0.3382352941176471
45,925,10,253,894,0.2829977628635347
46,925,10,297,897,0.3311036789297659
47,925,10,336,891,0.3771043771043771
48,925,10,225,891,0.25252525252525254
49,925,10,348,895,0.3888268156424581
50,925,10,319,895,0.3564245810055866
51,925,10,280,899,0.3114571746384872
52,925,10,347,896,0.3872767857142857
53,925,10,313,891,0.35129068462401797
54,925,10,318,890,0.35730337078651686
55,925,10,353,886,0.3984198645598194
56,925,10,330,889,0.3712035995500562
57,925,10,316,894,0.3534675615212528
58,925,10,315,892,0.3531390134529148
59,925,10,323,897,0.3600891861761427
60,925,10,312,894,0.348993288590604
61,925,10,285,888,0.32094594594594594
62,925,10,326,891,0.3658810325476992
63,925,10,318,896,0.3549107142857143
64,925,10,367,899,0.4082313681868743
65,925,10,295,891,0.33108866442199775
66,925,10,265,888,0.29842342342342343
67,925,10,299,898,0.33296213808463254
68,925,10,313,897,0.34894091415830547
69,925,10,317,897,0.3534002229654404
70,925,10,306,898,0.34075723830734966
71,925,10,327,891,0.367003367003367
72,925,10,297,888,0.3344594594594595
73,925,10,292,886,0.3295711060948081
74,925,10,343,890,0.3853932584269663
75,925,10,328,893,0.3673012318029115
76,925,10,309,888,0.34797297297297297
77,925,10,311,890,0.349438202247191
78,925,10,326,893,0.3650615901455767
79,925,10,272,899,0.3025583982202447
80,925,10,293,899,0.3259176863181313
81,925,10,221,894,0.24720357941834453
82,925,10,259,896,0.2890625
83,925,10,330,892,0.36995515695067266
84,925,10,321,893,0.3594624860022396
85,925,10,287,897,0.31995540691192864
86,925,10,306,888,0.34459459459459457
87,925,10,302,892,0.33856502242152464
88,925,10,251,892,0.28139013452914796
89,925,10,312,898,0.34743875278396436
90,925,10,299,887,0.3370913190529876
91,925,10,251,890,0.28202247191011237
92,925,10,314,899,0.3492769744160178
93,925,10,326,895,0.3642458100558659
94,925,10,362,893,0.4053751399776036
95,925,10,326,901,0.36182019977802443
96,925,10,348,900,0.38666666666666666
97,925,10,255,892,0.2858744394618834
98,925,10,266,891,0.29854096520763185
99,925,10,285,895,0.31843575418994413
