,n,k,n_changes,n_matches,percent_changed
0,400,8,78,385,0.2025974025974026
1,400,8,83,380,0.21842105263157896
2,400,8,74,383,0.19321148825065274
3,400,8,66,383,0.17232375979112272
4,400,8,88,381,0.23097112860892388
5,400,8,59,383,0.15404699738903394
6,400,8,65,382,0.17015706806282724
7,400,8,94,383,0.2454308093994778
8,400,8,95,381,0.24934383202099739
9,400,8,96,380,0.25263157894736843
10,400,8,94,383,0.2454308093994778
11,400,8,108,382,0.28272251308900526
12,400,8,103,383,0.2689295039164491
13,400,8,74,381,0.1942257217847769
14,400,8,48,372,0.12903225806451613
15,400,8,73,380,0.19210526315789472
16,400,8,61,386,0.15803108808290156
17,400,8,107,382,0.2801047120418848
18,400,8,91,381,0.2388451443569554
19,400,8,101,377,0.26790450928381965
20,400,8,94,383,0.2454308093994778
21,400,8,80,376,0.2127659574468085
22,400,8,47,382,0.12303664921465969
23,400,8,129,380,0.3394736842105263
24,400,8,46,380,0.12105263157894737
25,400,8,52,377,0.13793103448275862
26,400,8,97,379,0.2559366754617414
27,400,8,91,380,0.2394736842105263
28,400,8,89,384,0.23177083333333334
29,400,8,31,376,0.08244680851063829
30,400,8,143,381,0.3753280839895013
31,400,8,121,377,0.3209549071618037
32,400,8,115,380,0.3026315789473684
33,400,8,109,381,0.28608923884514437
34,400,8,89,377,0.23607427055702918
35,400,8,72,381,0.1889763779527559
36,400,8,95,381,0.24934383202099739
37,400,8,95,383,0.24804177545691905
38,400,8,105,379,0.2770448548812665
39,400,8,82,382,0.21465968586387435
40,400,8,101,377,0.26790450928381965
41,400,8,106,380,0.2789473684210526
42,400,8,111,384,0.2890625
43,400,8,77,382,0.20157068062827224
44,400,8,73,383,0.1906005221932115
45,400,8,94,381,0.24671916010498687
46,400,8,72,381,0.1889763779527559
47,400,8,72,382,0.18848167539267016
48,400,8,112,381,0.29396325459317585
49,400,8,89,384,0.23177083333333334
50,400,8,42,380,0.11052631578947368
51,400,8,109,380,0.2868421052631579
52,400,8,94,380,0.24736842105263157
53,400,8,90,383,0.2349869451697128
54,400,8,75,382,0.19633507853403143
55,400,8,103,381,0.27034120734908135
56,400,8,98,381,0.2572178477690289
57,400,8,74,374,0.19786096256684493
58,400,8,104,381,0.27296587926509186
59,400,8,92,385,0.23896103896103896
60,400,8,87,378,0.23015873015873015
61,400,8,72,386,0.18652849740932642
62,400,8,120,380,0.3157894736842105
63,400,8,100,380,0.2631578947368421
64,400,8,92,379,0.24274406332453827
65,400,8,71,383,0.185378590078329
66,400,8,82,382,0.21465968586387435
67,400,8,75,385,0.19480519480519481
68,400,8,86,384,0.22395833333333334
69,400,8,128,380,0.3368421052631579
70,400,8,48,385,0.12467532467532468
71,400,8,82,379,0.21635883905013192
72,400,8,96,385,0.24935064935064935
73,400,8,90,376,0.2393617021276596
74,400,8,83,377,0.22015915119363394
75,400,8,125,384,0.3255208333333333
76,400,8,124,381,0.32545931758530183
77,400,8,108,379,0.2849604221635884
78,400,8,97,378,0.2566137566137566
79,400,8,117,382,0.306282722513089
80,400,8,92,382,0.24083769633507854
81,400,8,57,380,0.15
82,400,8,95,382,0.2486910994764398
83,400,8,122,385,0.3168831168831169
84,400,8,115,383,0.3002610966057441
85,400,8,30,376,0.0797872340425532
86,400,8,105,382,0.27486910994764396
87,400,8,103,379,0.2717678100263852
88,400,8,88,381,0.23097112860892388
89,400,8,71,384,0.18489583333333334
90,400,8,99,383,0.2584856396866841
91,400,8,95,380,0.25
92,400,8,54,380,0.14210526315789473
93,400,8,128,380,0.3368421052631579
94,400,8,69,381,0.18110236220472442
95,400,8,93,380,0.24473684210526317
96,400,8,65,379,0.17150395778364116
97,400,8,106,386,0.27461139896373055
98,400,8,53,379,0.13984168865435356
99,400,8,80,382,0.2094240837696335
