,n,k,n_changes,n_matches,percent_changed
0,450,7,91,418,0.21770334928229665
1,450,7,66,419,0.1575178997613365
2,450,7,29,423,0.06855791962174941
3,450,7,67,423,0.15839243498817968
4,450,7,100,427,0.234192037470726
5,450,7,60,425,0.1411764705882353
6,450,7,27,426,0.06338028169014084
7,450,7,99,423,0.23404255319148937
8,450,7,80,421,0.19002375296912113
9,450,7,81,428,0.18925233644859812
10,450,7,71,416,0.17067307692307693
11,450,7,68,428,0.1588785046728972
12,450,7,76,425,0.17882352941176471
13,450,7,50,423,0.1182033096926714
14,450,7,98,419,0.23389021479713604
15,450,7,87,421,0.20665083135391923
16,450,7,66,426,0.15492957746478872
17,450,7,38,423,0.08983451536643026
18,450,7,121,421,0.28741092636579574
19,450,7,58,425,0.13647058823529412
20,450,7,53,424,0.125
21,450,7,66,424,0.15566037735849056
22,450,7,82,429,0.19114219114219114
23,450,7,112,425,0.2635294117647059
24,450,7,53,423,0.12529550827423167
25,450,7,81,422,0.19194312796208532
26,450,7,68,428,0.1588785046728972
27,450,7,74,426,0.17370892018779344
28,450,7,103,427,0.24121779859484777
29,450,7,95,424,0.2240566037735849
30,450,7,59,426,0.13849765258215962
31,450,7,111,429,0.25874125874125875
32,450,7,65,432,0.15046296296296297
33,450,7,81,423,0.19148936170212766
34,450,7,135,427,0.3161592505854801
35,450,7,39,424,0.09198113207547169
36,450,7,55,420,0.13095238095238096
37,450,7,84,426,0.19718309859154928
38,450,7,101,428,0.23598130841121495
39,450,7,50,426,0.11737089201877934
40,450,7,73,425,0.17176470588235293
41,450,7,24,423,0.05673758865248227
42,450,7,56,425,0.13176470588235295
43,450,7,62,428,0.14485981308411214
44,450,7,71,420,0.16904761904761906
45,450,7,84,428,0.19626168224299065
46,450,7,71,420,0.16904761904761906
47,450,7,16,428,0.037383177570093455
48,450,7,94,424,0.22169811320754718
49,450,7,68,421,0.16152019002375298
50,450,7,101,419,0.24105011933174225
51,450,7,79,420,0.1880952380952381
52,450,7,88,430,0.20465116279069767
53,450,7,116,422,0.27488151658767773
54,450,7,86,423,0.2033096926713948
55,450,7,56,424,0.1320754716981132
56,450,7,40,423,0.09456264775413711
57,450,7,105,429,0.24475524475524477
58,450,7,66,419,0.1575178997613365
59,450,7,52,426,0.12206572769953052
60,450,7,73,424,0.1721698113207547
61,450,7,47,429,0.10955710955710955
62,450,7,97,422,0.22985781990521326
63,450,7,75,428,0.17523364485981308
64,450,7,105,428,0.24532710280373832
65,450,7,91,424,0.21462264150943397
66,450,7,60,425,0.1411764705882353
67,450,7,65,426,0.15258215962441316
68,450,7,79,424,0.18632075471698112
69,450,7,97,423,0.2293144208037825
70,450,7,71,419,0.16945107398568018
71,450,7,52,421,0.12351543942992874
72,450,7,41,422,0.0971563981042654
73,450,7,24,420,0.05714285714285714
74,450,7,50,428,0.11682242990654206
75,450,7,84,426,0.19718309859154928
76,450,7,52,425,0.1223529411764706
77,450,7,97,427,0.22716627634660422
78,450,7,91,421,0.2161520190023753
79,450,7,55,420,0.13095238095238096
80,450,7,93,433,0.21478060046189376
81,450,7,49,423,0.11583924349881797
82,450,7,56,417,0.1342925659472422
83,450,7,63,425,0.14823529411764705
84,450,7,73,424,0.1721698113207547
85,450,7,82,426,0.19248826291079812
86,450,7,43,427,0.10070257611241218
87,450,7,64,421,0.15201900237529692
88,450,7,88,427,0.20608899297423888
89,450,7,108,422,0.2559241706161137
90,450,7,90,427,0.2107728337236534
91,450,7,26,425,0.0611764705882353
92,450,7,46,423,0.10874704491725769
93,450,7,76,422,0.18009478672985782
94,450,7,78,430,0.1813953488372093
95,450,7,91,423,0.21513002364066194
96,450,7,73,428,0.1705607476635514
97,450,7,96,420,0.22857142857142856
98,450,7,52,420,0.12380952380952381
99,450,7,82,423,0.1938534278959811
