,n,k,n_changes,n_matches,percent_changed
0,125,8,23,120,0.19166666666666668
1,125,8,37,119,0.31092436974789917
2,125,8,10,118,0.0847457627118644
3,125,8,31,120,0.25833333333333336
4,125,8,58,121,0.4793388429752066
5,125,8,24,120,0.2
6,125,8,25,119,0.21008403361344538
7,125,8,55,119,0.46218487394957986
8,125,8,9,118,0.07627118644067797
9,125,8,24,119,0.20168067226890757
10,125,8,18,118,0.15254237288135594
11,125,8,29,119,0.24369747899159663
12,125,8,20,122,0.16393442622950818
13,125,8,23,121,0.19008264462809918
14,125,8,24,120,0.2
15,125,8,6,119,0.05042016806722689
16,125,8,23,119,0.19327731092436976
17,125,8,13,120,0.10833333333333334
18,125,8,5,115,0.043478260869565216
19,125,8,32,119,0.2689075630252101
20,125,8,37,121,0.30578512396694213
21,125,8,25,119,0.21008403361344538
22,125,8,29,118,0.2457627118644068
23,125,8,16,118,0.13559322033898305
24,125,8,41,120,0.3416666666666667
25,125,8,43,121,0.35537190082644626
26,125,8,2,119,0.01680672268907563
27,125,8,29,119,0.24369747899159663
28,125,8,32,116,0.27586206896551724
29,125,8,42,116,0.3620689655172414
30,125,8,30,120,0.25
31,125,8,27,119,0.226890756302521
32,125,8,2,118,0.01694915254237288
33,125,8,15,122,0.12295081967213115
34,125,8,37,121,0.30578512396694213
35,125,8,18,118,0.15254237288135594
36,125,8,47,121,0.3884297520661157
37,125,8,48,121,0.39669421487603307
38,125,8,39,118,0.3305084745762712
39,125,8,54,117,0.46153846153846156
40,125,8,28,120,0.23333333333333334
41,125,8,35,121,0.2892561983471074
42,125,8,30,121,0.24793388429752067
43,125,8,40,118,0.3389830508474576
44,125,8,40,119,0.33613445378151263
45,125,8,45,118,0.3813559322033898
46,125,8,40,119,0.33613445378151263
47,125,8,35,118,0.2966101694915254
48,125,8,33,117,0.28205128205128205
49,125,8,17,122,0.13934426229508196
50,125,8,19,120,0.15833333333333333
51,125,8,57,118,0.4830508474576271
52,125,8,44,122,0.36065573770491804
53,125,8,31,119,0.2605042016806723
54,125,8,23,118,0.19491525423728814
55,125,8,39,120,0.325
56,125,8,28,119,0.23529411764705882
57,125,8,49,120,0.4083333333333333
58,125,8,19,118,0.16101694915254236
59,125,8,29,120,0.24166666666666667
60,125,8,53,120,0.44166666666666665
61,125,8,22,119,0.18487394957983194
62,125,8,28,116,0.2413793103448276
63,125,8,22,120,0.18333333333333332
64,125,8,25,120,0.20833333333333334
65,125,8,36,118,0.3050847457627119
66,125,8,10,116,0.08620689655172414
67,125,8,32,120,0.26666666666666666
68,125,8,22,120,0.18333333333333332
69,125,8,31,121,0.256198347107438
70,125,8,42,120,0.35
71,125,8,20,122,0.16393442622950818
72,125,8,23,120,0.19166666666666668
73,125,8,17,117,0.1452991452991453
74,125,8,25,120,0.20833333333333334
75,125,8,25,118,0.211864406779661
76,125,8,46,120,0.38333333333333336
77,125,8,29,115,0.25217391304347825
78,125,8,37,120,0.30833333333333335
79,125,8,23,119,0.19327731092436976
80,125,8,21,119,0.17647058823529413
81,125,8,26,121,0.21487603305785125
82,125,8,29,117,0.24786324786324787
83,125,8,7,119,0.058823529411764705
84,125,8,24,119,0.20168067226890757
85,125,8,21,117,0.1794871794871795
86,125,8,44,120,0.36666666666666664
87,125,8,31,119,0.2605042016806723
88,125,8,9,119,0.07563025210084033
89,125,8,40,120,0.3333333333333333
90,125,8,13,115,0.11304347826086956
91,125,8,32,121,0.2644628099173554
92,125,8,30,121,0.24793388429752067
93,125,8,38,119,0.31932773109243695
94,125,8,6,119,0.05042016806722689
95,125,8,43,122,0.3524590163934426
96,125,8,27,119,0.226890756302521
97,125,8,23,119,0.19327731092436976
98,125,8,18,120,0.15
99,125,8,25,120,0.20833333333333334
