,n,k,n_changes,n_matches,percent_changed
0,125,5,9,118,0.07627118644067797
1,125,5,3,117,0.02564102564102564
2,125,5,4,116,0.034482758620689655
3,125,5,20,111,0.18018018018018017
4,125,5,26,116,0.22413793103448276
5,125,5,25,115,0.21739130434782608
6,125,5,13,115,0.11304347826086956
7,125,5,6,111,0.05405405405405406
8,125,5,13,114,0.11403508771929824
9,125,5,5,110,0.045454545454545456
10,125,5,16,115,0.1391304347826087
11,125,5,5,116,0.04310344827586207
12,125,5,0,114,0.0
13,125,5,8,114,0.07017543859649122
14,125,5,4,112,0.03571428571428571
15,125,5,2,122,0.01639344262295082
16,125,5,11,117,0.09401709401709402
17,125,5,18,113,0.1592920353982301
18,125,5,15,113,0.13274336283185842
19,125,5,0,116,0.0
20,125,5,2,110,0.01818181818181818
21,125,5,17,117,0.1452991452991453
22,125,5,4,113,0.035398230088495575
23,125,5,11,116,0.09482758620689655
24,125,5,5,112,0.044642857142857144
25,125,5,13,117,0.1111111111111111
26,125,5,2,113,0.017699115044247787
27,125,5,11,116,0.09482758620689655
28,125,5,0,113,0.0
29,125,5,6,113,0.05309734513274336
30,125,5,0,112,0.0
31,125,5,2,114,0.017543859649122806
32,125,5,0,116,0.0
33,125,5,0,117,0.0
34,125,5,9,115,0.0782608695652174
35,125,5,12,111,0.10810810810810811
36,125,5,12,114,0.10526315789473684
37,125,5,2,114,0.017543859649122806
38,125,5,19,113,0.168141592920354
39,125,5,20,113,0.17699115044247787
40,125,5,19,116,0.16379310344827586
41,125,5,9,112,0.08035714285714286
42,125,5,14,116,0.1206896551724138
43,125,5,7,114,0.06140350877192982
44,125,5,8,114,0.07017543859649122
45,125,5,7,112,0.0625
46,125,5,0,114,0.0
47,125,5,4,113,0.035398230088495575
48,125,5,0,115,0.0
49,125,5,4,111,0.036036036036036036
50,125,5,10,116,0.08620689655172414
51,125,5,9,116,0.07758620689655173
52,125,5,0,111,0.0
53,125,5,0,114,0.0
54,125,5,0,111,0.0
55,125,5,0,117,0.0
56,125,5,18,112,0.16071428571428573
57,125,5,9,115,0.0782608695652174
58,125,5,8,113,0.07079646017699115
59,125,5,4,112,0.03571428571428571
60,125,5,0,117,0.0
61,125,5,19,116,0.16379310344827586
62,125,5,9,115,0.0782608695652174
63,125,5,19,112,0.16964285714285715
64,125,5,18,113,0.1592920353982301
65,125,5,2,113,0.017699115044247787
66,125,5,0,111,0.0
67,125,5,6,114,0.05263157894736842
68,125,5,2,110,0.01818181818181818
69,125,5,2,114,0.017543859649122806
70,125,5,11,109,0.10091743119266056
71,125,5,3,113,0.02654867256637168
72,125,5,0,118,0.0
73,125,5,7,114,0.06140350877192982
74,125,5,0,113,0.0
75,125,5,5,110,0.045454545454545456
76,125,5,12,117,0.10256410256410256
77,125,5,2,113,0.017699115044247787
78,125,5,14,115,0.12173913043478261
79,125,5,18,114,0.15789473684210525
80,125,5,0,114,0.0
81,125,5,17,113,0.1504424778761062
82,125,5,0,116,0.0
83,125,5,5,114,0.043859649122807015
84,125,5,17,117,0.1452991452991453
85,125,5,13,113,0.11504424778761062
86,125,5,4,111,0.036036036036036036
87,125,5,11,110,0.1
88,125,5,0,112,0.0
89,125,5,7,111,0.06306306306306306
90,125,5,2,115,0.017391304347826087
91,125,5,24,115,0.20869565217391303
92,125,5,0,112,0.0
93,125,5,3,113,0.02654867256637168
94,125,5,6,111,0.05405405405405406
95,125,5,4,114,0.03508771929824561
96,125,5,17,114,0.14912280701754385
97,125,5,5,113,0.04424778761061947
98,125,5,3,115,0.02608695652173913
99,125,5,3,112,0.026785714285714284
