,n,k,n_changes,n_matches,percent_changed
0,25,5,0,22,0.0
1,25,5,0,25,0.0
2,25,5,0,24,0.0
3,25,5,8,22,0.36363636363636365
4,25,5,2,22,0.09090909090909091
5,25,5,0,23,0.0
6,25,5,0,23,0.0
7,25,5,3,23,0.13043478260869565
8,25,5,5,24,0.20833333333333334
9,25,5,0,23,0.0
10,25,5,4,22,0.18181818181818182
11,25,5,4,23,0.17391304347826086
12,25,5,0,23,0.0
13,25,5,6,23,0.2608695652173913
14,25,5,2,23,0.08695652173913043
15,25,5,0,23,0.0
16,25,5,5,22,0.22727272727272727
17,25,5,0,23,0.0
18,25,5,3,21,0.14285714285714285
19,25,5,0,25,0.0
20,25,5,5,24,0.20833333333333334
21,25,5,9,23,0.391304347826087
22,25,5,3,23,0.13043478260869565
23,25,5,0,22,0.0
24,25,5,3,23,0.13043478260869565
25,25,5,0,22,0.0
26,25,5,5,23,0.21739130434782608
27,25,5,0,22,0.0
28,25,5,2,24,0.08333333333333333
29,25,5,0,22,0.0
30,25,5,0,24,0.0
31,25,5,0,23,0.0
32,25,5,3,24,0.125
33,25,5,0,23,0.0
34,25,5,10,24,0.4166666666666667
35,25,5,2,23,0.08695652173913043
36,25,5,0,23,0.0
37,25,5,0,23,0.0
38,25,5,3,24,0.125
39,25,5,0,21,0.0
40,25,5,0,24,0.0
41,25,5,2,22,0.09090909090909091
42,25,5,5,25,0.2
43,25,5,0,24,0.0
44,25,5,0,24,0.0
45,25,5,0,22,0.0
46,25,5,0,22,0.0
47,25,5,0,25,0.0
48,25,5,5,23,0.21739130434782608
49,25,5,0,23,0.0
50,25,5,0,22,0.0
51,25,5,6,24,0.25
52,25,5,4,22,0.18181818181818182
53,25,5,0,23,0.0
54,25,5,0,22,0.0
55,25,5,3,23,0.13043478260869565
56,25,5,0,22,0.0
57,25,5,0,23,0.0
58,25,5,10,24,0.4166666666666667
59,25,5,4,23,0.17391304347826086
60,25,5,8,22,0.36363636363636365
61,25,5,0,24,0.0
62,25,5,0,23,0.0
63,25,5,0,24,0.0
64,25,5,0,24,0.0
65,25,5,4,23,0.17391304347826086
66,25,5,3,24,0.125
67,25,5,2,22,0.09090909090909091
68,25,5,0,23,0.0
69,25,5,9,24,0.375
70,25,5,0,23,0.0
71,25,5,0,22,0.0
72,25,5,9,23,0.391304347826087
73,25,5,11,23,0.4782608695652174
74,25,5,2,23,0.08695652173913043
75,25,5,6,24,0.25
76,25,5,2,24,0.08333333333333333
77,25,5,0,23,0.0
78,25,5,0,23,0.0
79,25,5,4,23,0.17391304347826086
80,25,5,0,24,0.0
81,25,5,0,23,0.0
82,25,5,0,22,0.0
83,25,5,3,24,0.125
84,25,5,0,24,0.0
85,25,5,2,25,0.08
86,25,5,9,22,0.4090909090909091
87,25,5,2,23,0.08695652173913043
88,25,5,0,22,0.0
89,25,5,2,23,0.08695652173913043
90,25,5,0,21,0.0
91,25,5,0,24,0.0
92,25,5,2,22,0.09090909090909091
93,25,5,0,24,0.0
94,25,5,2,23,0.08695652173913043
95,25,5,3,24,0.125
96,25,5,0,21,0.0
97,25,5,3,24,0.125
98,25,5,0,24,0.0
99,25,5,7,24,0.2916666666666667
