,n,k,n_changes,n_matches,percent_changed
0,700,3,6,582,0.010309278350515464
1,700,3,0,596,0.0
2,700,3,2,590,0.003389830508474576
3,700,3,0,586,0.0
4,700,3,5,590,0.00847457627118644
5,700,3,0,589,0.0
6,700,3,0,584,0.0
7,700,3,0,580,0.0
8,700,3,0,586,0.0
9,700,3,0,595,0.0
10,700,3,0,592,0.0
11,700,3,3,580,0.005172413793103448
12,700,3,0,574,0.0
13,700,3,5,582,0.00859106529209622
14,700,3,2,593,0.003372681281618887
15,700,3,0,585,0.0
16,700,3,6,593,0.01011804384485666
17,700,3,0,581,0.0
18,700,3,0,576,0.0
19,700,3,0,597,0.0
20,700,3,0,583,0.0
21,700,3,0,590,0.0
22,700,3,0,598,0.0
23,700,3,0,595,0.0
24,700,3,0,580,0.0
25,700,3,0,599,0.0
26,700,3,0,601,0.0
27,700,3,0,590,0.0
28,700,3,0,583,0.0
29,700,3,0,587,0.0
30,700,3,0,589,0.0
31,700,3,0,581,0.0
32,700,3,0,599,0.0
33,700,3,3,594,0.005050505050505051
34,700,3,0,593,0.0
35,700,3,0,595,0.0
36,700,3,0,591,0.0
37,700,3,0,584,0.0
38,700,3,0,593,0.0
39,700,3,0,592,0.0
40,700,3,0,579,0.0
41,700,3,0,591,0.0
42,700,3,5,587,0.008517887563884156
43,700,3,0,587,0.0
44,700,3,0,594,0.0
45,700,3,0,588,0.0
46,700,3,0,593,0.0
47,700,3,0,593,0.0
48,700,3,2,583,0.003430531732418525
49,700,3,2,596,0.003355704697986577
50,700,3,0,591,0.0
51,700,3,3,593,0.00505902192242833
52,700,3,4,587,0.0068143100511073255
53,700,3,2,584,0.003424657534246575
54,700,3,0,590,0.0
55,700,3,0,598,0.0
56,700,3,0,584,0.0
57,700,3,0,603,0.0
58,700,3,0,589,0.0
59,700,3,3,595,0.005042016806722689
60,700,3,0,592,0.0
61,700,3,0,593,0.0
62,700,3,0,575,0.0
63,700,3,0,585,0.0
64,700,3,0,585,0.0
65,700,3,0,573,0.0
66,700,3,0,588,0.0
67,700,3,0,593,0.0
68,700,3,2,599,0.00333889816360601
69,700,3,0,583,0.0
70,700,3,3,597,0.005025125628140704
71,700,3,2,592,0.0033783783783783786
72,700,3,0,592,0.0
73,700,3,0,590,0.0
74,700,3,0,590,0.0
75,700,3,0,589,0.0
76,700,3,0,581,0.0
77,700,3,2,591,0.00338409475465313
78,700,3,0,593,0.0
79,700,3,0,595,0.0
80,700,3,0,581,0.0
81,700,3,0,590,0.0
82,700,3,8,581,0.013769363166953529
83,700,3,3,589,0.0050933786078098476
84,700,3,0,585,0.0
85,700,3,0,587,0.0
86,700,3,10,590,0.01694915254237288
87,700,3,0,581,0.0
88,700,3,0,595,0.0
89,700,3,2,586,0.0034129692832764505
90,700,3,3,589,0.0050933786078098476
91,700,3,8,586,0.013651877133105802
92,700,3,5,594,0.008417508417508417
93,700,3,3,592,0.005067567567567568
94,700,3,0,582,0.0
95,700,3,0,576,0.0
96,700,3,0,589,0.0
97,700,3,0,589,0.0
98,700,3,0,584,0.0
99,700,3,0,582,0.0
