,n,k,n_changes_eadam,n_matches,n_iterations
0,16834,5,316,15298,118
1,16834,5,518,15218,116
2,16834,5,138,15298,128
3,16834,5,378,15313,131
4,16834,5,292,15286,100
5,16834,5,296,15292,130
6,16834,5,246,15256,112
7,16834,5,488,15270,133
8,16834,5,354,15279,95
9,16834,5,442,15318,81
10,16834,5,376,15287,162
11,16834,5,352,15314,128
12,16834,5,646,15338,154
13,16834,5,322,15307,96
14,16834,5,278,15264,88
15,16834,5,60,15266,160
16,16834,5,280,15324,81
17,16834,5,238,15315,138
18,16834,5,266,15275,157
19,16834,5,526,15273,154
20,16834,5,394,15254,83
21,16834,5,378,15302,122
22,16834,5,256,15308,107
23,16834,5,572,15246,98
24,16834,5,426,15306,115
25,16834,5,344,15286,137
26,16834,5,348,15286,113
27,16834,5,310,15318,72
28,16834,5,500,15264,99
29,16834,5,372,15295,147
30,16834,5,270,15298,76
31,16834,5,198,15259,131
32,16834,5,406,15286,89
33,16834,5,410,15312,67
34,16834,5,644,15316,67
35,16834,5,106,15291,109
36,16834,5,382,15262,113
37,16834,5,308,15295,89
38,16834,5,374,15317,79
39,16834,5,254,15262,87
40,16834,5,450,15314,116
41,16834,5,192,15333,129
42,16834,5,556,15293,102
43,16834,5,246,15273,127
44,16834,5,244,15272,93
45,16834,5,454,15280,90
46,16834,5,378,15301,147
47,16834,5,518,15317,89
48,16834,5,432,15333,125
49,16834,5,290,15322,120
50,16834,5,534,15283,111
51,16834,5,578,15324,154
52,16834,5,364,15276,97
53,16834,5,296,15268,122
54,16834,5,398,15325,102
55,16834,5,274,15267,75
56,16834,5,312,15319,170
57,16834,5,532,15302,126
58,16834,5,336,15327,125
59,16834,5,352,15287,116
60,16834,5,318,15299,109
61,16834,5,356,15300,163
62,16834,5,338,15309,80
63,16834,5,470,15322,128
64,16834,5,370,15254,92
65,16834,5,504,15271,131
66,16834,5,276,15253,86
67,16834,5,356,15303,105
68,16834,5,342,15289,96
69,16834,5,366,15275,88
70,16834,5,248,15261,91
71,16834,5,408,15346,84
72,16834,5,188,15319,131
73,16834,5,244,15326,83
74,16834,5,184,15302,100
75,16834,5,426,15335,87
76,16834,5,394,15246,101
77,16834,5,452,15306,122
78,16834,5,462,15276,101
79,16834,5,318,15312,106
80,16834,5,576,15257,106
81,16834,5,504,15276,100
82,16834,5,402,15286,115
83,16834,5,406,15248,103
84,16834,5,150,15281,106
85,16834,5,572,15284,141
86,16834,5,462,15296,112
87,16834,5,248,15340,116
88,16834,5,388,15301,86
89,16834,5,558,15301,122
90,16834,5,358,15301,96
91,16834,5,302,15325,95
92,16834,5,282,15279,151
93,16834,5,408,15252,134
94,16834,5,494,15270,123
95,16834,5,308,15347,82
96,16834,5,306,15295,110
97,16834,5,246,15296,101
98,16834,5,224,15307,124
99,16834,5,256,15295,116
