,n,k,n_changes_eadam,n_matches,n_iterations
0,4988,8,1496,4739,103
1,4988,8,1538,4753,119
2,4988,8,1558,4730,104
3,4988,8,1314,4742,83
4,4988,8,1548,4732,82
5,4988,8,1350,4743,93
6,4988,8,1406,4741,76
7,4988,8,1298,4747,89
8,4988,8,1302,4728,74
9,4988,8,1376,4758,80
10,4988,8,1290,4739,93
11,4988,8,1264,4746,114
12,4988,8,1532,4753,73
13,4988,8,1442,4738,103
14,4988,8,1466,4748,111
15,4988,8,1216,4739,107
16,4988,8,1424,4754,83
17,4988,8,1396,4742,65
18,4988,8,1216,4751,117
19,4988,8,1292,4762,101
20,4988,8,1090,4735,104
21,4988,8,1216,4735,118
22,4988,8,1410,4751,97
23,4988,8,1444,4747,102
24,4988,8,1388,4743,118
25,4988,8,1196,4737,110
26,4988,8,1732,4756,64
27,4988,8,1162,4749,100
28,4988,8,1354,4740,95
29,4988,8,1560,4742,105
30,4988,8,1370,4759,125
31,4988,8,1230,4758,80
32,4988,8,1318,4745,90
33,4988,8,1398,4751,90
34,4988,8,1510,4747,78
35,4988,8,1506,4745,80
36,4988,8,1360,4744,152
37,4988,8,1268,4740,100
38,4988,8,1026,4717,113
39,4988,8,1386,4750,90
40,4988,8,1390,4752,129
41,4988,8,1120,4748,117
42,4988,8,1286,4736,102
43,4988,8,1216,4748,99
44,4988,8,1476,4743,116
45,4988,8,1444,4746,79
46,4988,8,1424,4753,77
47,4988,8,1464,4748,104
48,4988,8,1204,4745,89
49,4988,8,1278,4759,98
50,4988,8,1426,4741,96
51,4988,8,1452,4741,87
52,4988,8,1332,4750,95
53,4988,8,1254,4735,79
54,4988,8,1318,4755,95
55,4988,8,1384,4762,93
56,4988,8,1370,4751,68
57,4988,8,1310,4741,85
58,4988,8,1594,4758,83
59,4988,8,1570,4761,82
60,4988,8,1376,4757,87
61,4988,8,1414,4739,114
62,4988,8,1320,4747,84
63,4988,8,1272,4749,90
64,4988,8,1366,4734,75
65,4988,8,1340,4753,70
66,4988,8,1076,4743,102
67,4988,8,1268,4762,102
68,4988,8,1288,4727,79
69,4988,8,1308,4729,83
70,4988,8,1248,4748,80
71,4988,8,1396,4756,84
72,4988,8,1408,4742,84
73,4988,8,1550,4753,79
74,4988,8,1234,4746,97
75,4988,8,1256,4742,108
76,4988,8,1364,4741,115
77,4988,8,1488,4732,88
78,4988,8,1336,4748,113
79,4988,8,1376,4738,96
80,4988,8,1444,4752,91
81,4988,8,1292,4746,107
82,4988,8,1394,4756,98
83,4988,8,1524,4744,109
84,4988,8,1388,4748,78
85,4988,8,1414,4732,119
86,4988,8,1498,4758,72
87,4988,8,1410,4735,99
88,4988,8,1326,4734,105
89,4988,8,1326,4745,129
90,4988,8,1380,4739,73
91,4988,8,1214,4751,157
92,4988,8,1372,4748,112
93,4988,8,1212,4745,100
94,4988,8,1586,4746,103
95,4988,8,1460,4744,109
96,4988,8,1494,4742,105
97,4988,8,1280,4755,110
98,4988,8,1420,4754,106
99,4988,8,1520,4737,110
