,n,k,n_changes_eadam,n_matches,n_iterations
0,25251,5,630,22926,131
1,25251,5,838,22951,105
2,25251,5,462,22943,88
3,25251,5,420,22919,102
4,25251,5,350,22932,119
5,25251,5,488,22940,113
6,25251,5,454,22917,112
7,25251,5,266,22916,149
8,25251,5,474,22925,137
9,25251,5,582,22942,79
10,25251,5,596,22959,97
11,25251,5,566,22940,131
12,25251,5,410,22919,125
13,25251,5,642,22935,112
14,25251,5,382,22911,186
15,25251,5,302,22934,133
16,25251,5,536,22928,114
17,25251,5,520,22916,127
18,25251,5,618,22852,181
19,25251,5,548,22942,115
20,25251,5,450,22946,156
21,25251,5,670,22970,131
22,25251,5,396,22909,140
23,25251,5,586,22914,126
24,25251,5,526,22930,117
25,25251,5,474,22932,106
26,25251,5,410,22991,107
27,25251,5,262,22992,97
28,25251,5,504,22921,130
29,25251,5,468,22942,127
30,25251,5,610,22938,120
31,25251,5,594,22929,121
32,25251,5,566,22938,102
33,25251,5,302,22938,114
34,25251,5,244,22911,117
35,25251,5,412,22917,98
36,25251,5,430,22920,117
37,25251,5,148,22919,103
38,25251,5,336,22954,103
39,25251,5,542,22948,103
40,25251,5,438,22963,143
41,25251,5,382,22929,114
42,25251,5,282,22921,155
43,25251,5,444,22944,184
44,25251,5,566,22923,109
45,25251,5,468,22937,102
46,25251,5,488,22937,104
47,25251,5,474,22894,119
48,25251,5,512,22933,85
49,25251,5,606,22918,158
50,25251,5,626,22919,134
51,25251,5,346,22935,180
52,25251,5,584,22970,88
53,25251,5,708,22913,142
54,25251,5,898,22921,124
55,25251,5,226,22923,117
56,25251,5,666,22969,101
57,25251,5,536,22965,107
58,25251,5,568,22961,94
59,25251,5,462,22976,174
60,25251,5,326,22957,138
61,25251,5,216,22905,122
62,25251,5,846,22953,147
63,25251,5,364,22914,128
64,25251,5,842,22993,132
65,25251,5,388,22922,167
66,25251,5,340,22925,110
67,25251,5,476,22913,163
68,25251,5,504,23014,136
69,25251,5,512,22978,162
70,25251,5,320,22940,114
71,25251,5,586,22937,124
72,25251,5,762,22951,104
73,25251,5,544,22917,124
74,25251,5,540,22926,131
75,25251,5,408,22901,152
76,25251,5,348,22912,152
77,25251,5,284,22938,129
78,25251,5,654,22992,115
79,25251,5,576,22928,157
80,25251,5,602,22939,123
81,25251,5,350,22897,110
82,25251,5,782,22929,133
83,25251,5,290,22923,145
84,25251,5,438,22941,143
85,25251,5,552,22933,115
86,25251,5,512,22911,136
87,25251,5,576,22958,125
88,25251,5,468,22945,143
89,25251,5,458,22962,156
90,25251,5,446,22944,124
91,25251,5,390,22965,113
92,25251,5,658,22916,173
93,25251,5,624,22923,168
94,25251,5,550,22964,107
95,25251,5,498,22967,136
96,25251,5,348,22909,140
97,25251,5,494,22991,156
98,25251,5,778,22979,79
99,25251,5,866,22900,96
