,n,k,n_changes_eadam,n_matches,n_iterations
0,4988,7,960,4669,85
1,4988,7,980,4705,68
2,4988,7,1010,4684,79
3,4988,7,1080,4704,83
4,4988,7,966,4696,79
5,4988,7,992,4696,84
6,4988,7,922,4690,96
7,4988,7,900,4683,84
8,4988,7,762,4716,73
9,4988,7,1018,4699,91
10,4988,7,1072,4688,101
11,4988,7,1036,4694,86
12,4988,7,872,4690,79
13,4988,7,878,4702,69
14,4988,7,988,4690,81
15,4988,7,870,4692,71
16,4988,7,820,4690,76
17,4988,7,934,4695,82
18,4988,7,800,4709,85
19,4988,7,886,4680,81
20,4988,7,880,4687,93
21,4988,7,878,4685,81
22,4988,7,880,4711,88
23,4988,7,956,4691,94
24,4988,7,918,4709,87
25,4988,7,984,4714,86
26,4988,7,972,4717,89
27,4988,7,722,4700,91
28,4988,7,1074,4706,80
29,4988,7,1094,4675,84
30,4988,7,928,4701,113
31,4988,7,886,4690,93
32,4988,7,958,4700,79
33,4988,7,902,4686,96
34,4988,7,850,4679,93
35,4988,7,788,4700,75
36,4988,7,834,4688,92
37,4988,7,902,4699,72
38,4988,7,918,4697,83
39,4988,7,1152,4685,89
40,4988,7,818,4689,76
41,4988,7,836,4692,100
42,4988,7,1104,4688,75
43,4988,7,994,4683,92
44,4988,7,920,4679,82
45,4988,7,1020,4698,92
46,4988,7,812,4684,67
47,4988,7,1056,4705,107
48,4988,7,854,4687,85
49,4988,7,982,4692,105
50,4988,7,894,4692,92
51,4988,7,944,4691,108
52,4988,7,886,4689,89
53,4988,7,928,4678,101
54,4988,7,852,4697,101
55,4988,7,1046,4695,95
56,4988,7,996,4696,75
57,4988,7,754,4673,77
58,4988,7,746,4690,114
59,4988,7,780,4677,91
60,4988,7,1080,4707,94
61,4988,7,880,4702,73
62,4988,7,592,4704,87
63,4988,7,1082,4693,81
64,4988,7,922,4699,87
65,4988,7,950,4698,132
66,4988,7,926,4689,87
67,4988,7,878,4691,70
68,4988,7,922,4695,112
69,4988,7,698,4678,104
70,4988,7,1054,4692,84
71,4988,7,926,4680,77
72,4988,7,778,4698,85
73,4988,7,944,4684,84
74,4988,7,1018,4677,100
75,4988,7,754,4698,90
76,4988,7,840,4682,94
77,4988,7,1044,4694,87
78,4988,7,946,4698,71
79,4988,7,730,4700,97
80,4988,7,918,4694,90
81,4988,7,962,4706,101
82,4988,7,992,4718,81
83,4988,7,1006,4687,62
84,4988,7,1030,4679,72
85,4988,7,956,4680,94
86,4988,7,1032,4682,93
87,4988,7,852,4696,105
88,4988,7,850,4700,87
89,4988,7,884,4700,134
90,4988,7,832,4707,89
91,4988,7,1022,4701,76
92,4988,7,862,4701,99
93,4988,7,912,4698,76
94,4988,7,1016,4680,105
95,4988,7,1024,4693,97
96,4988,7,1030,4690,103
97,4988,7,824,4692,86
98,4988,7,960,4714,86
99,4988,7,1056,4706,64
