,n,k,n_changes_eadam,n_matches,n_iterations
0,11223,8,2842,10654,124
1,11223,8,3082,10670,132
2,11223,8,3342,10689,130
3,11223,8,2980,10675,137
4,11223,8,3160,10682,117
5,11223,8,3080,10676,153
6,11223,8,3392,10662,126
7,11223,8,2830,10653,126
8,11223,8,3304,10702,139
9,11223,8,3104,10689,142
10,11223,8,2882,10697,131
11,11223,8,3192,10669,105
12,11223,8,3094,10694,163
13,11223,8,2906,10696,159
14,11223,8,2916,10669,168
15,11223,8,3164,10679,182
16,11223,8,2830,10706,120
17,11223,8,2872,10684,183
18,11223,8,3132,10684,121
19,11223,8,2962,10683,125
20,11223,8,3018,10671,135
21,11223,8,2774,10665,146
22,11223,8,2984,10671,144
23,11223,8,3100,10665,171
24,11223,8,3186,10720,147
25,11223,8,3202,10668,139
26,11223,8,3130,10683,133
27,11223,8,3060,10679,130
28,11223,8,3094,10690,151
29,11223,8,3304,10686,174
30,11223,8,3042,10683,114
31,11223,8,2830,10677,183
32,11223,8,3172,10685,132
33,11223,8,3274,10658,166
34,11223,8,3232,10696,119
35,11223,8,2812,10690,151
36,11223,8,2762,10657,120
37,11223,8,2662,10683,214
38,11223,8,3050,10679,141
39,11223,8,2980,10676,139
40,11223,8,3036,10653,212
41,11223,8,2968,10623,130
42,11223,8,2806,10677,126
43,11223,8,3092,10673,125
44,11223,8,3216,10707,178
45,11223,8,3158,10661,156
46,11223,8,2838,10662,135
47,11223,8,3474,10674,154
48,11223,8,3142,10686,133
49,11223,8,2542,10632,172
50,11223,8,3266,10672,186
51,11223,8,2716,10693,182
52,11223,8,3120,10697,151
53,11223,8,3084,10679,168
54,11223,8,3060,10675,178
55,11223,8,3254,10689,168
56,11223,8,3188,10688,164
57,11223,8,2782,10636,129
58,11223,8,3170,10688,184
59,11223,8,3060,10671,163
60,11223,8,3298,10639,130
61,11223,8,3162,10697,135
62,11223,8,2848,10679,120
63,11223,8,3062,10687,161
64,11223,8,3446,10659,174
65,11223,8,2884,10678,187
66,11223,8,2996,10692,163
67,11223,8,3036,10688,171
68,11223,8,2912,10673,162
69,11223,8,2834,10666,153
70,11223,8,3094,10671,149
71,11223,8,3136,10684,152
72,11223,8,2954,10665,134
73,11223,8,3160,10657,174
74,11223,8,3200,10668,166
75,11223,8,2714,10666,194
76,11223,8,2954,10673,158
77,11223,8,3090,10705,144
78,11223,8,2856,10659,128
79,11223,8,3050,10699,152
80,11223,8,2978,10705,135
81,11223,8,3214,10663,145
82,11223,8,3256,10687,144
83,11223,8,2774,10690,152
84,11223,8,2924,10702,161
85,11223,8,3186,10685,139
86,11223,8,3092,10686,111
87,11223,8,2862,10687,131
88,11223,8,3374,10663,178
89,11223,8,3082,10667,162
90,11223,8,3026,10656,157
91,11223,8,2962,10684,125
92,11223,8,3084,10671,149
93,11223,8,3014,10677,165
94,11223,8,3024,10656,139
95,11223,8,2904,10676,131
96,11223,8,3176,10662,135
97,11223,8,3074,10670,166
98,11223,8,2928,10681,158
99,11223,8,2930,10689,161
