,n,k,n_changes_eadam,n_matches,n_iterations
0,11223,3,0,9419,16
1,11223,3,0,9460,22
2,11223,3,0,9433,15
3,11223,3,0,9437,14
4,11223,3,0,9457,15
5,11223,3,0,9419,18
6,11223,3,0,9442,17
7,11223,3,0,9412,15
8,11223,3,4,9447,16
9,11223,3,0,9447,17
10,11223,3,0,9441,16
11,11223,3,0,9435,20
12,11223,3,0,9402,17
13,11223,3,0,9448,15
14,11223,3,0,9459,18
15,11223,3,0,9439,30
16,11223,3,0,9408,18
17,11223,3,6,9439,14
18,11223,3,0,9436,19
19,11223,3,0,9476,18
20,11223,3,0,9440,16
21,11223,3,8,9432,14
22,11223,3,0,9415,14
23,11223,3,4,9474,16
24,11223,3,0,9447,15
25,11223,3,0,9408,13
26,11223,3,0,9432,17
27,11223,3,4,9381,14
28,11223,3,0,9416,14
29,11223,3,0,9429,19
30,11223,3,0,9418,16
31,11223,3,0,9448,16
32,11223,3,0,9455,19
33,11223,3,0,9414,15
34,11223,3,0,9445,20
35,11223,3,6,9446,17
36,11223,3,0,9418,22
37,11223,3,0,9426,14
38,11223,3,0,9428,14
39,11223,3,4,9433,16
40,11223,3,4,9412,16
41,11223,3,0,9468,15
42,11223,3,0,9408,14
43,11223,3,10,9398,16
44,11223,3,0,9446,18
45,11223,3,0,9449,18
46,11223,3,0,9453,17
47,11223,3,0,9423,19
48,11223,3,0,9430,20
49,11223,3,0,9442,13
50,11223,3,0,9449,15
51,11223,3,4,9462,13
52,11223,3,14,9437,15
53,11223,3,0,9430,18
54,11223,3,0,9437,18
55,11223,3,4,9481,19
56,11223,3,6,9424,15
57,11223,3,0,9453,16
58,11223,3,0,9469,15
59,11223,3,0,9445,16
60,11223,3,0,9437,16
61,11223,3,0,9425,17
62,11223,3,0,9424,13
63,11223,3,0,9450,15
64,11223,3,4,9453,12
65,11223,3,4,9451,15
66,11223,3,0,9406,17
67,11223,3,18,9422,15
68,11223,3,12,9419,18
69,11223,3,0,9456,21
70,11223,3,0,9475,15
71,11223,3,0,9422,17
72,11223,3,0,9466,22
73,11223,3,6,9467,17
74,11223,3,0,9403,17
75,11223,3,0,9386,22
76,11223,3,0,9425,17
77,11223,3,0,9406,14
78,11223,3,0,9425,17
79,11223,3,0,9506,17
80,11223,3,0,9477,15
81,11223,3,0,9419,13
82,11223,3,0,9427,15
83,11223,3,0,9440,18
84,11223,3,0,9411,14
85,11223,3,0,9361,17
86,11223,3,0,9448,14
87,11223,3,0,9460,14
88,11223,3,0,9466,17
89,11223,3,0,9400,16
90,11223,3,0,9462,14
91,11223,3,0,9434,14
92,11223,3,0,9422,16
93,11223,3,0,9434,14
94,11223,3,0,9422,20
95,11223,3,0,9385,13
96,11223,3,0,9449,15
97,11223,3,0,9435,15
98,11223,3,0,9454,15
99,11223,3,0,9440,14
