,n,k,n_changes,n_matches
0,7482,3,0,6270
1,7482,3,2,6307
2,7482,3,0,6283
3,7482,3,0,6250
4,7482,3,2,6287
5,7482,3,3,6332
6,7482,3,0,6272
7,7482,3,0,6280
8,7482,3,0,6299
9,7482,3,2,6324
10,7482,3,0,6304
11,7482,3,0,6282
12,7482,3,0,6264
13,7482,3,0,6255
14,7482,3,0,6266
15,7482,3,0,6306
16,7482,3,0,6318
17,7482,3,0,6280
18,7482,3,0,6296
19,7482,3,0,6254
20,7482,3,0,6269
21,7482,3,0,6279
22,7482,3,0,6265
23,7482,3,0,6286
24,7482,3,2,6298
25,7482,3,0,6314
26,7482,3,0,6276
27,7482,3,0,6305
28,7482,3,0,6281
29,7482,3,2,6272
30,7482,3,2,6253
31,7482,3,0,6268
32,7482,3,5,6332
33,7482,3,0,6292
34,7482,3,0,6313
35,7482,3,2,6304
36,7482,3,0,6288
37,7482,3,0,6319
38,7482,3,0,6322
39,7482,3,0,6307
40,7482,3,0,6270
41,7482,3,0,6310
42,7482,3,0,6303
43,7482,3,0,6259
44,7482,3,0,6287
45,7482,3,3,6268
46,7482,3,0,6302
47,7482,3,0,6270
48,7482,3,2,6277
49,7482,3,0,6283
50,7482,3,5,6252
51,7482,3,0,6314
52,7482,3,2,6294
53,7482,3,0,6270
54,7482,3,2,6314
55,7482,3,0,6251
56,7482,3,2,6286
57,7482,3,0,6287
58,7482,3,0,6280
59,7482,3,0,6311
60,7482,3,2,6284
61,7482,3,0,6307
62,7482,3,0,6273
63,7482,3,0,6292
64,7482,3,3,6296
65,7482,3,4,6284
66,7482,3,0,6291
67,7482,3,0,6292
68,7482,3,6,6295
69,7482,3,0,6310
70,7482,3,4,6290
71,7482,3,0,6281
72,7482,3,0,6277
73,7482,3,3,6306
74,7482,3,2,6334
75,7482,3,3,6295
76,7482,3,0,6292
77,7482,3,0,6316
78,7482,3,0,6265
79,7482,3,0,6300
80,7482,3,0,6257
81,7482,3,0,6278
82,7482,3,0,6267
83,7482,3,0,6271
84,7482,3,0,6288
85,7482,3,0,6315
86,7482,3,0,6290
87,7482,3,0,6274
88,7482,3,0,6268
89,7482,3,5,6239
90,7482,3,0,6260
91,7482,3,0,6320
92,7482,3,0,6236
93,7482,3,0,6304
94,7482,3,0,6277
95,7482,3,0,6262
96,7482,3,0,6281
97,7482,3,4,6324
98,7482,3,0,6265
99,7482,3,0,6295
