,n,k,n_changes_eadam,n_matches,n_iterations
0,2217,4,34,1956,21
1,2217,4,4,1953,28
2,2217,4,0,1949,25
3,2217,4,0,1958,15
4,2217,4,0,1975,23
5,2217,4,4,1958,20
6,2217,4,22,1946,23
7,2217,4,0,1956,26
8,2217,4,10,1947,22
9,2217,4,60,1959,28
10,2217,4,0,1942,35
11,2217,4,12,1956,18
12,2217,4,10,1959,22
13,2217,4,0,1953,25
14,2217,4,14,1951,24
15,2217,4,18,1971,19
16,2217,4,4,1961,27
17,2217,4,4,1973,25
18,2217,4,22,1965,30
19,2217,4,0,1955,17
20,2217,4,0,1951,17
21,2217,4,0,1967,19
22,2217,4,12,1952,34
23,2217,4,22,1948,27
24,2217,4,4,1944,17
25,2217,4,18,1969,27
26,2217,4,30,1935,21
27,2217,4,6,1945,21
28,2217,4,0,1967,22
29,2217,4,6,1963,20
30,2217,4,0,1957,21
31,2217,4,0,1947,17
32,2217,4,48,1954,23
33,2217,4,16,1957,20
34,2217,4,14,1956,24
35,2217,4,20,1960,26
36,2217,4,4,1954,24
37,2217,4,0,1967,21
38,2217,4,0,1932,19
39,2217,4,28,1967,22
40,2217,4,0,1964,16
41,2217,4,0,1972,19
42,2217,4,14,1945,20
43,2217,4,40,1949,32
44,2217,4,0,1961,17
45,2217,4,6,1949,16
46,2217,4,24,1951,19
47,2217,4,0,1957,24
48,2217,4,12,1944,20
49,2217,4,10,1952,18
50,2217,4,36,1954,34
51,2217,4,8,1945,16
52,2217,4,10,1946,21
53,2217,4,0,1941,25
54,2217,4,4,1968,24
55,2217,4,0,1954,23
56,2217,4,4,1958,21
57,2217,4,14,1958,38
58,2217,4,6,1953,18
59,2217,4,0,1948,26
60,2217,4,30,1953,16
61,2217,4,4,1944,25
62,2217,4,0,1962,14
63,2217,4,14,1951,17
64,2217,4,6,1956,23
65,2217,4,0,1953,20
66,2217,4,0,1960,18
67,2217,4,0,1944,29
68,2217,4,6,1952,25
69,2217,4,28,1939,25
70,2217,4,0,1948,31
71,2217,4,10,1950,20
72,2217,4,4,1953,22
73,2217,4,4,1950,20
74,2217,4,20,1975,25
75,2217,4,6,1962,34
76,2217,4,0,1960,26
77,2217,4,4,1940,23
78,2217,4,18,1955,15
79,2217,4,6,1956,15
80,2217,4,6,1956,21
81,2217,4,30,1961,17
82,2217,4,0,1955,21
83,2217,4,0,1952,18
84,2217,4,0,1956,25
85,2217,4,32,1979,28
86,2217,4,4,1941,24
87,2217,4,0,1956,25
88,2217,4,12,1962,30
89,2217,4,0,1957,22
90,2217,4,0,1972,19
91,2217,4,0,1950,15
92,2217,4,16,1935,17
93,2217,4,0,1981,25
94,2217,4,0,1972,20
95,2217,4,4,1948,32
96,2217,4,0,1941,32
97,2217,4,0,1962,31
98,2217,4,8,1967,20
99,2217,4,14,1951,32
