,n,k,n_changes_eadam,n_matches,n_iterations
0,4988,3,0,4197,15
1,4988,3,4,4206,15
2,4988,3,0,4203,18
3,4988,3,0,4191,14
4,4988,3,4,4194,14
5,4988,3,6,4200,14
6,4988,3,0,4183,11
7,4988,3,0,4184,15
8,4988,3,0,4183,15
9,4988,3,0,4192,14
10,4988,3,0,4215,14
11,4988,3,0,4169,23
12,4988,3,0,4173,13
13,4988,3,0,4186,15
14,4988,3,0,4208,17
15,4988,3,0,4150,12
16,4988,3,0,4192,13
17,4988,3,4,4183,12
18,4988,3,0,4184,14
19,4988,3,0,4209,16
20,4988,3,0,4180,15
21,4988,3,0,4175,19
22,4988,3,0,4168,23
23,4988,3,12,4203,15
24,4988,3,0,4213,13
25,4988,3,0,4198,12
26,4988,3,0,4194,12
27,4988,3,4,4184,15
28,4988,3,0,4200,12
29,4988,3,0,4180,15
30,4988,3,0,4193,17
31,4988,3,0,4195,23
32,4988,3,8,4159,17
33,4988,3,0,4189,18
34,4988,3,4,4211,17
35,4988,3,0,4184,12
36,4988,3,0,4219,13
37,4988,3,4,4186,12
38,4988,3,0,4208,14
39,4988,3,0,4186,16
40,4988,3,0,4155,14
41,4988,3,0,4208,17
42,4988,3,0,4191,17
43,4988,3,0,4198,16
44,4988,3,8,4184,12
45,4988,3,0,4210,13
46,4988,3,0,4196,17
47,4988,3,0,4198,12
48,4988,3,0,4221,16
49,4988,3,6,4180,14
50,4988,3,0,4177,13
51,4988,3,0,4212,20
52,4988,3,0,4202,18
53,4988,3,0,4161,15
54,4988,3,0,4202,11
55,4988,3,0,4187,11
56,4988,3,0,4207,12
57,4988,3,0,4206,21
58,4988,3,0,4191,13
59,4988,3,14,4207,13
60,4988,3,0,4190,18
61,4988,3,4,4189,13
62,4988,3,16,4183,12
63,4988,3,6,4226,17
64,4988,3,0,4173,14
65,4988,3,8,4176,14
66,4988,3,0,4185,12
67,4988,3,10,4193,14
68,4988,3,0,4207,15
69,4988,3,0,4160,13
70,4988,3,0,4169,12
71,4988,3,0,4202,15
72,4988,3,0,4212,19
73,4988,3,0,4199,13
74,4988,3,0,4193,17
75,4988,3,0,4161,11
76,4988,3,4,4191,13
77,4988,3,0,4202,13
78,4988,3,10,4188,14
79,4988,3,6,4194,18
80,4988,3,4,4200,17
81,4988,3,6,4193,18
82,4988,3,0,4211,13
83,4988,3,4,4207,16
84,4988,3,0,4146,17
85,4988,3,0,4168,14
86,4988,3,0,4199,13
87,4988,3,0,4178,12
88,4988,3,6,4201,17
89,4988,3,0,4184,14
90,4988,3,0,4204,20
91,4988,3,0,4203,13
92,4988,3,0,4185,15
93,4988,3,0,4195,15
94,4988,3,18,4192,14
95,4988,3,0,4178,21
96,4988,3,0,4194,17
97,4988,3,8,4172,16
98,4988,3,4,4166,15
99,4988,3,0,4204,14
