,n,k,n_changes_eadam,n_matches,n_iterations
0,7482,6,844,6930,88
1,7482,6,814,6937,85
2,7482,6,786,6966,92
3,7482,6,734,6961,136
4,7482,6,794,6948,81
5,7482,6,730,6937,111
6,7482,6,766,6931,97
7,7482,6,770,6953,96
8,7482,6,876,6950,92
9,7482,6,722,6934,79
10,7482,6,826,6924,106
11,7482,6,692,6904,95
12,7482,6,908,6928,95
13,7482,6,900,6919,77
14,7482,6,740,6941,82
15,7482,6,588,6921,103
16,7482,6,792,6939,102
17,7482,6,1086,6950,101
18,7482,6,900,6928,109
19,7482,6,386,6927,95
20,7482,6,568,6925,96
21,7482,6,520,6942,90
22,7482,6,718,6920,127
23,7482,6,698,6944,99
24,7482,6,782,6970,93
25,7482,6,694,6923,119
26,7482,6,630,6925,106
27,7482,6,702,6927,68
28,7482,6,576,6955,78
29,7482,6,854,6942,122
30,7482,6,760,6946,73
31,7482,6,698,6915,66
32,7482,6,590,6921,89
33,7482,6,900,6933,79
34,7482,6,754,6950,85
35,7482,6,574,6954,90
36,7482,6,958,6947,111
37,7482,6,684,6927,109
38,7482,6,690,6952,142
39,7482,6,902,6928,111
40,7482,6,842,6942,86
41,7482,6,718,6932,107
42,7482,6,726,6922,78
43,7482,6,620,6928,71
44,7482,6,952,6939,104
45,7482,6,658,6942,157
46,7482,6,682,6945,137
47,7482,6,746,6934,129
48,7482,6,792,6950,92
49,7482,6,934,6959,98
50,7482,6,706,6935,91
51,7482,6,882,6943,89
52,7482,6,724,6950,93
53,7482,6,722,6943,85
54,7482,6,732,6945,109
55,7482,6,774,6899,95
56,7482,6,666,6929,76
57,7482,6,366,6937,115
58,7482,6,726,6941,96
59,7482,6,706,6947,108
60,7482,6,748,6947,96
61,7482,6,658,6950,75
62,7482,6,800,6928,110
63,7482,6,734,6947,83
64,7482,6,630,6929,120
65,7482,6,594,6918,90
66,7482,6,680,6930,94
67,7482,6,856,6964,94
68,7482,6,814,6909,141
69,7482,6,644,6920,146
70,7482,6,674,6960,97
71,7482,6,746,6965,104
72,7482,6,894,6941,77
73,7482,6,714,6932,132
74,7482,6,780,6936,84
75,7482,6,672,6941,83
76,7482,6,420,6941,119
77,7482,6,564,6960,103
78,7482,6,650,6916,125
79,7482,6,514,6932,138
80,7482,6,774,6914,95
81,7482,6,678,6918,99
82,7482,6,838,6934,99
83,7482,6,758,6939,174
84,7482,6,808,6937,112
85,7482,6,616,6931,78
86,7482,6,626,6945,90
87,7482,6,558,6937,127
88,7482,6,698,6922,177
89,7482,6,748,6945,80
90,7482,6,840,6939,106
91,7482,6,748,6920,79
92,7482,6,550,6930,151
93,7482,6,800,6947,82
94,7482,6,958,6936,123
95,7482,6,558,6948,125
96,7482,6,732,6961,91
97,7482,6,626,6963,89
98,7482,6,750,6913,130
99,7482,6,706,6940,110
