,n,k,n_changes_eadam,n_matches,n_iterations
0,292,5,18,268,13
1,292,5,16,264,14
2,292,5,8,265,17
3,292,5,20,262,13
4,292,5,14,262,22
5,292,5,16,261,16
6,292,5,30,265,21
7,292,5,30,269,19
8,292,5,24,267,17
9,292,5,30,266,16
10,292,5,26,264,10
11,292,5,34,264,13
12,292,5,32,262,26
13,292,5,32,268,17
14,292,5,44,262,20
15,292,5,4,267,16
16,292,5,30,265,13
17,292,5,6,268,16
18,292,5,30,265,19
19,292,5,22,263,12
20,292,5,18,266,17
21,292,5,16,265,20
22,292,5,32,269,18
23,292,5,38,262,20
24,292,5,24,267,18
25,292,5,14,271,18
26,292,5,28,269,22
27,292,5,12,265,11
28,292,5,6,266,22
29,292,5,8,268,11
30,292,5,8,264,21
31,292,5,30,266,21
32,292,5,6,266,17
33,292,5,18,266,18
34,292,5,38,263,20
35,292,5,14,267,18
36,292,5,56,266,14
37,292,5,6,267,18
38,292,5,44,263,16
39,292,5,18,266,19
40,292,5,34,267,14
41,292,5,28,267,19
42,292,5,0,270,17
43,292,5,18,269,11
44,292,5,0,262,18
45,292,5,8,262,22
46,292,5,4,265,13
47,292,5,38,267,19
48,292,5,22,267,17
49,292,5,10,266,12
50,292,5,8,271,8
51,292,5,16,265,13
52,292,5,14,269,19
53,292,5,26,265,13
54,292,5,44,265,24
55,292,5,32,264,17
56,292,5,0,265,18
57,292,5,22,267,16
58,292,5,22,269,17
59,292,5,32,266,17
60,292,5,16,262,18
61,292,5,10,265,18
62,292,5,8,271,13
63,292,5,30,264,12
64,292,5,18,265,21
65,292,5,6,274,16
66,292,5,36,267,13
67,292,5,16,263,13
68,292,5,12,266,16
69,292,5,14,267,20
70,292,5,0,266,14
71,292,5,12,267,17
72,292,5,20,267,16
73,292,5,46,263,16
74,292,5,16,267,17
75,292,5,16,269,16
76,292,5,4,264,21
77,292,5,84,270,18
78,292,5,4,263,21
79,292,5,16,267,25
80,292,5,10,264,13
81,292,5,18,261,18
82,292,5,0,270,16
83,292,5,48,268,14
84,292,5,16,263,20
85,292,5,48,267,14
86,292,5,6,267,19
87,292,5,4,262,27
88,292,5,0,271,14
89,292,5,8,264,15
90,292,5,26,266,15
91,292,5,20,266,19
92,292,5,48,270,12
93,292,5,20,264,22
94,292,5,30,261,14
95,292,5,36,259,15
96,292,5,44,269,18
97,292,5,16,267,13
98,292,5,20,260,29
99,292,5,0,272,24
