,n,k,n_changes_eadam,n_matches,n_iterations
0,4988,5,104,4551,68
1,4988,5,186,4517,31
2,4988,5,92,4531,79
3,4988,5,108,4543,55
4,4988,5,124,4549,63
5,4988,5,150,4506,54
6,4988,5,112,4529,59
7,4988,5,178,4517,45
8,4988,5,74,4514,55
9,4988,5,248,4543,56
10,4988,5,236,4517,59
11,4988,5,32,4544,37
12,4988,5,126,4550,60
13,4988,5,112,4523,83
14,4988,5,116,4529,70
15,4988,5,180,4529,59
16,4988,5,64,4535,43
17,4988,5,162,4528,75
18,4988,5,122,4503,47
19,4988,5,20,4528,63
20,4988,5,198,4520,51
21,4988,5,76,4512,58
22,4988,5,270,4511,66
23,4988,5,112,4513,61
24,4988,5,126,4521,64
25,4988,5,88,4542,73
26,4988,5,134,4532,88
27,4988,5,124,4543,74
28,4988,5,142,4521,57
29,4988,5,204,4507,81
30,4988,5,212,4565,53
31,4988,5,38,4544,62
32,4988,5,78,4534,63
33,4988,5,178,4548,62
34,4988,5,96,4535,65
35,4988,5,78,4551,54
36,4988,5,178,4520,52
37,4988,5,172,4546,84
38,4988,5,244,4514,75
39,4988,5,172,4513,75
40,4988,5,226,4519,58
41,4988,5,28,4527,78
42,4988,5,124,4529,70
43,4988,5,196,4528,55
44,4988,5,170,4535,64
45,4988,5,216,4542,62
46,4988,5,182,4523,64
47,4988,5,42,4541,97
48,4988,5,176,4506,80
49,4988,5,10,4536,64
50,4988,5,48,4535,57
51,4988,5,72,4529,65
52,4988,5,76,4507,55
53,4988,5,140,4555,62
54,4988,5,64,4526,61
55,4988,5,42,4528,46
56,4988,5,48,4517,49
57,4988,5,116,4517,72
58,4988,5,184,4546,73
59,4988,5,80,4548,68
60,4988,5,114,4529,62
61,4988,5,110,4547,60
62,4988,5,80,4535,47
63,4988,5,194,4540,54
64,4988,5,90,4528,62
65,4988,5,48,4529,72
66,4988,5,314,4546,43
67,4988,5,140,4527,54
68,4988,5,130,4514,79
69,4988,5,86,4520,68
70,4988,5,88,4521,65
71,4988,5,138,4514,55
72,4988,5,140,4557,53
73,4988,5,134,4538,42
74,4988,5,44,4534,73
75,4988,5,198,4539,67
76,4988,5,152,4541,47
77,4988,5,116,4518,50
78,4988,5,204,4518,70
79,4988,5,102,4551,50
80,4988,5,146,4521,52
81,4988,5,72,4528,59
82,4988,5,110,4529,43
83,4988,5,230,4527,79
84,4988,5,208,4536,80
85,4988,5,168,4535,48
86,4988,5,178,4549,67
87,4988,5,180,4536,75
88,4988,5,282,4532,43
89,4988,5,94,4539,78
90,4988,5,150,4546,43
91,4988,5,66,4531,66
92,4988,5,76,4553,51
93,4988,5,288,4533,60
94,4988,5,114,4527,80
95,4988,5,12,4544,77
96,4988,5,80,4535,59
97,4988,5,144,4523,41
98,4988,5,188,4520,47
99,4988,5,86,4542,50
