,n,k,n_changes,n_matches
0,4988,8,1201,4739
1,4988,8,1198,4753
2,4988,8,1262,4730
3,4988,8,1009,4742
4,4988,8,1259,4732
5,4988,8,1052,4743
6,4988,8,1104,4741
7,4988,8,1066,4747
8,4988,8,973,4728
9,4988,8,1087,4758
10,4988,8,1027,4739
11,4988,8,1004,4746
12,4988,8,1164,4753
13,4988,8,1114,4738
14,4988,8,1163,4748
15,4988,8,1006,4739
16,4988,8,1135,4754
17,4988,8,1021,4742
18,4988,8,969,4751
19,4988,8,1109,4762
20,4988,8,951,4735
21,4988,8,1062,4735
22,4988,8,1074,4751
23,4988,8,1136,4747
24,4988,8,1199,4743
25,4988,8,997,4737
26,4988,8,1285,4756
27,4988,8,869,4749
28,4988,8,1122,4740
29,4988,8,1230,4742
30,4988,8,1131,4759
31,4988,8,1038,4758
32,4988,8,1042,4745
33,4988,8,1165,4751
34,4988,8,1110,4747
35,4988,8,1172,4745
36,4988,8,1092,4744
37,4988,8,1079,4740
38,4988,8,940,4717
39,4988,8,1151,4750
40,4988,8,1112,4752
41,4988,8,1037,4748
42,4988,8,1095,4736
43,4988,8,1047,4748
44,4988,8,1137,4743
45,4988,8,1101,4746
46,4988,8,1093,4753
47,4988,8,1225,4748
48,4988,8,1000,4745
49,4988,8,1092,4759
50,4988,8,1129,4741
51,4988,8,1178,4741
52,4988,8,1065,4750
53,4988,8,950,4735
54,4988,8,1090,4755
55,4988,8,1160,4762
56,4988,8,1073,4751
57,4988,8,1073,4741
58,4988,8,1234,4758
59,4988,8,1256,4761
60,4988,8,1104,4757
61,4988,8,1136,4739
62,4988,8,1026,4747
63,4988,8,1036,4749
64,4988,8,1067,4734
65,4988,8,1069,4753
66,4988,8,919,4743
67,4988,8,1078,4762
68,4988,8,1079,4727
69,4988,8,1029,4729
70,4988,8,978,4748
71,4988,8,1115,4756
72,4988,8,1072,4742
73,4988,8,1258,4753
74,4988,8,1012,4746
75,4988,8,1046,4742
76,4988,8,1072,4741
77,4988,8,1151,4732
78,4988,8,1114,4748
79,4988,8,1088,4738
80,4988,8,1120,4752
81,4988,8,1099,4746
82,4988,8,1130,4756
83,4988,8,1203,4744
84,4988,8,1048,4748
85,4988,8,1142,4732
86,4988,8,1163,4758
87,4988,8,1228,4735
88,4988,8,1096,4734
89,4988,8,1102,4745
90,4988,8,1162,4739
91,4988,8,1069,4751
92,4988,8,1177,4748
93,4988,8,983,4745
94,4988,8,1217,4746
95,4988,8,1238,4744
96,4988,8,1162,4742
97,4988,8,1090,4755
98,4988,8,1132,4754
99,4988,8,1199,4737
