,n,k,n_changes,n_matches
0,7482,8,1555,7105
1,7482,8,1697,7127
2,7482,8,1658,7123
3,7482,8,1697,7109
4,7482,8,1685,7134
5,7482,8,1642,7121
6,7482,8,1569,7117
7,7482,8,1646,7147
8,7482,8,1583,7130
9,7482,8,1477,7122
10,7482,8,1574,7105
11,7482,8,1602,7114
12,7482,8,1470,7107
13,7482,8,1510,7127
14,7482,8,1671,7121
15,7482,8,1742,7130
16,7482,8,1409,7109
17,7482,8,1723,7122
18,7482,8,1622,7110
19,7482,8,1804,7131
20,7482,8,1579,7104
21,7482,8,1706,7132
22,7482,8,1703,7108
23,7482,8,1577,7119
24,7482,8,1692,7126
25,7482,8,1619,7131
26,7482,8,1676,7119
27,7482,8,1824,7123
28,7482,8,1574,7117
29,7482,8,1754,7114
30,7482,8,1599,7134
31,7482,8,1636,7131
32,7482,8,1592,7131
33,7482,8,1717,7138
34,7482,8,1507,7102
35,7482,8,1628,7144
36,7482,8,1553,7139
37,7482,8,1638,7107
38,7482,8,1714,7110
39,7482,8,1574,7111
40,7482,8,1641,7104
41,7482,8,1635,7107
42,7482,8,1540,7124
43,7482,8,1569,7120
44,7482,8,1572,7132
45,7482,8,1914,7120
46,7482,8,1564,7097
47,7482,8,1548,7128
48,7482,8,1573,7146
49,7482,8,1660,7107
50,7482,8,1563,7129
51,7482,8,1559,7138
52,7482,8,1771,7134
53,7482,8,1847,7107
54,7482,8,1570,7114
55,7482,8,1655,7126
56,7482,8,1611,7104
57,7482,8,1777,7133
58,7482,8,1570,7134
59,7482,8,1457,7101
60,7482,8,1471,7112
61,7482,8,1519,7095
62,7482,8,1784,7119
63,7482,8,1530,7115
64,7482,8,1550,7126
65,7482,8,1445,7134
66,7482,8,1592,7131
67,7482,8,1475,7124
68,7482,8,1786,7092
69,7482,8,1699,7117
70,7482,8,1602,7121
71,7482,8,1770,7122
72,7482,8,1668,7128
73,7482,8,1574,7138
74,7482,8,1521,7130
75,7482,8,1747,7117
76,7482,8,1699,7112
77,7482,8,1635,7116
78,7482,8,1563,7111
79,7482,8,1530,7113
80,7482,8,1869,7125
81,7482,8,1530,7140
82,7482,8,1702,7108
83,7482,8,1801,7129
84,7482,8,1829,7124
85,7482,8,1813,7123
86,7482,8,1574,7125
87,7482,8,1603,7134
88,7482,8,1651,7111
89,7482,8,1514,7131
90,7482,8,1614,7137
91,7482,8,1761,7132
92,7482,8,1726,7141
93,7482,8,1646,7102
94,7482,8,1548,7122
95,7482,8,1518,7115
96,7482,8,1603,7112
97,7482,8,1642,7121
98,7482,8,1630,7118
99,7482,8,1764,7121
