,n,k,n_changes,n_matches
0,195,7,37,183
1,195,7,26,184
2,195,7,30,183
3,195,7,47,182
4,195,7,45,184
5,195,7,25,183
6,195,7,22,184
7,195,7,18,182
8,195,7,19,182
9,195,7,26,188
10,195,7,9,180
11,195,7,49,184
12,195,7,31,184
13,195,7,18,184
14,195,7,34,187
15,195,7,44,184
16,195,7,18,183
17,195,7,13,181
18,195,7,34,185
19,195,7,30,183
20,195,7,35,183
21,195,7,42,182
22,195,7,24,186
23,195,7,30,186
24,195,7,16,185
25,195,7,20,181
26,195,7,22,187
27,195,7,23,185
28,195,7,52,185
29,195,7,43,185
30,195,7,43,187
31,195,7,23,184
32,195,7,53,187
33,195,7,16,181
34,195,7,39,182
35,195,7,19,183
36,195,7,33,183
37,195,7,29,185
38,195,7,26,184
39,195,7,21,184
40,195,7,21,183
41,195,7,10,185
42,195,7,4,185
43,195,7,25,183
44,195,7,41,182
45,195,7,14,184
46,195,7,45,184
47,195,7,27,186
48,195,7,18,182
49,195,7,34,185
50,195,7,40,184
51,195,7,45,187
52,195,7,4,179
53,195,7,50,180
54,195,7,32,183
55,195,7,46,185
56,195,7,31,186
57,195,7,44,188
58,195,7,53,185
59,195,7,31,183
60,195,7,37,188
61,195,7,16,185
62,195,7,12,186
63,195,7,16,182
64,195,7,29,183
65,195,7,31,181
66,195,7,41,187
67,195,7,25,184
68,195,7,5,184
69,195,7,42,183
70,195,7,16,184
71,195,7,51,186
72,195,7,39,182
73,195,7,8,184
74,195,7,10,179
75,195,7,21,187
76,195,7,46,185
77,195,7,35,185
78,195,7,28,184
79,195,7,23,185
80,195,7,26,187
81,195,7,27,183
82,195,7,0,185
83,195,7,47,183
84,195,7,20,184
85,195,7,27,184
86,195,7,28,185
87,195,7,43,183
88,195,7,38,183
89,195,7,30,182
90,195,7,39,182
91,195,7,49,184
92,195,7,18,184
93,195,7,15,182
94,195,7,14,183
95,195,7,38,184
96,195,7,25,181
97,195,7,31,184
98,195,7,33,180
99,195,7,48,185
