,n,k,n_changes_eadam,n_matches,n_iterations
0,195,6,32,179,22
1,195,6,4,181,19
2,195,6,36,182,15
3,195,6,26,184,24
4,195,6,8,184,15
5,195,6,48,181,16
6,195,6,34,179,16
7,195,6,64,182,15
8,195,6,42,182,12
9,195,6,34,183,19
10,195,6,16,180,20
11,195,6,52,186,17
12,195,6,28,181,23
13,195,6,30,180,15
14,195,6,22,183,14
15,195,6,46,181,15
16,195,6,50,183,20
17,195,6,18,178,12
18,195,6,40,183,16
19,195,6,42,186,14
20,195,6,0,182,14
21,195,6,14,173,12
22,195,6,28,180,16
23,195,6,20,180,14
24,195,6,58,178,24
25,195,6,48,180,20
26,195,6,14,182,13
27,195,6,18,181,24
28,195,6,22,183,23
29,195,6,10,179,16
30,195,6,16,183,18
31,195,6,32,183,18
32,195,6,56,183,19
33,195,6,70,181,14
34,195,6,6,183,14
35,195,6,44,185,18
36,195,6,48,183,8
37,195,6,32,178,18
38,195,6,28,181,10
39,195,6,30,181,23
40,195,6,48,182,14
41,195,6,24,183,11
42,195,6,36,181,22
43,195,6,48,179,12
44,195,6,50,181,23
45,195,6,0,181,9
46,195,6,30,181,12
47,195,6,4,183,11
48,195,6,38,183,15
49,195,6,56,178,21
50,195,6,36,183,28
51,195,6,12,177,14
52,195,6,28,182,13
53,195,6,14,182,18
54,195,6,12,180,11
55,195,6,0,180,18
56,195,6,14,184,18
57,195,6,34,184,25
58,195,6,34,183,23
59,195,6,36,179,25
60,195,6,6,183,14
61,195,6,18,181,13
62,195,6,24,182,16
63,195,6,30,182,23
64,195,6,28,180,13
65,195,6,58,181,12
66,195,6,66,187,28
67,195,6,6,178,15
68,195,6,10,179,12
69,195,6,10,182,16
70,195,6,54,180,17
71,195,6,28,184,26
72,195,6,12,180,13
73,195,6,50,180,18
74,195,6,30,184,18
75,195,6,36,181,11
76,195,6,16,180,16
77,195,6,34,180,18
78,195,6,20,182,18
79,195,6,28,180,18
80,195,6,54,182,12
81,195,6,32,179,15
82,195,6,4,185,11
83,195,6,60,179,16
84,195,6,26,180,10
85,195,6,42,178,16
86,195,6,38,180,18
87,195,6,16,184,16
88,195,6,32,180,20
89,195,6,42,181,19
90,195,6,66,184,16
91,195,6,46,178,13
92,195,6,14,177,12
93,195,6,24,186,24
94,195,6,42,185,19
95,195,6,14,182,21
96,195,6,32,185,25
97,195,6,0,184,20
98,195,6,38,180,14
99,195,6,72,182,12
