,n,k,n_changes_eadam,n_matches,n_iterations
0,11223,7,2242,10589,147
1,11223,7,1946,10544,120
2,11223,7,2076,10588,132
3,11223,7,1932,10577,157
4,11223,7,2092,10597,184
5,11223,7,2174,10550,157
6,11223,7,1978,10533,161
7,11223,7,2272,10579,144
8,11223,7,2298,10615,103
9,11223,7,2224,10555,133
10,11223,7,2096,10553,124
11,11223,7,2168,10583,108
12,11223,7,2214,10522,152
13,11223,7,1892,10572,111
14,11223,7,1950,10570,152
15,11223,7,1848,10564,123
16,11223,7,2022,10545,111
17,11223,7,2136,10583,140
18,11223,7,2380,10575,113
19,11223,7,1656,10553,195
20,11223,7,1916,10531,181
21,11223,7,2112,10560,146
22,11223,7,1816,10603,135
23,11223,7,2074,10551,104
24,11223,7,1758,10549,122
25,11223,7,1910,10568,113
26,11223,7,2058,10551,129
27,11223,7,1854,10563,180
28,11223,7,2096,10548,185
29,11223,7,2140,10561,132
30,11223,7,1614,10543,137
31,11223,7,1726,10581,114
32,11223,7,2314,10571,151
33,11223,7,1854,10543,152
34,11223,7,2226,10561,130
35,11223,7,2382,10588,112
36,11223,7,2268,10567,104
37,11223,7,2182,10560,131
38,11223,7,2286,10568,139
39,11223,7,1846,10583,132
40,11223,7,2120,10594,139
41,11223,7,2062,10532,130
42,11223,7,1878,10576,117
43,11223,7,2218,10550,165
44,11223,7,1956,10580,115
45,11223,7,2178,10547,117
46,11223,7,2088,10549,157
47,11223,7,2276,10559,137
48,11223,7,2136,10568,186
49,11223,7,2242,10544,154
50,11223,7,1812,10547,138
51,11223,7,2106,10552,149
52,11223,7,1886,10552,160
53,11223,7,2142,10585,142
54,11223,7,1848,10572,124
55,11223,7,2152,10564,131
56,11223,7,1766,10536,114
57,11223,7,2120,10547,179
58,11223,7,1886,10546,119
59,11223,7,1940,10534,129
60,11223,7,2060,10566,190
61,11223,7,2308,10567,148
62,11223,7,2112,10584,129
63,11223,7,2006,10537,150
64,11223,7,2164,10575,178
65,11223,7,1766,10559,149
66,11223,7,1940,10567,114
67,11223,7,2016,10541,131
68,11223,7,2056,10564,162
69,11223,7,2104,10551,158
70,11223,7,2162,10538,167
71,11223,7,1982,10546,180
72,11223,7,2154,10532,181
73,11223,7,2056,10577,137
74,11223,7,2294,10567,125
75,11223,7,2220,10578,129
76,11223,7,2012,10579,159
77,11223,7,2152,10553,122
78,11223,7,2332,10564,152
79,11223,7,2210,10581,158
80,11223,7,2286,10575,150
81,11223,7,2050,10594,153
82,11223,7,2212,10568,142
83,11223,7,2132,10577,123
84,11223,7,1962,10539,175
85,11223,7,2008,10527,172
86,11223,7,2094,10567,133
87,11223,7,2014,10556,126
88,11223,7,2170,10569,161
89,11223,7,2176,10545,140
90,11223,7,2318,10570,151
91,11223,7,1746,10577,134
92,11223,7,2080,10590,107
93,11223,7,2314,10567,139
94,11223,7,2064,10517,164
95,11223,7,2072,10591,154
96,11223,7,2036,10533,164
97,11223,7,1874,10554,133
98,11223,7,2018,10582,136
99,11223,7,2104,10558,117
