,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,195,6,6,0.0335195530726257
1,195,6,7,0.03910614525139665
2,195,6,3,0.01675977653631285
3,195,6,2,0.011049723756906077
4,195,6,6,0.03296703296703297
5,195,6,10,0.054945054945054944
6,195,6,2,0.01098901098901099
7,195,6,3,0.016304347826086956
8,195,6,5,0.02717391304347826
9,195,6,2,0.010869565217391304
10,195,6,3,0.016304347826086956
11,195,6,2,0.010869565217391304
12,195,6,2,0.010869565217391304
13,195,6,11,0.06077348066298342
14,195,6,3,0.016574585635359115
15,195,6,3,0.016574585635359115
16,195,6,2,0.011049723756906077
17,195,6,5,0.027624309392265192
18,195,6,12,0.0670391061452514
19,195,6,5,0.027932960893854747
20,195,6,8,0.04395604395604396
21,195,6,24,0.13186813186813187
22,195,6,3,0.016483516483516484
23,195,6,2,0.01098901098901099
24,195,6,6,0.03296703296703297
25,195,6,5,0.027472527472527472
26,195,6,2,0.01098901098901099
27,195,6,3,0.016483516483516484
28,195,6,3,0.01639344262295082
29,195,6,6,0.03278688524590164
30,195,6,5,0.0273224043715847
31,195,6,3,0.01639344262295082
32,195,6,8,0.044444444444444446
33,195,6,11,0.05913978494623656
34,195,6,15,0.08064516129032258
35,195,6,10,0.055248618784530384
36,195,6,2,0.011049723756906077
37,195,6,2,0.011049723756906077
38,195,6,11,0.06111111111111111
39,195,6,2,0.011111111111111112
40,195,6,2,0.011111111111111112
41,195,6,9,0.04918032786885246
42,195,6,2,0.01092896174863388
43,195,6,3,0.016574585635359115
44,195,6,13,0.0718232044198895
45,195,6,7,0.03867403314917127
46,195,6,8,0.04371584699453552
47,195,6,14,0.07650273224043716
48,195,6,3,0.01639344262295082
49,195,6,4,0.02247191011235955
50,195,6,5,0.028089887640449437
51,195,6,16,0.08743169398907104
52,195,6,4,0.02185792349726776
53,195,6,10,0.053763440860215055
54,195,6,7,0.03763440860215054
55,195,6,4,0.021505376344086023
56,195,6,4,0.023121387283236993
57,195,6,3,0.017341040462427744
