,n,k,n_changes_eadam,n_matches,n_iterations
0,985,8,274,935,45
1,985,8,338,943,39
2,985,8,294,942,52
3,985,8,276,934,44
4,985,8,280,938,38
5,985,8,204,937,45
6,985,8,312,935,60
7,985,8,368,941,39
8,985,8,300,937,32
9,985,8,310,936,42
10,985,8,276,927,32
11,985,8,276,943,50
12,985,8,266,941,48
13,985,8,316,939,42
14,985,8,156,935,31
15,985,8,292,940,35
16,985,8,256,925,43
17,985,8,232,944,42
18,985,8,202,934,47
19,985,8,316,943,53
20,985,8,336,934,37
21,985,8,240,935,46
22,985,8,170,941,45
23,985,8,336,937,54
24,985,8,236,934,35
25,985,8,220,940,45
26,985,8,304,930,38
27,985,8,318,931,45
28,985,8,196,935,55
29,985,8,380,929,39
30,985,8,244,937,39
31,985,8,232,934,53
32,985,8,434,936,49
33,985,8,274,927,45
34,985,8,292,931,46
35,985,8,320,936,34
36,985,8,320,939,48
37,985,8,302,942,41
38,985,8,264,939,38
39,985,8,298,929,43
40,985,8,256,938,30
41,985,8,246,937,52
42,985,8,342,940,44
43,985,8,306,931,61
44,985,8,322,941,60
45,985,8,270,941,39
46,985,8,258,939,35
47,985,8,302,929,45
48,985,8,304,936,50
49,985,8,278,940,30
50,985,8,244,938,31
51,985,8,266,943,49
52,985,8,216,937,40
53,985,8,254,938,48
54,985,8,254,937,55
55,985,8,326,936,52
56,985,8,386,932,35
57,985,8,292,941,49
58,985,8,218,934,58
59,985,8,320,925,32
60,985,8,276,938,48
61,985,8,226,948,45
62,985,8,260,936,36
63,985,8,270,942,39
64,985,8,262,944,54
65,985,8,302,943,47
66,985,8,292,943,59
67,985,8,248,938,44
68,985,8,198,937,45
69,985,8,356,941,57
70,985,8,306,942,58
71,985,8,318,934,33
72,985,8,262,937,47
73,985,8,410,936,44
74,985,8,282,931,60
75,985,8,276,934,40
76,985,8,248,937,41
77,985,8,282,932,36
78,985,8,256,938,40
79,985,8,366,926,42
80,985,8,366,936,36
81,985,8,174,935,64
82,985,8,260,936,35
83,985,8,264,931,63
84,985,8,416,942,53
85,985,8,264,938,56
86,985,8,336,943,36
87,985,8,276,939,35
88,985,8,306,933,50
89,985,8,336,948,45
90,985,8,298,937,45
91,985,8,302,940,53
92,985,8,342,934,51
93,985,8,328,943,37
94,985,8,200,937,38
95,985,8,254,943,49
96,985,8,322,932,50
97,985,8,334,938,38
98,985,8,412,931,39
99,985,8,294,944,34
