,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,985,7,41,0.04451682953311618
1,985,7,11,0.011943539630836048
2,985,7,4,0.004343105320304018
3,985,7,9,0.009771986970684038
4,985,7,6,0.006514657980456026
5,985,7,20,0.021621621621621623
6,985,7,9,0.00972972972972973
7,985,7,16,0.017297297297297298
8,985,7,11,0.011891891891891892
9,985,7,13,0.014054054054054054
10,985,7,2,0.002162162162162162
11,985,7,15,0.016216216216216217
12,985,7,8,0.008648648648648649
13,985,7,15,0.016008537886873
14,985,7,24,0.025613660618996798
15,985,7,16,0.017075773745997867
16,985,7,19,0.020277481323372464
17,985,7,6,0.0064034151547491995
18,985,7,2,0.0021344717182497333
19,985,7,11,0.011739594450373533
20,985,7,31,0.03354978354978355
21,985,7,7,0.007575757575757576
22,985,7,21,0.022727272727272728
23,985,7,17,0.0183982683982684
24,985,7,14,0.015151515151515152
25,985,7,11,0.011917659804983749
26,985,7,40,0.04333694474539545
27,985,7,3,0.0032502708559046588
28,985,7,22,0.023835319609967497
29,985,7,11,0.011917659804983749
30,985,7,6,0.0065005417118093175
31,985,7,3,0.0032502708559046588
32,985,7,14,0.015167930660888408
33,985,7,16,0.01733477789815818
34,985,7,6,0.0065005417118093175
35,985,7,2,0.0021668472372697724
36,985,7,3,0.0032502708559046588
37,985,7,12,0.012806830309498399
38,985,7,11,0.011739594450373533
39,985,7,47,0.05016008537886873
40,985,7,2,0.0021344717182497333
41,985,7,5,0.005336179295624333
42,985,7,5,0.005336179295624333
43,985,7,4,0.004268943436499467
44,985,7,2,0.0021344717182497333
45,985,7,17,0.01827956989247312
46,985,7,37,0.03978494623655914
47,985,7,39,0.041935483870967745
48,985,7,3,0.0032258064516129032
49,985,7,31,0.03311965811965812
50,985,7,41,0.0438034188034188
51,985,7,3,0.003205128205128205
52,985,7,7,0.007478632478632479
53,985,7,23,0.024572649572649572
54,985,7,8,0.008547008547008548
55,985,7,5,0.005341880341880342
56,985,7,25,0.027114967462039046
57,985,7,35,0.03796095444685466
58,985,7,14,0.015184381778741865
59,985,7,3,0.0032537960954446853
60,985,7,6,0.006507592190889371
61,985,7,48,0.051336898395721926
62,985,7,31,0.033155080213903745
63,985,7,14,0.014973262032085561
64,985,7,16,0.017112299465240642
65,985,7,4,0.0042780748663101605
66,985,7,3,0.0032085561497326204
67,985,7,8,0.008648648648648649
68,985,7,52,0.05621621621621622
69,985,7,28,0.03027027027027027
70,985,7,8,0.008648648648648649
71,985,7,8,0.008648648648648649
72,985,7,7,0.0075675675675675675
73,985,7,2,0.002162162162162162
74,985,7,2,0.002162162162162162
75,985,7,28,0.03007518796992481
76,985,7,46,0.04940923737916219
77,985,7,8,0.008592910848549946
78,985,7,3,0.00322234156820623
79,985,7,7,0.007518796992481203
80,985,7,9,0.00966702470461869
81,985,7,10,0.010810810810810811
82,985,7,47,0.05081081081081081
83,985,7,2,0.002162162162162162
84,985,7,4,0.004324324324324324
85,985,7,5,0.005405405405405406
86,985,7,89,0.09528907922912205
87,985,7,6,0.006423982869379015
88,985,7,2,0.0021413276231263384
89,985,7,16,0.017130620985010708
90,985,7,7,0.007494646680942184
