,n,k,n_changes_eadam,n_matches,n_iterations
0,985,7,142,921,40
1,985,7,188,925,50
2,985,7,186,937,39
3,985,7,180,924,38
4,985,7,274,923,32
5,985,7,176,937,31
6,985,7,192,930,36
7,985,7,236,936,42
8,985,7,166,922,42
9,985,7,232,935,32
10,985,7,230,925,32
11,985,7,202,931,46
12,985,7,136,925,27
13,985,7,264,934,39
14,985,7,180,928,47
15,985,7,234,934,51
16,985,7,126,930,57
17,985,7,278,926,30
18,985,7,158,926,44
19,985,7,212,931,45
20,985,7,220,927,37
21,985,7,218,919,39
22,985,7,194,932,35
23,985,7,196,931,50
24,985,7,228,935,45
25,985,7,134,916,50
26,985,7,258,927,30
27,985,7,242,934,36
28,985,7,208,923,39
29,985,7,150,925,56
30,985,7,90,934,36
31,985,7,156,934,30
32,985,7,296,923,59
33,985,7,176,926,31
34,985,7,222,924,53
35,985,7,164,928,53
36,985,7,202,932,48
37,985,7,160,931,49
38,985,7,194,920,35
39,985,7,170,928,39
40,985,7,130,923,43
41,985,7,156,932,34
42,985,7,250,925,40
43,985,7,170,929,46
44,985,7,232,929,39
45,985,7,228,928,33
46,985,7,236,927,41
47,985,7,130,930,59
48,985,7,204,919,48
49,985,7,264,922,35
50,985,7,160,928,55
51,985,7,212,919,46
52,985,7,208,930,47
53,985,7,250,925,65
54,985,7,210,925,55
55,985,7,168,923,36
56,985,7,232,925,46
57,985,7,158,930,39
58,985,7,198,926,31
59,985,7,226,922,45
60,985,7,228,933,33
61,985,7,262,930,36
62,985,7,236,928,52
63,985,7,194,929,36
64,985,7,166,924,28
65,985,7,270,931,41
66,985,7,168,922,36
67,985,7,100,926,48
68,985,7,160,926,28
69,985,7,188,934,27
70,985,7,166,925,28
71,985,7,288,920,29
72,985,7,158,930,54
73,985,7,258,927,38
74,985,7,208,917,30
75,985,7,200,932,38
76,985,7,200,927,38
77,985,7,204,924,29
78,985,7,190,925,46
79,985,7,128,933,43
80,985,7,200,936,43
81,985,7,190,926,39
82,985,7,154,927,29
83,985,7,90,928,53
84,985,7,116,928,25
85,985,7,206,921,36
86,985,7,186,931,47
87,985,7,226,921,32
88,985,7,206,924,62
89,985,7,130,929,32
90,985,7,224,926,30
91,985,7,160,922,46
92,985,7,124,919,45
93,985,7,198,924,36
94,985,7,202,932,47
95,985,7,172,925,30
96,985,7,204,925,54
97,985,7,172,942,37
98,985,7,252,923,42
99,985,7,164,929,39
