,n,k,n_in_cycles
0,3,5,31
1,2,5,19
2,3,5,15
3,3,5,7
4,1,5,55
5,2,5,39
6,2,5,5
7,1,5,4
8,1,5,22
9,2,5,30
10,2,5,13
11,1,5,4
12,2,5,16
13,3,5,26
14,3,5,58
15,3,5,18
16,1,5,2
17,2,5,30
18,1,5,46
19,3,5,25
20,2,5,20
21,2,5,7
22,1,5,2
23,2,5,24
24,1,5,11
25,1,5,2
26,2,5,5
27,4,5,18
28,1,5,12
29,2,5,12
30,2,5,4
31,2,5,7
32,1,5,14
33,4,5,20
34,5,5,19
35,2,5,21
36,4,5,20
37,0,5,0
38,3,5,12
39,3,5,30
40,2,5,89
41,2,5,31
42,1,5,16
43,2,5,30
44,2,5,28
45,2,5,45
46,1,5,21
47,5,5,24
48,2,5,21
49,1,5,86
50,2,5,47
51,4,5,11
52,3,5,15
53,1,5,64
54,3,5,21
55,2,5,20
56,2,5,20
57,3,5,11
58,1,5,48
59,0,5,0
60,3,5,38
61,2,5,48
62,1,5,37
63,1,5,27
64,3,5,14
65,3,5,37
66,1,5,95
67,2,5,35
68,4,5,19
69,2,5,73
70,2,5,6
71,3,5,39
72,0,5,0
73,3,5,37
74,1,5,3
75,3,5,34
76,1,5,33
77,3,5,9
78,0,5,0
79,1,5,80
80,5,5,29
81,4,5,17
82,2,5,14
83,2,5,47
84,1,5,36
85,2,5,27
86,1,5,6
87,1,5,66
88,1,5,5
89,4,5,46
90,3,5,12
91,2,5,49
92,2,5,13
93,1,5,14
94,0,5,0
95,1,5,25
96,3,5,13
97,2,5,20
98,1,5,38
99,1,5,7
