,n,k,n_changes_eadam,n_matches,n_iterations
0,1478,3,0,1234,11
1,1478,3,0,1242,12
2,1478,3,0,1237,13
3,1478,3,6,1250,13
4,1478,3,0,1257,11
5,1478,3,0,1254,12
6,1478,3,0,1246,12
7,1478,3,0,1228,12
8,1478,3,0,1252,14
9,1478,3,6,1249,12
10,1478,3,0,1236,14
11,1478,3,0,1242,14
12,1478,3,0,1235,16
13,1478,3,10,1251,14
14,1478,3,0,1229,11
15,1478,3,0,1238,14
16,1478,3,4,1246,10
17,1478,3,0,1241,15
18,1478,3,0,1264,12
19,1478,3,0,1239,12
20,1478,3,0,1234,13
21,1478,3,0,1249,18
22,1478,3,0,1233,13
23,1478,3,8,1242,13
24,1478,3,0,1261,12
25,1478,3,0,1230,11
26,1478,3,0,1247,8
27,1478,3,0,1239,11
28,1478,3,0,1251,11
29,1478,3,0,1251,9
30,1478,3,8,1242,20
31,1478,3,8,1236,12
32,1478,3,0,1246,13
33,1478,3,0,1249,14
34,1478,3,6,1245,9
35,1478,3,0,1258,14
36,1478,3,8,1256,9
37,1478,3,0,1254,11
38,1478,3,0,1239,10
39,1478,3,0,1247,16
40,1478,3,0,1236,15
41,1478,3,0,1240,17
42,1478,3,4,1246,15
43,1478,3,10,1243,10
44,1478,3,0,1240,13
45,1478,3,0,1236,11
46,1478,3,0,1240,13
47,1478,3,0,1225,15
48,1478,3,0,1241,10
49,1478,3,0,1233,13
50,1478,3,4,1244,14
51,1478,3,0,1247,14
52,1478,3,0,1239,10
53,1478,3,10,1240,10
54,1478,3,0,1251,13
55,1478,3,0,1235,11
56,1478,3,4,1251,13
57,1478,3,0,1241,10
58,1478,3,0,1232,14
59,1478,3,0,1249,15
60,1478,3,0,1247,12
61,1478,3,0,1252,11
62,1478,3,4,1240,16
63,1478,3,0,1234,9
64,1478,3,0,1244,14
65,1478,3,0,1245,17
66,1478,3,0,1242,13
67,1478,3,0,1243,16
68,1478,3,0,1245,13
69,1478,3,0,1250,15
70,1478,3,0,1249,10
71,1478,3,0,1236,9
72,1478,3,0,1243,12
73,1478,3,0,1251,13
74,1478,3,0,1251,10
75,1478,3,0,1238,13
76,1478,3,0,1245,10
77,1478,3,0,1229,14
78,1478,3,18,1246,12
79,1478,3,4,1246,11
80,1478,3,0,1234,14
81,1478,3,0,1243,10
82,1478,3,0,1250,10
83,1478,3,0,1249,13
84,1478,3,0,1249,12
85,1478,3,0,1237,11
86,1478,3,10,1242,12
87,1478,3,0,1244,10
88,1478,3,0,1239,17
89,1478,3,0,1244,17
90,1478,3,8,1246,11
91,1478,3,0,1242,13
92,1478,3,4,1257,11
93,1478,3,0,1239,15
94,1478,3,0,1243,12
95,1478,3,4,1232,12
96,1478,3,8,1253,9
97,1478,3,0,1227,16
98,1478,3,0,1243,14
99,1478,3,0,1251,15
