,n,k,n_changes_eadam,n_matches,n_iterations
0,3325,6,394,3082,52
1,3325,6,404,3090,61
2,3325,6,402,3073,54
3,3325,6,396,3072,59
4,3325,6,406,3082,55
5,3325,6,326,3083,77
6,3325,6,282,3093,69
7,3325,6,344,3088,62
8,3325,6,240,3062,64
9,3325,6,268,3087,89
10,3325,6,488,3078,83
11,3325,6,350,3078,84
12,3325,6,364,3099,57
13,3325,6,196,3068,73
14,3325,6,238,3099,66
15,3325,6,338,3087,57
16,3325,6,454,3078,60
17,3325,6,294,3093,80
18,3325,6,508,3079,46
19,3325,6,486,3078,78
20,3325,6,400,3073,73
21,3325,6,246,3063,61
22,3325,6,324,3069,69
23,3325,6,422,3091,35
24,3325,6,290,3090,82
25,3325,6,406,3095,68
26,3325,6,460,3082,98
27,3325,6,324,3082,77
28,3325,6,378,3095,59
29,3325,6,388,3072,70
30,3325,6,222,3078,56
31,3325,6,354,3094,89
32,3325,6,292,3087,69
33,3325,6,430,3071,45
34,3325,6,320,3063,59
35,3325,6,256,3089,72
36,3325,6,322,3072,79
37,3325,6,340,3091,100
38,3325,6,464,3077,61
39,3325,6,302,3098,72
40,3325,6,420,3099,74
41,3325,6,256,3085,59
42,3325,6,208,3076,84
43,3325,6,266,3102,61
44,3325,6,450,3077,82
45,3325,6,242,3071,79
46,3325,6,346,3100,62
47,3325,6,518,3090,61
48,3325,6,274,3076,64
49,3325,6,296,3081,68
50,3325,6,300,3089,57
51,3325,6,332,3082,47
52,3325,6,400,3082,58
53,3325,6,294,3090,76
54,3325,6,394,3088,59
55,3325,6,322,3084,70
56,3325,6,392,3079,59
57,3325,6,372,3090,80
58,3325,6,356,3093,57
59,3325,6,336,3092,60
60,3325,6,314,3092,54
61,3325,6,314,3084,59
62,3325,6,266,3083,69
63,3325,6,302,3093,75
64,3325,6,444,3088,70
65,3325,6,334,3099,55
66,3325,6,380,3088,68
67,3325,6,328,3088,75
68,3325,6,216,3080,61
69,3325,6,428,3086,73
70,3325,6,430,3074,70
71,3325,6,352,3093,73
72,3325,6,340,3085,56
73,3325,6,264,3062,79
74,3325,6,286,3078,72
75,3325,6,334,3088,78
76,3325,6,360,3084,67
77,3325,6,428,3090,50
78,3325,6,314,3097,52
79,3325,6,402,3096,72
80,3325,6,222,3091,58
81,3325,6,360,3099,48
82,3325,6,296,3072,64
83,3325,6,270,3082,59
84,3325,6,314,3088,47
85,3325,6,446,3082,54
86,3325,6,448,3095,64
87,3325,6,320,3067,46
88,3325,6,290,3078,62
89,3325,6,350,3080,74
90,3325,6,334,3076,51
91,3325,6,370,3072,53
92,3325,6,210,3074,72
93,3325,6,448,3084,70
94,3325,6,470,3097,72
95,3325,6,270,3095,90
96,3325,6,340,3083,64
97,3325,6,238,3085,72
98,3325,6,214,3073,53
99,3325,6,352,3066,60
