,n,k,n_changes,n_matches
0,130,7,26,121
1,130,7,10,121
2,130,7,9,123
3,130,7,5,119
4,130,7,28,122
5,130,7,32,125
6,130,7,38,123
7,130,7,38,126
8,130,7,30,122
9,130,7,17,121
10,130,7,23,121
11,130,7,31,124
12,130,7,20,122
13,130,7,8,124
14,130,7,27,124
15,130,7,11,123
16,130,7,8,120
17,130,7,33,121
18,130,7,27,121
19,130,7,13,121
20,130,7,29,122
21,130,7,38,122
22,130,7,19,124
23,130,7,13,122
24,130,7,13,124
25,130,7,36,126
26,130,7,18,121
27,130,7,17,122
28,130,7,17,122
29,130,7,21,123
30,130,7,27,124
31,130,7,25,119
32,130,7,21,119
33,130,7,13,120
34,130,7,43,123
35,130,7,31,123
36,130,7,25,119
37,130,7,30,125
38,130,7,7,127
39,130,7,10,123
40,130,7,32,123
41,130,7,29,122
42,130,7,9,123
43,130,7,9,122
44,130,7,12,123
45,130,7,24,119
46,130,7,28,119
47,130,7,4,121
48,130,7,5,120
49,130,7,26,124
50,130,7,37,124
51,130,7,2,124
52,130,7,12,124
53,130,7,6,121
54,130,7,19,121
55,130,7,19,125
56,130,7,9,124
57,130,7,23,122
58,130,7,17,123
59,130,7,37,124
60,130,7,30,121
61,130,7,30,125
62,130,7,9,120
63,130,7,13,123
64,130,7,29,122
65,130,7,27,122
66,130,7,7,122
67,130,7,22,120
68,130,7,7,124
69,130,7,11,123
70,130,7,24,123
71,130,7,22,122
72,130,7,22,122
73,130,7,9,123
74,130,7,3,122
75,130,7,34,124
76,130,7,8,122
77,130,7,33,123
78,130,7,19,124
79,130,7,34,122
80,130,7,5,121
81,130,7,22,123
82,130,7,19,119
83,130,7,0,123
84,130,7,23,124
85,130,7,16,126
86,130,7,30,122
87,130,7,20,124
88,130,7,34,124
89,130,7,9,120
90,130,7,32,124
91,130,7,30,122
92,130,7,26,122
93,130,7,30,126
94,130,7,2,120
95,130,7,28,122
96,130,7,26,122
97,130,7,22,125
98,130,7,27,121
99,130,7,7,121
