,n,k,n_changes,n_matches
0,2217,7,313,2084
1,2217,7,340,2102
2,2217,7,311,2089
3,2217,7,360,2079
4,2217,7,344,2086
5,2217,7,342,2080
6,2217,7,362,2090
7,2217,7,374,2092
8,2217,7,376,2079
9,2217,7,371,2087
10,2217,7,393,2094
11,2217,7,296,2086
12,2217,7,307,2081
13,2217,7,323,2088
14,2217,7,328,2087
15,2217,7,337,2084
16,2217,7,289,2093
17,2217,7,402,2096
18,2217,7,351,2092
19,2217,7,354,2092
20,2217,7,380,2084
21,2217,7,370,2091
22,2217,7,463,2091
23,2217,7,303,2078
24,2217,7,361,2096
25,2217,7,340,2078
26,2217,7,321,2094
27,2217,7,291,2079
28,2217,7,432,2088
29,2217,7,407,2083
30,2217,7,245,2079
31,2217,7,335,2102
32,2217,7,253,2083
33,2217,7,376,2097
34,2217,7,323,2085
35,2217,7,325,2095
36,2217,7,414,2085
37,2217,7,282,2078
38,2217,7,293,2091
39,2217,7,301,2097
40,2217,7,285,2087
41,2217,7,235,2080
42,2217,7,410,2097
43,2217,7,366,2088
44,2217,7,329,2089
45,2217,7,269,2087
46,2217,7,324,2092
47,2217,7,296,2088
48,2217,7,379,2086
49,2217,7,335,2090
50,2217,7,387,2087
51,2217,7,400,2095
52,2217,7,421,2094
53,2217,7,232,2082
54,2217,7,343,2097
55,2217,7,288,2092
56,2217,7,421,2085
57,2217,7,292,2086
58,2217,7,397,2087
59,2217,7,265,2091
60,2217,7,360,2092
61,2217,7,409,2086
62,2217,7,339,2089
63,2217,7,298,2077
64,2217,7,351,2089
65,2217,7,291,2091
66,2217,7,436,2088
67,2217,7,377,2086
68,2217,7,357,2089
69,2217,7,312,2074
70,2217,7,375,2083
71,2217,7,385,2094
72,2217,7,317,2081
73,2217,7,319,2079
74,2217,7,421,2093
75,2217,7,324,2080
76,2217,7,335,2088
77,2217,7,361,2091
78,2217,7,217,2082
79,2217,7,284,2082
80,2217,7,408,2093
81,2217,7,277,2090
82,2217,7,390,2089
83,2217,7,356,2094
84,2217,7,377,2084
85,2217,7,349,2081
86,2217,7,311,2102
87,2217,7,362,2099
88,2217,7,408,2084
89,2217,7,306,2098
90,2217,7,417,2094
91,2217,7,359,2083
92,2217,7,389,2086
93,2217,7,266,2087
94,2217,7,351,2071
95,2217,7,260,2083
96,2217,7,393,2092
97,2217,7,288,2085
98,2217,7,319,2077
99,2217,7,271,2079
