,n,k,n_changes_eadam,n_matches,n_iterations
0,438,7,110,406,19
1,438,7,100,414,23
2,438,7,110,407,25
3,438,7,114,412,34
4,438,7,66,411,31
5,438,7,78,409,26
6,438,7,110,410,27
7,438,7,80,418,30
8,438,7,90,410,38
9,438,7,34,413,29
10,438,7,64,406,23
11,438,7,86,409,25
12,438,7,84,414,32
13,438,7,74,413,24
14,438,7,34,410,31
15,438,7,108,413,42
16,438,7,48,410,32
17,438,7,24,411,25
18,438,7,74,411,22
19,438,7,42,413,27
20,438,7,128,414,32
21,438,7,56,418,26
22,438,7,80,419,32
23,438,7,120,413,22
24,438,7,126,408,35
25,438,7,84,418,35
26,438,7,100,412,29
27,438,7,40,413,32
28,438,7,158,415,24
29,438,7,88,410,27
30,438,7,90,411,42
31,438,7,86,412,24
32,438,7,90,410,24
33,438,7,64,413,26
34,438,7,70,409,26
35,438,7,148,413,23
36,438,7,160,412,41
37,438,7,96,415,29
38,438,7,154,411,35
39,438,7,104,413,33
40,438,7,108,411,39
41,438,7,66,408,15
42,438,7,56,412,17
43,438,7,72,411,23
44,438,7,58,419,19
45,438,7,62,412,19
46,438,7,78,417,30
47,438,7,158,415,23
48,438,7,116,410,22
49,438,7,78,415,34
50,438,7,104,413,22
51,438,7,104,416,33
52,438,7,98,418,26
53,438,7,94,409,23
54,438,7,80,414,21
55,438,7,90,409,22
56,438,7,102,417,35
57,438,7,100,414,16
58,438,7,54,409,29
59,438,7,102,414,19
60,438,7,134,415,16
61,438,7,96,411,26
62,438,7,162,416,29
63,438,7,86,409,19
64,438,7,110,414,50
65,438,7,58,414,26
66,438,7,80,409,24
67,438,7,76,410,25
68,438,7,78,413,38
69,438,7,62,414,26
70,438,7,128,412,18
71,438,7,98,412,35
72,438,7,122,411,24
73,438,7,146,415,20
74,438,7,60,409,26
75,438,7,182,411,26
76,438,7,90,408,27
77,438,7,76,411,31
78,438,7,60,414,22
79,438,7,36,405,18
80,438,7,90,414,23
81,438,7,92,416,25
82,438,7,84,415,19
83,438,7,108,410,36
84,438,7,102,418,26
85,438,7,62,419,22
86,438,7,174,409,21
87,438,7,100,415,29
88,438,7,28,414,30
89,438,7,64,413,35
90,438,7,76,416,27
91,438,7,120,408,27
92,438,7,160,415,20
93,438,7,130,414,23
94,438,7,110,414,24
95,438,7,40,412,34
96,438,7,72,402,46
97,438,7,78,414,24
98,438,7,130,405,24
99,438,7,148,411,23
