,n,k,n_changes_eadam,n_matches,n_iterations
0,3325,5,54,3021,57
1,3325,5,74,3035,69
2,3325,5,122,3038,63
3,3325,5,52,3019,48
4,3325,5,60,3029,59
5,3325,5,102,3026,51
6,3325,5,70,3019,39
7,3325,5,56,3023,32
8,3325,5,134,3020,56
9,3325,5,140,3027,31
10,3325,5,118,3006,51
11,3325,5,132,3025,40
12,3325,5,28,3017,35
13,3325,5,58,3019,67
14,3325,5,124,3010,58
15,3325,5,58,3033,40
16,3325,5,64,3034,39
17,3325,5,82,3061,67
18,3325,5,124,3027,66
19,3325,5,86,3019,56
20,3325,5,150,3023,49
21,3325,5,38,3022,32
22,3325,5,158,3037,43
23,3325,5,118,3014,47
24,3325,5,82,3044,54
25,3325,5,46,3010,43
26,3325,5,130,3025,36
27,3325,5,134,3015,42
28,3325,5,146,3032,43
29,3325,5,180,3034,46
30,3325,5,52,3026,72
31,3325,5,106,3019,39
32,3325,5,30,3031,48
33,3325,5,50,2994,67
34,3325,5,164,3011,64
35,3325,5,72,3026,29
36,3325,5,160,3007,67
37,3325,5,16,3001,49
38,3325,5,70,3012,46
39,3325,5,118,3020,40
40,3325,5,114,3032,43
41,3325,5,164,3023,50
42,3325,5,160,3020,63
43,3325,5,20,3018,38
44,3325,5,76,3034,42
45,3325,5,98,3030,37
46,3325,5,92,3025,57
47,3325,5,74,3007,39
48,3325,5,52,2974,38
49,3325,5,56,3030,63
50,3325,5,94,3015,54
51,3325,5,64,3026,33
52,3325,5,150,3027,43
53,3325,5,48,3030,31
54,3325,5,216,3018,61
55,3325,5,86,3024,38
56,3325,5,106,3028,55
57,3325,5,4,3040,44
58,3325,5,192,3028,58
59,3325,5,154,3031,45
60,3325,5,84,3007,91
61,3325,5,66,3012,61
62,3325,5,114,3023,45
63,3325,5,122,3036,40
64,3325,5,224,3010,39
65,3325,5,40,3023,61
66,3325,5,62,3015,58
67,3325,5,62,3029,68
68,3325,5,146,3012,44
69,3325,5,52,3041,56
70,3325,5,94,3018,43
71,3325,5,34,3012,42
72,3325,5,92,3023,75
73,3325,5,144,3018,45
74,3325,5,184,3040,48
75,3325,5,72,3020,73
76,3325,5,96,3017,53
77,3325,5,36,3029,50
78,3325,5,38,3026,53
79,3325,5,70,3037,84
80,3325,5,136,3012,61
81,3325,5,74,3027,72
82,3325,5,168,3029,47
83,3325,5,46,3018,37
84,3325,5,56,3014,66
85,3325,5,54,3020,51
86,3325,5,126,3026,53
87,3325,5,46,3018,47
88,3325,5,86,3014,77
89,3325,5,46,3038,57
90,3325,5,162,3016,49
91,3325,5,64,3023,53
92,3325,5,106,3023,53
93,3325,5,88,3022,40
94,3325,5,100,3007,54
95,3325,5,116,3010,59
96,3325,5,104,3029,45
97,3325,5,80,3030,66
98,3325,5,80,3018,41
99,3325,5,58,3014,64
