,n,k,n_in_cycles
0,3,3,15
1,0,3,0
2,0,3,0
3,2,3,8
4,0,3,0
5,1,3,3
6,0,3,0
7,0,3,0
8,1,3,2
9,0,3,0
10,0,3,0
11,0,3,0
12,1,3,2
13,0,3,0
14,0,3,0
15,1,3,3
16,0,3,0
17,1,3,5
18,0,3,0
19,0,3,0
20,0,3,0
21,0,3,0
22,1,3,3
23,1,3,2
24,0,3,0
25,0,3,0
26,0,3,0
27,0,3,0
28,1,3,2
29,0,3,0
30,0,3,0
31,0,3,0
32,0,3,0
33,0,3,0
34,0,3,0
35,0,3,0
36,1,3,2
37,0,3,0
38,0,3,0
39,1,3,4
40,0,3,0
41,0,3,0
42,0,3,0
43,0,3,0
44,2,3,7
45,0,3,0
46,0,3,0
47,0,3,0
48,0,3,0
49,0,3,0
50,0,3,0
51,0,3,0
52,0,3,0
53,0,3,0
54,0,3,0
55,0,3,0
56,0,3,0
57,0,3,0
58,1,3,3
59,0,3,0
60,0,3,0
61,0,3,0
62,0,3,0
63,0,3,0
64,0,3,0
65,0,3,0
66,1,3,3
67,0,3,0
68,0,3,0
69,0,3,0
70,0,3,0
71,0,3,0
72,0,3,0
73,0,3,0
74,1,3,2
75,0,3,0
76,0,3,0
77,1,3,2
78,0,3,0
79,0,3,0
80,0,3,0
81,0,3,0
82,0,3,0
83,1,3,2
84,0,3,0
85,2,3,9
86,0,3,0
87,0,3,0
88,0,3,0
89,0,3,0
90,0,3,0
91,1,3,2
92,0,3,0
93,0,3,0
94,0,3,0
95,2,3,5
96,0,3,0
97,0,3,0
98,0,3,0
99,0,3,0
