,n,k,n_changes_eadam,n_matches,n_iterations
0,130,4,20,117,11
1,130,4,6,116,9
2,130,4,0,111,8
3,130,4,4,114,9
4,130,4,0,121,9
5,130,4,8,118,9
6,130,4,6,113,10
7,130,4,0,114,11
8,130,4,4,117,13
9,130,4,0,111,16
10,130,4,0,114,14
11,130,4,0,111,12
12,130,4,0,114,7
13,130,4,8,114,11
14,130,4,0,117,15
15,130,4,0,110,6
16,130,4,0,115,11
17,130,4,0,110,8
18,130,4,28,117,10
19,130,4,0,117,6
20,130,4,10,116,19
21,130,4,8,117,9
22,130,4,4,115,10
23,130,4,4,116,12
24,130,4,22,119,11
25,130,4,0,117,8
26,130,4,24,111,7
27,130,4,0,111,11
28,130,4,16,113,7
29,130,4,8,114,10
30,130,4,0,114,8
31,130,4,24,117,11
32,130,4,0,115,13
33,130,4,0,112,7
34,130,4,10,115,14
35,130,4,8,114,8
36,130,4,0,116,7
37,130,4,0,115,8
38,130,4,4,112,9
39,130,4,16,113,12
40,130,4,4,115,8
41,130,4,0,116,8
42,130,4,0,117,10
43,130,4,10,114,11
44,130,4,0,111,9
45,130,4,6,113,8
46,130,4,0,115,6
47,130,4,0,112,6
48,130,4,22,116,11
49,130,4,34,120,10
50,130,4,4,116,11
51,130,4,14,115,8
52,130,4,0,116,11
53,130,4,28,117,14
54,130,4,4,113,11
55,130,4,14,117,8
56,130,4,0,112,11
57,130,4,14,115,8
58,130,4,6,115,7
59,130,4,0,114,13
60,130,4,4,113,9
61,130,4,0,117,10
62,130,4,4,116,7
63,130,4,0,110,9
64,130,4,0,114,12
65,130,4,0,116,11
66,130,4,0,115,8
67,130,4,0,118,7
68,130,4,0,114,9
69,130,4,4,116,8
70,130,4,4,112,9
71,130,4,0,116,6
72,130,4,6,113,11
73,130,4,0,111,11
74,130,4,4,106,13
75,130,4,8,115,7
76,130,4,14,112,8
77,130,4,12,113,9
78,130,4,0,115,11
79,130,4,4,120,7
80,130,4,0,114,6
81,130,4,0,117,16
82,130,4,8,111,8
83,130,4,0,115,8
84,130,4,0,109,13
85,130,4,10,117,10
86,130,4,10,116,11
87,130,4,0,113,8
88,130,4,0,115,9
89,130,4,0,118,8
90,130,4,0,113,9
91,130,4,12,116,12
92,130,4,6,114,13
93,130,4,14,112,14
94,130,4,16,119,12
95,130,4,0,116,7
96,130,4,0,117,12
97,130,4,0,114,9
98,130,4,0,115,14
99,130,4,6,117,10
