,n,k,n_in_cycles
0,0,3,0
1,0,3,0
2,0,3,0
3,0,3,0
4,1,3,2
5,0,3,0
6,0,3,0
7,1,3,2
8,0,3,0
9,0,3,0
10,1,3,2
11,0,3,0
12,0,3,0
13,2,3,5
14,0,3,0
15,1,3,4
16,3,3,9
17,0,3,0
18,0,3,0
19,0,3,0
20,0,3,0
21,2,3,7
22,0,3,0
23,1,3,2
24,2,3,7
25,1,3,4
26,0,3,0
27,0,3,0
28,1,3,2
29,0,3,0
30,0,3,0
31,0,3,0
32,0,3,0
33,0,3,0
34,0,3,0
35,0,3,0
36,0,3,0
37,1,3,2
38,0,3,0
39,0,3,0
40,0,3,0
41,0,3,0
42,0,3,0
43,0,3,0
44,1,3,2
45,0,3,0
46,0,3,0
47,0,3,0
48,0,3,0
49,0,3,0
50,0,3,0
51,0,3,0
52,2,3,4
53,0,3,0
54,0,3,0
55,1,3,2
56,0,3,0
57,0,3,0
58,0,3,0
59,0,3,0
60,0,3,0
61,0,3,0
62,0,3,0
63,1,3,7
64,0,3,0
65,0,3,0
66,0,3,0
67,0,3,0
68,0,3,0
69,1,3,2
70,0,3,0
71,0,3,0
72,0,3,0
73,0,3,0
74,0,3,0
75,0,3,0
76,0,3,0
77,0,3,0
78,0,3,0
79,0,3,0
80,0,3,0
81,0,3,0
82,1,3,3
83,0,3,0
84,1,3,4
85,1,3,5
86,0,3,0
87,0,3,0
88,0,3,0
89,0,3,0
90,0,3,0
91,0,3,0
92,0,3,0
93,0,3,0
94,0,3,0
95,0,3,0
96,0,3,0
97,0,3,0
98,0,3,0
99,1,3,3
