,n,k,cycle_lengths_eadam,as_percent_of_matches_eadam
0,7482,4,7,0.001061893203883495
1,7482,4,3,0.00045392646391284613
2,7482,4,2,0.0003016136329362087
3,7482,4,3,0.00045242044940431306
4,7482,4,2,0.0003023888720895071
5,7482,4,2,0.00030427506465845124
6,7482,4,2,0.0003040900106431504
7,7482,4,2,0.0003040900106431504
8,7482,4,6,0.0009089531889107711
9,7482,4,4,0.0006067040800849386
10,7482,4,6,0.0009165902841429881
11,7482,4,3,0.00045829514207149406
12,7482,4,2,0.0003038128512836093
13,7482,4,3,0.00045571927692541396
14,7482,4,8,0.0012134081601698772
15,7482,4,4,0.0006047777441790142
16,7482,4,7,0.001059001512859304
17,7482,4,5,0.0007534659433393611
18,7482,4,3,0.00045167118337850043
19,7482,4,5,0.0007527853056308341
20,7482,4,5,0.0007609191903819814
21,7482,4,3,0.0004540638716512789
22,7482,4,8,0.0012124886329190664
23,7482,4,3,0.00045475216007276033
24,7482,4,2,0.000303905181583346
25,7482,4,3,0.0004548900682335102
26,7482,4,5,0.000758150113722517
27,7482,4,2,0.00030326004548900684
28,7482,4,3,0.0004550970873786408
29,7482,4,14,0.00212378640776699
30,7482,4,2,0.00030339805825242716
31,7482,4,3,0.00045413260672116256
32,7482,4,6,0.0009096422073984233
33,7482,4,5,0.000758150113722517
34,7482,4,3,0.0004548900682335102
35,7482,4,2,0.00030307622367025305
36,7482,4,2,0.0003023431594860166
37,7482,4,4,0.0006046863189720333
38,7482,4,2,0.0003041825095057034
39,7482,4,3,0.0004539951573849879
40,7482,4,5,0.0007555152614082804
41,7482,4,12,0.0018206645425580337
42,7482,4,38,0.005759321006365566
43,7482,4,13,0.0019708914493632504
44,7482,4,4,0.000607810363166692
45,7482,4,2,0.000303905181583346
46,7482,4,4,0.0006059687926071808
47,7482,4,2,0.0003029843963035904
48,7482,4,2,0.0003029843963035904
49,7482,4,3,0.00045447659445538557
50,7482,4,2,0.00030289262456459186
51,7482,4,9,0.0013617793917385383
52,7482,4,15,0.0022741055184960584
53,7482,4,3,0.0004533776635937736
54,7482,4,4,0.0006058770069675856
55,7482,4,5,0.0007590708972218005
56,7482,4,2,0.0003036283588887202
57,7482,4,4,0.0006065200909780137
58,7482,4,8,0.0012139605462822458
59,7482,4,8,0.0012139605462822458
60,7482,4,5,0.0007572315614114796
61,7482,4,7,0.0010638297872340426
62,7482,4,2,0.00030432136335970786
63,7482,4,4,0.0006092916984006092
64,7482,4,3,0.00045696877380045696
65,7482,4,5,0.0007571168988491823
66,7482,4,3,0.0004542701393095094
67,7482,4,8,0.0012137763617053557
68,7482,4,5,0.0007596475235490732
69,7482,4,2,0.00030455306837216383
70,7482,4,2,0.00030455306837216383
71,7482,4,6,0.0009125475285171103
72,7482,4,6,0.0009096422073984233
73,7482,4,6,0.0009073037955542114
74,7482,4,4,0.0006056935190793458
75,7482,4,3,0.00045482110369921165
76,7482,4,20,0.0030422878004259203
77,7482,4,3,0.0004553734061930783
78,7482,4,2,0.00030211480362537764
79,7482,4,5,0.0007550588945937784
80,7482,4,5,0.0007550588945937784
81,7482,4,2,0.0003020235578375113
82,7482,4,15,0.0022789425706472195
83,7482,4,20,0.003027550711474417
84,7482,4,9,0.0013621916149538368
85,7482,4,3,0.0004540638716512789
86,7482,4,2,0.0003022974607013301
