,n,k,n_changes_eadam,n_matches,n_iterations
0,657,5,46,589,17
1,657,5,38,598,21
2,657,5,30,600,15
3,657,5,14,592,34
4,657,5,62,601,30
5,657,5,34,598,26
6,657,5,10,595,14
7,657,5,4,599,26
8,657,5,22,591,30
9,657,5,48,600,21
10,657,5,12,597,26
11,657,5,8,591,20
12,657,5,24,599,25
13,657,5,50,596,27
14,657,5,60,591,18
15,657,5,26,598,24
16,657,5,4,593,22
17,657,5,48,597,21
18,657,5,66,593,25
19,657,5,36,596,19
20,657,5,30,595,22
21,657,5,14,606,37
22,657,5,4,594,18
23,657,5,34,602,23
24,657,5,22,591,20
25,657,5,4,595,15
26,657,5,10,598,21
27,657,5,26,603,21
28,657,5,10,595,30
29,657,5,16,598,14
30,657,5,8,604,30
31,657,5,14,599,28
32,657,5,20,583,30
33,657,5,40,594,21
34,657,5,38,596,17
35,657,5,42,603,19
36,657,5,36,597,27
37,657,5,0,592,20
38,657,5,24,600,22
39,657,5,28,596,21
40,657,5,88,593,37
41,657,5,30,587,34
42,657,5,14,596,31
43,657,5,46,587,28
44,657,5,28,594,25
45,657,5,44,601,25
46,657,5,32,594,32
47,657,5,48,591,31
48,657,5,40,595,15
49,657,5,74,596,36
50,657,5,32,594,28
51,657,5,22,595,26
52,657,5,30,597,30
53,657,5,34,598,28
54,657,5,38,595,20
55,657,5,38,595,22
56,657,5,22,594,25
57,657,5,22,599,20
58,657,5,52,591,25
59,657,5,0,602,26
60,657,5,46,593,23
61,657,5,46,601,28
62,657,5,52,605,24
63,657,5,38,600,21
64,657,5,28,598,23
65,657,5,60,592,31
66,657,5,64,590,35
67,657,5,32,597,33
68,657,5,38,595,24
69,657,5,106,603,21
70,657,5,12,605,18
71,657,5,52,600,25
72,657,5,0,598,18
73,657,5,64,597,26
74,657,5,6,594,18
75,657,5,58,601,19
76,657,5,48,599,28
77,657,5,18,598,18
78,657,5,0,612,23
79,657,5,88,595,25
80,657,5,58,590,17
81,657,5,30,595,19
82,657,5,28,596,21
83,657,5,78,589,23
84,657,5,52,599,23
85,657,5,38,588,21
86,657,5,12,593,18
87,657,5,98,594,26
88,657,5,10,610,19
89,657,5,58,585,22
90,657,5,22,595,20
91,657,5,64,594,14
92,657,5,16,601,17
93,657,5,18,593,24
94,657,5,0,596,18
95,657,5,36,597,33
96,657,5,22,600,26
97,657,5,40,595,19
98,657,5,50,600,20
99,657,5,14,595,25
