,n,k,n_changes_eadam,n_matches,n_iterations
0,292,8,100,279,30
1,292,8,66,278,21
2,292,8,82,278,24
3,292,8,98,281,23
4,292,8,66,281,18
5,292,8,76,280,20
6,292,8,62,275,17
7,292,8,164,278,22
8,292,8,86,275,32
9,292,8,78,282,20
10,292,8,48,279,24
11,292,8,96,276,24
12,292,8,106,278,20
13,292,8,100,280,30
14,292,8,72,274,23
15,292,8,80,278,14
16,292,8,108,280,21
17,292,8,120,277,21
18,292,8,28,277,19
19,292,8,46,278,22
20,292,8,110,278,23
21,292,8,74,279,20
22,292,8,114,278,22
23,292,8,94,275,25
24,292,8,78,276,22
25,292,8,116,276,29
26,292,8,86,275,22
27,292,8,116,276,28
28,292,8,108,274,31
29,292,8,98,279,25
30,292,8,92,275,25
31,292,8,86,280,26
32,292,8,104,278,19
33,292,8,86,278,20
34,292,8,78,277,16
35,292,8,54,279,20
36,292,8,78,280,31
37,292,8,108,281,22
38,292,8,114,283,15
39,292,8,120,279,21
40,292,8,128,276,15
41,292,8,98,274,20
42,292,8,124,280,31
43,292,8,140,277,23
44,292,8,90,277,21
45,292,8,96,275,19
46,292,8,110,275,22
47,292,8,192,278,23
48,292,8,36,278,18
49,292,8,96,277,17
50,292,8,42,276,26
51,292,8,104,280,27
52,292,8,76,279,31
53,292,8,46,278,23
54,292,8,78,281,17
55,292,8,40,278,30
56,292,8,128,281,20
57,292,8,96,276,23
58,292,8,68,277,29
59,292,8,124,281,24
60,292,8,52,278,33
61,292,8,130,279,19
62,292,8,68,274,16
63,292,8,58,278,19
64,292,8,42,275,18
65,292,8,112,279,18
66,292,8,34,279,21
67,292,8,50,278,20
68,292,8,52,279,28
69,292,8,56,278,21
70,292,8,110,277,21
71,292,8,70,278,29
72,292,8,82,277,24
73,292,8,140,281,20
74,292,8,106,279,22
75,292,8,116,281,25
76,292,8,100,277,17
77,292,8,24,271,29
78,292,8,140,280,29
79,292,8,86,278,21
80,292,8,110,281,22
81,292,8,60,280,25
82,292,8,116,279,22
83,292,8,98,278,22
84,292,8,48,278,32
85,292,8,82,278,26
86,292,8,106,274,18
87,292,8,98,280,19
88,292,8,96,279,27
89,292,8,128,277,19
90,292,8,46,276,21
91,292,8,84,273,30
92,292,8,144,279,21
93,292,8,118,277,26
94,292,8,56,280,33
95,292,8,50,282,39
96,292,8,88,274,16
97,292,8,48,277,20
98,292,8,78,275,23
99,292,8,80,277,17
