,n,k,n_in_cycles
0,1,4,7
1,0,4,0
2,1,4,3
3,0,4,0
4,2,4,5
5,1,4,2
6,0,4,0
7,0,4,0
8,1,4,2
9,2,4,4
10,1,4,6
11,0,4,0
12,0,4,0
13,0,4,0
14,0,4,0
15,0,4,0
16,0,4,0
17,1,4,4
18,0,4,0
19,2,4,9
20,0,4,0
21,2,4,5
22,0,4,0
23,1,4,8
24,1,4,4
25,1,4,7
26,1,4,5
27,0,4,0
28,2,4,8
29,1,4,5
30,1,4,3
31,1,4,8
32,1,4,3
33,1,4,2
34,3,4,10
35,0,4,0
36,0,4,0
37,0,4,0
38,3,4,19
39,0,4,0
40,0,4,0
41,0,4,0
42,1,4,3
43,1,4,8
44,0,4,0
45,2,4,8
46,1,4,2
47,0,4,0
48,2,4,6
49,1,4,2
50,0,4,0
51,1,4,3
52,1,4,5
53,1,4,12
54,1,4,38
55,1,4,13
56,2,4,6
57,4,4,11
58,1,4,2
59,1,4,9
60,1,4,15
61,0,4,0
62,1,4,3
63,1,4,4
64,0,4,0
65,2,4,7
66,0,4,0
67,1,4,4
68,2,4,16
69,0,4,0
70,0,4,0
71,0,4,0
72,1,4,5
73,1,4,7
74,1,4,2
75,2,4,7
76,2,4,8
77,1,4,8
78,0,4,0
79,0,4,0
80,1,4,5
81,0,4,0
82,2,4,4
83,1,4,6
84,1,4,6
85,1,4,6
86,1,4,4
87,0,4,0
88,1,4,3
89,1,4,20
90,0,4,0
91,1,4,3
92,1,4,2
93,3,4,12
94,1,4,15
95,1,4,20
96,0,4,0
97,0,4,0
98,2,4,12
99,1,4,2
