,n,k,n_changes_eadam,n_matches,n_iterations
0,438,4,6,387,14
1,438,4,0,390,16
2,438,4,0,385,16
3,438,4,16,386,26
4,438,4,0,386,15
5,438,4,0,375,10
6,438,4,20,390,13
7,438,4,10,388,14
8,438,4,14,395,20
9,438,4,12,393,12
10,438,4,28,387,17
11,438,4,8,385,14
12,438,4,4,389,20
13,438,4,0,389,28
14,438,4,8,388,17
15,438,4,14,389,13
16,438,4,16,388,12
17,438,4,6,381,11
18,438,4,6,382,17
19,438,4,12,385,17
20,438,4,0,386,12
21,438,4,0,385,11
22,438,4,0,390,11
23,438,4,0,383,22
24,438,4,0,391,12
25,438,4,0,387,14
26,438,4,8,383,11
27,438,4,0,387,18
28,438,4,30,388,15
29,438,4,0,388,15
30,438,4,4,396,19
31,438,4,14,390,10
32,438,4,0,386,14
33,438,4,0,384,11
34,438,4,10,388,25
35,438,4,30,391,17
36,438,4,0,385,25
37,438,4,4,394,25
38,438,4,46,392,15
39,438,4,0,390,16
40,438,4,4,387,14
41,438,4,0,387,21
42,438,4,8,385,17
43,438,4,12,383,16
44,438,4,18,390,15
45,438,4,4,387,14
46,438,4,14,387,14
47,438,4,0,382,13
48,438,4,22,382,10
49,438,4,0,384,22
50,438,4,0,386,14
51,438,4,14,394,23
52,438,4,14,383,18
53,438,4,4,390,13
54,438,4,4,394,13
55,438,4,4,380,14
56,438,4,4,393,19
57,438,4,0,384,20
58,438,4,4,388,18
59,438,4,12,386,15
60,438,4,8,387,15
61,438,4,8,383,15
62,438,4,0,379,13
63,438,4,6,386,15
64,438,4,0,385,21
65,438,4,4,376,24
66,438,4,16,387,14
67,438,4,0,381,13
68,438,4,22,381,11
69,438,4,4,389,14
70,438,4,0,385,15
71,438,4,14,385,19
72,438,4,6,383,16
73,438,4,0,389,14
74,438,4,14,397,10
75,438,4,0,389,16
76,438,4,8,375,19
77,438,4,0,387,14
78,438,4,0,385,12
79,438,4,18,385,8
80,438,4,16,388,15
81,438,4,14,393,20
82,438,4,4,386,17
83,438,4,0,381,17
84,438,4,0,385,11
85,438,4,0,392,12
86,438,4,0,393,15
87,438,4,0,392,19
88,438,4,0,383,24
89,438,4,0,389,16
90,438,4,0,384,13
91,438,4,24,395,18
92,438,4,10,390,17
93,438,4,6,389,11
94,438,4,14,394,16
95,438,4,10,385,17
96,438,4,0,391,18
97,438,4,0,387,19
98,438,4,0,384,11
99,438,4,24,393,14
