,n,k,n_changes_eadam,n_matches,n_iterations
0,657,6,136,610,30
1,657,6,88,609,32
2,657,6,68,612,35
3,657,6,90,609,22
4,657,6,56,612,19
5,657,6,86,619,27
6,657,6,52,602,32
7,657,6,64,607,33
8,657,6,80,604,29
9,657,6,116,612,41
10,657,6,98,613,27
11,657,6,46,606,30
12,657,6,98,611,25
13,657,6,52,615,19
14,657,6,94,612,24
15,657,6,86,613,38
16,657,6,72,607,27
17,657,6,38,616,29
18,657,6,44,609,33
19,657,6,100,610,33
20,657,6,138,611,20
21,657,6,108,616,38
22,657,6,80,614,46
23,657,6,126,621,45
24,657,6,58,610,21
25,657,6,78,611,28
26,657,6,72,611,34
27,657,6,92,601,31
28,657,6,78,610,32
29,657,6,36,611,29
30,657,6,24,609,26
31,657,6,92,615,41
32,657,6,102,608,30
33,657,6,88,617,27
34,657,6,80,609,39
35,657,6,28,602,36
36,657,6,50,608,32
37,657,6,72,607,26
38,657,6,100,613,28
39,657,6,130,612,41
40,657,6,60,604,35
41,657,6,56,611,33
42,657,6,66,614,53
43,657,6,140,612,31
44,657,6,68,612,30
45,657,6,114,605,24
46,657,6,38,613,25
47,657,6,68,617,36
48,657,6,90,611,45
49,657,6,104,609,56
50,657,6,54,613,17
51,657,6,12,612,27
52,657,6,80,608,31
53,657,6,90,612,28
54,657,6,6,612,21
55,657,6,24,613,43
56,657,6,68,609,29
57,657,6,98,605,27
58,657,6,70,606,26
59,657,6,32,610,34
60,657,6,72,617,34
61,657,6,40,608,31
62,657,6,62,605,19
63,657,6,92,609,35
64,657,6,100,605,22
65,657,6,136,613,24
66,657,6,42,617,27
67,657,6,42,608,44
68,657,6,22,609,33
69,657,6,62,604,26
70,657,6,98,611,30
71,657,6,30,609,22
72,657,6,118,606,25
73,657,6,84,605,27
74,657,6,46,610,21
75,657,6,100,612,22
76,657,6,62,616,28
77,657,6,110,608,24
78,657,6,54,610,31
79,657,6,48,602,26
80,657,6,92,606,39
81,657,6,80,604,25
82,657,6,6,605,50
83,657,6,86,614,30
84,657,6,78,606,23
85,657,6,76,606,33
86,657,6,12,611,30
87,657,6,98,614,35
88,657,6,74,614,40
89,657,6,80,612,20
90,657,6,156,609,33
91,657,6,76,612,25
92,657,6,30,603,22
93,657,6,98,606,40
94,657,6,50,607,22
95,657,6,106,605,22
96,657,6,68,618,41
97,657,6,50,609,35
98,657,6,32,610,44
99,657,6,32,604,23
