,n,k,n_changes,n_matches
0,4988,6,372,4630
1,4988,6,385,4624
2,4988,6,401,4632
3,4988,6,458,4627
4,4988,6,529,4636
5,4988,6,385,4627
6,4988,6,435,4611
7,4988,6,408,4621
8,4988,6,370,4615
9,4988,6,379,4623
10,4988,6,415,4630
11,4988,6,393,4612
12,4988,6,339,4623
13,4988,6,326,4615
14,4988,6,278,4626
15,4988,6,464,4620
16,4988,6,406,4627
17,4988,6,447,4635
18,4988,6,405,4631
19,4988,6,448,4629
20,4988,6,296,4633
21,4988,6,482,4628
22,4988,6,326,4618
23,4988,6,413,4630
24,4988,6,373,4628
25,4988,6,441,4619
26,4988,6,296,4637
27,4988,6,339,4633
28,4988,6,497,4645
29,4988,6,290,4630
30,4988,6,541,4624
31,4988,6,352,4647
32,4988,6,458,4614
33,4988,6,323,4615
34,4988,6,363,4627
35,4988,6,355,4638
36,4988,6,437,4639
37,4988,6,389,4633
38,4988,6,341,4600
39,4988,6,391,4636
40,4988,6,296,4625
41,4988,6,416,4620
42,4988,6,381,4629
43,4988,6,482,4624
44,4988,6,414,4637
45,4988,6,288,4632
46,4988,6,446,4634
47,4988,6,489,4634
48,4988,6,384,4632
49,4988,6,271,4615
50,4988,6,514,4629
51,4988,6,561,4635
52,4988,6,492,4622
53,4988,6,461,4633
54,4988,6,351,4605
55,4988,6,527,4640
56,4988,6,391,4627
57,4988,6,555,4623
58,4988,6,442,4631
59,4988,6,384,4636
60,4988,6,539,4642
61,4988,6,361,4620
62,4988,6,348,4603
63,4988,6,336,4626
64,4988,6,288,4616
65,4988,6,381,4645
66,4988,6,402,4630
67,4988,6,320,4640
68,4988,6,405,4620
69,4988,6,405,4619
70,4988,6,506,4627
71,4988,6,355,4630
72,4988,6,439,4630
73,4988,6,445,4634
74,4988,6,374,4600
75,4988,6,419,4624
76,4988,6,426,4621
77,4988,6,433,4639
78,4988,6,419,4636
79,4988,6,386,4631
80,4988,6,392,4637
81,4988,6,448,4633
82,4988,6,378,4619
83,4988,6,509,4626
84,4988,6,492,4624
85,4988,6,478,4635
86,4988,6,330,4620
87,4988,6,430,4622
88,4988,6,402,4625
89,4988,6,356,4627
90,4988,6,303,4642
91,4988,6,424,4641
92,4988,6,482,4643
93,4988,6,331,4629
94,4988,6,414,4625
95,4988,6,396,4622
96,4988,6,416,4624
97,4988,6,419,4634
98,4988,6,404,4659
99,4988,6,374,4636
