,n,k,n_changes,n_matches
0,985,4,0,871
1,985,4,0,864
2,985,4,0,871
3,985,4,0,870
4,985,4,2,872
5,985,4,8,857
6,985,4,0,875
7,985,4,0,863
8,985,4,0,853
9,985,4,0,867
10,985,4,4,878
11,985,4,7,875
12,985,4,11,869
13,985,4,15,868
14,985,4,2,864
15,985,4,6,860
16,985,4,0,878
17,985,4,15,868
18,985,4,6,866
19,985,4,0,871
20,985,4,0,870
21,985,4,4,872
22,985,4,5,868
23,985,4,0,866
24,985,4,13,863
25,985,4,15,873
26,985,4,0,871
27,985,4,0,868
28,985,4,5,867
29,985,4,14,856
30,985,4,16,867
31,985,4,4,870
32,985,4,3,872
33,985,4,8,880
34,985,4,7,868
35,985,4,9,870
36,985,4,0,874
37,985,4,0,859
38,985,4,0,870
39,985,4,0,870
40,985,4,6,868
41,985,4,6,871
42,985,4,0,876
43,985,4,0,863
44,985,4,0,873
45,985,4,0,873
46,985,4,6,863
47,985,4,4,875
48,985,4,0,868
49,985,4,15,864
50,985,4,0,867
51,985,4,4,873
52,985,4,2,867
53,985,4,0,866
54,985,4,3,864
55,985,4,0,869
56,985,4,0,860
57,985,4,5,870
58,985,4,18,872
59,985,4,4,870
60,985,4,0,862
61,985,4,0,873
62,985,4,0,874
63,985,4,10,870
64,985,4,0,865
65,985,4,4,864
66,985,4,15,866
67,985,4,0,854
68,985,4,0,876
69,985,4,7,860
70,985,4,2,875
71,985,4,2,879
72,985,4,0,869
73,985,4,5,875
74,985,4,7,862
75,985,4,4,864
76,985,4,3,869
77,985,4,0,877
78,985,4,0,879
79,985,4,0,872
80,985,4,5,869
81,985,4,0,863
82,985,4,2,864
83,985,4,13,870
84,985,4,5,879
85,985,4,6,880
86,985,4,0,862
87,985,4,4,867
88,985,4,15,871
89,985,4,0,871
90,985,4,6,866
91,985,4,3,859
92,985,4,3,878
93,985,4,0,873
94,985,4,0,879
95,985,4,8,865
96,985,4,0,872
97,985,4,16,868
98,985,4,5,865
99,985,4,6,860
