,n,k,n_changes_eadam,n_matches,n_iterations
0,195,7,60,183,12
1,195,7,36,184,20
2,195,7,24,183,23
3,195,7,46,182,28
4,195,7,52,184,20
5,195,7,40,183,26
6,195,7,42,184,15
7,195,7,34,182,18
8,195,7,38,182,12
9,195,7,46,188,15
10,195,7,18,180,13
11,195,7,68,184,25
12,195,7,28,184,17
13,195,7,30,184,14
14,195,7,52,187,19
15,195,7,60,184,17
16,195,7,26,183,17
17,195,7,26,181,19
18,195,7,58,185,14
19,195,7,34,183,22
20,195,7,64,183,13
21,195,7,58,182,20
22,195,7,30,186,19
23,195,7,48,186,23
24,195,7,30,185,16
25,195,7,32,181,19
26,195,7,36,187,14
27,195,7,46,185,22
28,195,7,58,185,20
29,195,7,70,185,15
30,195,7,62,187,16
31,195,7,44,184,17
32,195,7,66,187,29
33,195,7,32,181,18
34,195,7,70,182,14
35,195,7,18,183,21
36,195,7,56,183,21
37,195,7,48,185,16
38,195,7,40,184,17
39,195,7,42,184,13
40,195,7,32,183,14
41,195,7,20,185,22
42,195,7,8,185,19
43,195,7,50,183,27
44,195,7,78,182,12
45,195,7,26,184,21
46,195,7,76,184,18
47,195,7,46,186,19
48,195,7,22,182,24
49,195,7,28,185,24
50,195,7,70,184,13
51,195,7,54,187,21
52,195,7,8,179,12
53,195,7,68,180,17
54,195,7,44,183,21
55,195,7,72,185,18
56,195,7,48,186,14
57,195,7,64,188,12
58,195,7,62,185,31
59,195,7,50,183,21
60,195,7,34,188,28
61,195,7,32,185,18
62,195,7,16,186,22
63,195,7,14,182,21
64,195,7,38,183,17
65,195,7,44,181,15
66,195,7,54,187,20
67,195,7,34,184,18
68,195,7,10,184,17
69,195,7,60,183,20
70,195,7,30,184,13
71,195,7,66,186,15
72,195,7,60,182,18
73,195,7,16,184,15
74,195,7,12,179,16
75,195,7,38,187,23
76,195,7,64,185,13
77,195,7,34,185,30
78,195,7,56,184,16
79,195,7,22,185,20
80,195,7,48,187,18
81,195,7,46,183,12
82,195,7,0,185,25
83,195,7,84,183,11
84,195,7,36,184,16
85,195,7,46,184,14
86,195,7,44,185,21
87,195,7,86,183,13
88,195,7,54,183,19
89,195,7,46,182,17
90,195,7,64,182,17
91,195,7,68,184,20
92,195,7,30,184,22
93,195,7,18,182,21
94,195,7,26,183,16
95,195,7,56,184,19
96,195,7,46,181,12
97,195,7,58,184,15
98,195,7,36,180,23
99,195,7,62,185,29
