,n,k,n_in_cycles
0,1,8,502
1,2,8,396
2,2,8,480
3,1,8,386
4,1,8,496
5,2,8,487
6,1,8,527
7,1,8,489
8,1,8,451
9,1,8,426
10,1,8,464
11,1,8,402
12,1,8,400
13,1,8,467
14,1,8,431
15,1,8,454
16,1,8,555
17,3,8,374
18,1,8,480
19,2,8,350
20,1,8,479
21,1,8,514
22,1,8,502
23,1,8,443
24,2,8,414
25,3,8,352
26,1,8,471
27,2,8,385
28,1,8,472
29,2,8,470
30,2,8,456
31,1,8,407
32,1,8,404
33,1,8,405
34,1,8,395
35,1,8,437
36,1,8,477
37,1,8,507
38,2,8,466
39,1,8,500
40,1,8,438
41,1,8,492
42,1,8,479
43,2,8,377
44,1,8,370
45,1,8,467
46,1,8,530
47,2,8,428
48,1,8,442
49,1,8,451
50,1,8,509
51,1,8,426
52,1,8,580
53,1,8,491
54,1,8,417
55,1,8,550
56,2,8,503
57,1,8,485
58,2,8,451
59,3,8,464
60,1,8,437
61,2,8,454
62,1,8,520
63,3,8,416
64,1,8,412
65,1,8,428
66,1,8,498
67,3,8,367
68,1,8,511
69,2,8,429
70,1,8,429
71,1,8,510
72,1,8,420
73,3,8,495
74,1,8,449
75,1,8,456
76,1,8,443
77,1,8,409
78,1,8,350
79,1,8,462
80,1,8,481
81,1,8,523
82,1,8,474
83,2,8,474
84,2,8,454
85,2,8,416
86,3,8,444
87,1,8,468
88,2,8,480
89,1,8,459
90,2,8,467
91,3,8,495
92,2,8,524
93,1,8,394
94,1,8,488
95,1,8,444
96,1,8,405
97,2,8,483
98,1,8,546
99,1,8,494
