,n,k,n_changes_eadam,n_matches,n_iterations
0,292,4,4,260,9
1,292,4,6,251,12
2,292,4,6,258,9
3,292,4,0,255,16
4,292,4,0,259,14
5,292,4,0,258,9
6,292,4,0,261,11
7,292,4,0,254,11
8,292,4,10,256,17
9,292,4,4,259,14
10,292,4,0,260,16
11,292,4,0,256,16
12,292,4,10,263,15
13,292,4,0,257,14
14,292,4,0,264,14
15,292,4,0,257,11
16,292,4,0,259,15
17,292,4,16,260,24
18,292,4,0,259,16
19,292,4,0,257,10
20,292,4,10,255,15
21,292,4,8,259,11
22,292,4,0,256,18
23,292,4,8,261,13
24,292,4,12,263,14
25,292,4,24,265,10
26,292,4,28,253,11
27,292,4,0,259,14
28,292,4,8,251,17
29,292,4,0,260,14
30,292,4,0,254,9
31,292,4,40,255,9
32,292,4,18,255,20
33,292,4,20,257,19
34,292,4,0,260,21
35,292,4,20,257,11
36,292,4,6,265,19
37,292,4,12,256,16
38,292,4,0,254,23
39,292,4,0,261,12
40,292,4,4,262,9
41,292,4,0,254,11
42,292,4,4,252,12
43,292,4,8,263,12
44,292,4,8,262,13
45,292,4,6,258,12
46,292,4,0,259,17
47,292,4,14,252,8
48,292,4,0,255,14
49,292,4,12,257,15
50,292,4,16,254,9
51,292,4,4,259,8
52,292,4,0,261,10
53,292,4,4,259,11
54,292,4,28,259,11
55,292,4,0,265,13
56,292,4,8,257,9
57,292,4,12,259,19
58,292,4,4,252,13
59,292,4,10,262,10
60,292,4,0,254,19
61,292,4,0,254,12
62,292,4,38,265,15
63,292,4,0,256,14
64,292,4,0,258,19
65,292,4,0,258,16
66,292,4,0,258,13
67,292,4,10,250,17
68,292,4,6,261,8
69,292,4,8,252,17
70,292,4,0,255,16
71,292,4,12,252,10
72,292,4,8,256,12
73,292,4,14,255,12
74,292,4,0,261,12
75,292,4,4,256,14
76,292,4,0,258,12
77,292,4,8,255,12
78,292,4,0,257,11
79,292,4,0,260,10
80,292,4,0,264,13
81,292,4,0,254,12
82,292,4,0,253,8
83,292,4,0,264,10
84,292,4,6,256,14
85,292,4,12,253,12
86,292,4,0,254,28
87,292,4,0,259,7
88,292,4,0,254,18
89,292,4,0,255,9
90,292,4,10,260,11
91,292,4,4,260,13
92,292,4,14,252,9
93,292,4,0,259,18
94,292,4,12,249,14
95,292,4,12,258,13
96,292,4,6,262,14
97,292,4,0,260,26
98,292,4,0,251,10
99,292,4,0,255,16
