,n,k,n_in_cycles
0,0,3,0
1,0,3,0
2,0,3,0
3,0,3,0
4,0,3,0
5,0,3,0
6,0,3,0
7,0,3,0
8,1,3,3
9,0,3,0
10,0,3,0
11,1,3,4
12,0,3,0
13,0,3,0
14,0,3,0
15,0,3,0
16,0,3,0
17,1,3,6
18,2,3,4
19,0,3,0
20,0,3,0
21,1,3,2
22,0,3,0
23,0,3,0
24,0,3,0
25,0,3,0
26,0,3,0
27,0,3,0
28,0,3,0
29,2,3,6
30,1,3,2
31,0,3,0
32,0,3,0
33,0,3,0
34,0,3,0
35,0,3,0
36,0,3,0
37,0,3,0
38,1,3,2
39,0,3,0
40,1,3,2
41,0,3,0
42,0,3,0
43,0,3,0
44,0,3,0
45,1,3,4
46,0,3,0
47,2,3,4
48,0,3,0
49,0,3,0
50,0,3,0
51,0,3,0
52,0,3,0
53,0,3,0
54,0,3,0
55,0,3,0
56,0,3,0
57,0,3,0
58,0,3,0
59,0,3,0
60,0,3,0
61,0,3,0
62,1,3,4
63,1,3,2
64,0,3,0
65,1,3,2
66,0,3,0
67,0,3,0
68,0,3,0
69,1,3,2
70,0,3,0
71,0,3,0
72,0,3,0
73,0,3,0
74,0,3,0
75,1,3,5
76,0,3,0
77,0,3,0
78,0,3,0
79,0,3,0
80,1,3,3
81,1,3,4
82,0,3,0
83,0,3,0
84,0,3,0
85,0,3,0
86,0,3,0
87,0,3,0
88,0,3,0
89,2,3,5
90,0,3,0
91,0,3,0
92,1,3,5
93,0,3,0
94,0,3,0
95,0,3,0
96,0,3,0
97,2,3,7
98,0,3,0
99,0,3,0
