,n,k,n_changes_eadam,n_matches,n_iterations
0,195,8,28,187,17
1,195,8,96,186,17
2,195,8,50,189,23
3,195,8,56,182,15
4,195,8,38,185,18
5,195,8,82,185,24
6,195,8,96,184,20
7,195,8,48,188,15
8,195,8,90,191,19
9,195,8,62,186,16
10,195,8,54,184,16
11,195,8,70,187,18
12,195,8,42,191,22
13,195,8,74,188,23
14,195,8,34,188,19
15,195,8,60,189,16
16,195,8,76,188,12
17,195,8,40,181,14
18,195,8,32,187,16
19,195,8,54,186,19
20,195,8,72,188,17
21,195,8,88,186,24
22,195,8,24,185,16
23,195,8,38,183,21
24,195,8,58,186,13
25,195,8,82,181,18
26,195,8,86,181,15
27,195,8,50,183,19
28,195,8,76,189,22
29,195,8,42,185,18
30,195,8,50,185,18
31,195,8,86,183,20
32,195,8,94,187,15
33,195,8,70,184,23
34,195,8,100,183,20
35,195,8,84,187,24
36,195,8,18,187,24
37,195,8,34,188,15
38,195,8,92,190,17
39,195,8,86,182,14
40,195,8,54,183,25
41,195,8,80,184,26
42,195,8,48,187,18
43,195,8,80,186,16
44,195,8,32,189,17
45,195,8,80,185,22
46,195,8,68,188,15
47,195,8,118,183,15
48,195,8,96,187,17
49,195,8,94,185,21
50,195,8,82,191,18
51,195,8,50,192,16
52,195,8,70,184,13
53,195,8,86,189,24
54,195,8,80,183,22
55,195,8,92,187,17
56,195,8,48,182,20
57,195,8,74,184,13
58,195,8,52,189,17
59,195,8,66,182,19
60,195,8,108,187,17
61,195,8,76,184,24
62,195,8,54,186,24
63,195,8,72,188,26
64,195,8,38,183,40
65,195,8,70,188,30
66,195,8,16,186,26
67,195,8,64,188,24
68,195,8,56,187,18
69,195,8,38,185,18
70,195,8,64,187,13
71,195,8,118,184,19
72,195,8,86,186,13
73,195,8,66,185,20
74,195,8,30,184,19
75,195,8,108,186,20
76,195,8,60,183,21
77,195,8,66,186,11
78,195,8,68,186,18
79,195,8,56,186,17
80,195,8,88,185,18
81,195,8,62,186,18
82,195,8,86,187,17
83,195,8,96,187,19
84,195,8,60,187,24
85,195,8,68,184,25
86,195,8,76,187,22
87,195,8,58,188,28
88,195,8,80,185,19
89,195,8,58,187,11
90,195,8,58,187,18
91,195,8,78,188,17
92,195,8,114,184,21
93,195,8,90,188,19
94,195,8,48,185,22
95,195,8,98,183,21
96,195,8,38,190,17
97,195,8,68,189,13
98,195,8,76,187,19
99,195,8,66,187,18
