,n,k,n_changes_eadam,n_matches,n_iterations
0,11223,4,0,9898,38
1,11223,4,0,9918,31
2,11223,4,0,9897,27
3,11223,4,16,9881,33
4,11223,4,0,9901,37
5,11223,4,18,9927,33
6,11223,4,0,9886,37
7,11223,4,4,9891,45
8,11223,4,8,9871,35
9,11223,4,8,9896,30
10,11223,4,20,9881,31
11,11223,4,66,9904,30
12,11223,4,14,9900,25
13,11223,4,12,9877,26
14,11223,4,20,9873,35
15,11223,4,22,9873,40
16,11223,4,0,9893,30
17,11223,4,4,9894,32
18,11223,4,26,9880,32
19,11223,4,40,9893,42
20,11223,4,34,9905,33
21,11223,4,14,9880,38
22,11223,4,0,9889,37
23,11223,4,0,9904,31
24,11223,4,12,9862,27
25,11223,4,4,9863,35
26,11223,4,0,9911,42
27,11223,4,26,9875,35
28,11223,4,0,9883,24
29,11223,4,6,9921,43
30,11223,4,0,9928,28
31,11223,4,14,9901,39
32,11223,4,6,9887,39
33,11223,4,34,9930,52
34,11223,4,14,9878,42
35,11223,4,0,9902,36
36,11223,4,0,9819,38
37,11223,4,26,9886,34
38,11223,4,0,9867,35
39,11223,4,10,9893,39
40,11223,4,14,9927,35
41,11223,4,4,9952,28
42,11223,4,12,9867,39
43,11223,4,16,9908,27
44,11223,4,12,9903,31
45,11223,4,14,9917,53
46,11223,4,30,9897,45
47,11223,4,14,9882,34
48,11223,4,8,9890,25
49,11223,4,12,9887,25
50,11223,4,8,9889,61
51,11223,4,0,9885,35
52,11223,4,0,9940,25
53,11223,4,8,9877,28
54,11223,4,0,9924,39
55,11223,4,12,9902,29
56,11223,4,26,9869,34
57,11223,4,4,9915,28
58,11223,4,0,9892,36
59,11223,4,16,9891,40
60,11223,4,44,9901,28
61,11223,4,0,9881,27
62,11223,4,0,9891,28
63,11223,4,18,9876,39
64,11223,4,0,9896,37
65,11223,4,0,9909,42
66,11223,4,6,9902,33
67,11223,4,4,9908,32
68,11223,4,0,9878,56
69,11223,4,18,9896,43
70,11223,4,0,9896,29
71,11223,4,4,9925,35
72,11223,4,10,9933,28
73,11223,4,0,9876,31
74,11223,4,12,9883,50
75,11223,4,52,9876,41
76,11223,4,0,9889,30
77,11223,4,12,9923,36
78,11223,4,12,9904,37
79,11223,4,18,9869,34
80,11223,4,16,9898,34
81,11223,4,0,9881,28
82,11223,4,32,9913,31
83,11223,4,16,9843,39
84,11223,4,74,9947,28
85,11223,4,0,9866,32
86,11223,4,4,9891,31
87,11223,4,8,9906,33
88,11223,4,6,9901,29
89,11223,4,4,9882,32
90,11223,4,0,9902,51
91,11223,4,0,9887,37
92,11223,4,28,9866,37
93,11223,4,0,9905,35
94,11223,4,10,9899,45
95,11223,4,14,9899,40
96,11223,4,0,9902,30
97,11223,4,24,9845,49
98,11223,4,30,9883,48
99,11223,4,4,9881,40
