,n,k,n_in_cycles
0,1,7,91
1,3,7,15
2,1,7,35
3,1,7,67
4,1,7,55
5,1,7,62
6,1,7,36
7,1,7,72
8,1,7,89
9,1,7,90
10,1,7,67
11,2,7,55
12,2,7,84
13,1,7,64
14,1,7,86
15,1,7,71
16,2,7,60
17,1,7,51
18,2,7,15
19,1,7,96
20,1,7,39
21,1,7,81
22,2,7,53
23,1,7,34
24,2,7,34
25,2,7,39
26,1,7,97
27,2,7,98
28,1,7,37
29,1,7,125
30,2,7,116
31,2,7,49
32,1,7,68
33,1,7,90
34,4,7,83
35,2,7,108
36,1,7,89
37,1,7,42
38,1,7,57
39,1,7,99
40,1,7,78
41,1,7,75
42,1,7,81
43,1,7,69
44,4,7,59
45,1,7,79
46,1,7,73
47,2,7,57
48,4,7,64
49,1,7,83
50,1,7,51
51,1,7,76
52,1,7,84
53,1,7,73
54,1,7,65
55,1,7,60
56,2,7,42
57,1,7,44
58,1,7,90
59,2,7,66
60,1,7,67
61,1,7,72
62,3,7,51
63,1,7,63
64,2,7,118
65,2,7,63
66,1,7,66
67,1,7,83
68,4,7,63
69,2,7,68
70,2,7,63
71,1,7,49
72,1,7,106
73,1,7,102
74,1,7,69
75,2,7,29
76,2,7,50
77,1,7,63
78,1,7,79
79,1,7,54
80,1,7,88
81,2,7,74
82,4,7,73
83,2,7,37
84,2,7,60
85,2,7,94
86,2,7,49
87,2,7,61
88,1,7,72
89,1,7,75
90,4,7,47
91,3,7,48
92,4,7,30
93,1,7,46
94,1,7,36
95,1,7,88
96,2,7,67
97,1,7,73
98,1,7,44
99,2,7,66
