,n,k,n_changes_eadam,n_matches,n_iterations
0,37877,5,850,34395,198
1,37877,5,1156,34349,227
2,37877,5,678,34411,171
3,37877,5,904,34428,159
4,37877,5,580,34388,142
5,37877,5,904,34476,215
6,37877,5,830,34420,137
7,37877,5,590,34395,203
8,37877,5,738,34402,171
9,37877,5,596,34389,141
10,37877,5,724,34392,142
11,37877,5,484,34352,163
12,37877,5,796,34427,199
13,37877,5,700,34414,153
14,37877,5,280,34395,207
15,37877,5,432,34417,182
16,37877,5,832,34442,201
17,37877,5,758,34413,127
18,37877,5,966,34453,144
19,37877,5,438,34461,163
20,37877,5,700,34365,140
21,37877,5,794,34387,159
22,37877,5,588,34352,140
23,37877,5,738,34391,170
24,37877,5,964,34393,161
25,37877,5,866,34404,169
26,37877,5,808,34430,194
27,37877,5,914,34422,155
28,37877,5,570,34490,136
29,37877,5,658,34447,153
30,37877,5,726,34424,120
31,37877,5,636,34446,189
32,37877,5,728,34451,197
33,37877,5,408,34410,161
34,37877,5,940,34466,170
35,37877,5,974,34389,130
36,37877,5,664,34384,197
37,37877,5,664,34426,233
38,37877,5,528,34367,122
39,37877,5,680,34395,126
40,37877,5,746,34408,172
41,37877,5,636,34383,130
42,37877,5,790,34438,148
43,37877,5,662,34450,182
44,37877,5,634,34405,137
45,37877,5,538,34408,146
46,37877,5,622,34332,139
47,37877,5,1104,34413,140
48,37877,5,588,34412,156
49,37877,5,640,34440,170
50,37877,5,446,34364,186
51,37877,5,628,34401,128
52,37877,5,828,34418,129
53,37877,5,832,34407,149
54,37877,5,816,34426,164
55,37877,5,728,34365,129
56,37877,5,756,34385,148
57,37877,5,674,34366,181
58,37877,5,842,34378,146
59,37877,5,806,34368,186
60,37877,5,756,34468,183
61,37877,5,678,34449,186
62,37877,5,566,34416,139
63,37877,5,772,34489,155
64,37877,5,614,34471,149
65,37877,5,240,34335,157
66,37877,5,284,34415,220
67,37877,5,682,34492,103
68,37877,5,804,34413,186
69,37877,5,518,34417,156
70,37877,5,500,34390,143
71,37877,5,612,34342,104
72,37877,5,776,34405,104
73,37877,5,580,34407,135
74,37877,5,966,34309,160
75,37877,5,840,34393,220
76,37877,5,720,34465,156
77,37877,5,804,34403,136
78,37877,5,514,34380,161
79,37877,5,1082,34401,192
80,37877,5,1268,34439,151
81,37877,5,1200,34392,175
82,37877,5,1038,34463,130
83,37877,5,634,34395,167
84,37877,5,740,34470,235
85,37877,5,408,34332,122
86,37877,5,282,34291,95
87,37877,5,522,34372,140
88,37877,5,724,34394,134
89,37877,5,706,34375,188
90,37877,5,702,34435,157
91,37877,5,558,34401,183
92,37877,5,562,34396,162
93,37877,5,598,34391,156
94,37877,5,726,34410,137
95,37877,5,846,34441,118
96,37877,5,822,34453,249
97,37877,5,794,34416,170
98,37877,5,564,34455,189
99,37877,5,928,34461,190
