,n,k,n_changes_eadam,n_matches,n_iterations
0,438,6,80,406,24
1,438,6,40,398,27
2,438,6,50,406,29
3,438,6,24,407,23
4,438,6,50,409,27
5,438,6,54,407,35
6,438,6,0,408,33
7,438,6,28,403,27
8,438,6,74,398,14
9,438,6,64,409,19
10,438,6,48,409,30
11,438,6,84,408,21
12,438,6,74,408,27
13,438,6,34,403,24
14,438,6,92,408,20
15,438,6,140,404,18
16,438,6,62,404,28
17,438,6,78,402,32
18,438,6,80,401,18
19,438,6,70,410,34
20,438,6,102,405,25
21,438,6,50,402,27
22,438,6,36,407,31
23,438,6,38,415,22
24,438,6,50,406,16
25,438,6,48,410,20
26,438,6,6,402,26
27,438,6,34,410,21
28,438,6,34,401,22
29,438,6,66,410,26
30,438,6,96,406,28
31,438,6,96,412,22
32,438,6,114,405,18
33,438,6,30,408,20
34,438,6,90,405,27
35,438,6,66,410,19
36,438,6,70,403,19
37,438,6,126,405,18
38,438,6,56,408,21
39,438,6,22,406,35
40,438,6,66,400,36
41,438,6,96,406,25
42,438,6,58,412,23
43,438,6,82,406,26
44,438,6,42,407,26
45,438,6,64,414,23
46,438,6,44,406,19
47,438,6,0,405,27
48,438,6,64,412,32
49,438,6,80,402,22
50,438,6,78,402,18
51,438,6,52,403,31
52,438,6,42,409,18
53,438,6,72,406,25
54,438,6,106,404,24
55,438,6,104,401,29
56,438,6,112,405,24
57,438,6,68,409,31
58,438,6,74,403,30
59,438,6,120,409,43
60,438,6,20,408,30
61,438,6,46,405,23
62,438,6,62,407,19
63,438,6,48,406,19
64,438,6,38,404,35
65,438,6,28,406,32
66,438,6,76,408,29
67,438,6,60,401,20
68,438,6,48,406,27
69,438,6,106,405,28
70,438,6,42,408,25
71,438,6,38,402,30
72,438,6,98,405,17
73,438,6,62,408,19
74,438,6,30,399,25
75,438,6,92,403,43
76,438,6,48,401,23
77,438,6,98,404,16
78,438,6,52,410,19
79,438,6,104,411,21
80,438,6,52,408,28
81,438,6,10,402,24
82,438,6,66,410,24
83,438,6,54,406,18
84,438,6,26,407,23
85,438,6,36,405,26
86,438,6,88,406,18
87,438,6,94,405,25
88,438,6,46,405,23
89,438,6,4,405,35
90,438,6,82,406,25
91,438,6,76,409,27
92,438,6,42,403,25
93,438,6,66,406,17
94,438,6,50,402,28
95,438,6,32,413,26
96,438,6,56,401,21
97,438,6,86,408,21
98,438,6,76,409,22
99,438,6,56,415,29
