,n,k,n_changes_eadam,n_matches,n_iterations
0,56815,5,972,51652,175
1,56815,5,1430,51616,181
2,56815,5,1374,51638,170
3,56815,5,920,51630,232
4,56815,5,1320,51560,240
5,56815,5,1016,51640,233
6,56815,5,1626,51622,263
7,56815,5,894,51585,202
8,56815,5,964,51533,199
9,56815,5,1338,51629,234
10,56815,5,968,51622,224
11,56815,5,1014,51561,186
12,56815,5,1120,51661,206
13,56815,5,1210,51625,136
14,56815,5,1268,51684,226
15,56815,5,934,51640,214
16,56815,5,1238,51544,150
17,56815,5,1326,51587,182
18,56815,5,1068,51623,178
19,56815,5,668,51585,189
20,56815,5,1062,51593,292
21,56815,5,1160,51570,190
22,56815,5,932,51652,143
23,56815,5,1540,51647,197
24,56815,5,958,51713,177
25,56815,5,1046,51549,145
26,56815,5,720,51704,144
27,56815,5,1600,51583,143
28,56815,5,1124,51618,217
29,56815,5,1246,51652,165
30,56815,5,922,51710,274
31,56815,5,1168,51661,378
32,56815,5,1032,51586,208
33,56815,5,1062,51700,215
34,56815,5,850,51654,215
35,56815,5,566,51659,122
36,56815,5,1094,51599,187
37,56815,5,952,51642,143
38,56815,5,920,51669,184
39,56815,5,982,51567,210
40,56815,5,1536,51639,152
41,56815,5,716,51520,189
42,56815,5,1324,51674,167
43,56815,5,1082,51594,236
44,56815,5,1146,51614,234
45,56815,5,1122,51592,176
46,56815,5,1264,51618,190
47,56815,5,1310,51609,167
48,56815,5,1520,51645,173
49,56815,5,1118,51551,180
50,56815,5,1318,51545,137
51,56815,5,1176,51640,223
52,56815,5,1184,51559,140
53,56815,5,1034,51546,183
54,56815,5,828,51614,253
55,56815,5,610,51470,222
56,56815,5,1122,51608,258
57,56815,5,1360,51632,160
58,56815,5,1140,51623,181
59,56815,5,896,51644,192
60,56815,5,1080,51633,131
61,56815,5,1248,51576,172
62,56815,5,810,51633,201
63,56815,5,1410,51515,167
64,56815,5,1094,51661,187
65,56815,5,906,51564,161
66,56815,5,856,51624,209
67,56815,5,1012,51608,199
68,56815,5,972,51579,150
69,56815,5,1252,51647,167
70,56815,5,1148,51620,191
71,56815,5,1024,51642,214
72,56815,5,1002,51564,179
73,56815,5,938,51575,202
74,56815,5,1544,51751,181
75,56815,5,1420,51642,238
76,56815,5,774,51637,158
77,56815,5,708,51576,145
78,56815,5,814,51614,201
79,56815,5,1054,51584,167
80,56815,5,886,51567,172
81,56815,5,1178,51644,211
82,56815,5,1244,51677,152
83,56815,5,1114,51595,146
84,56815,5,1142,51674,160
85,56815,5,854,51655,216
86,56815,5,990,51532,300
87,56815,5,1176,51606,248
88,56815,5,1426,51583,221
89,56815,5,1052,51636,189
90,56815,5,768,51611,197
91,56815,5,1216,51668,206
92,56815,5,968,51617,243
93,56815,5,1056,51685,177
94,56815,5,1286,51609,207
95,56815,5,914,51598,156
96,56815,5,882,51626,180
97,56815,5,1142,51581,150
98,56815,5,586,51647,169
99,56815,5,1084,51563,142
