,n,k,n_changes,n_matches
0,3325,6,291,3082
1,3325,6,367,3090
2,3325,6,272,3073
3,3325,6,342,3072
4,3325,6,304,3082
5,3325,6,265,3083
6,3325,6,196,3093
7,3325,6,283,3088
8,3325,6,150,3062
9,3325,6,251,3087
10,3325,6,380,3078
11,3325,6,319,3078
12,3325,6,266,3099
13,3325,6,187,3068
14,3325,6,244,3099
15,3325,6,282,3087
16,3325,6,297,3078
17,3325,6,263,3093
18,3325,6,336,3079
19,3325,6,430,3078
20,3325,6,343,3073
21,3325,6,191,3063
22,3325,6,252,3069
23,3325,6,322,3091
24,3325,6,233,3090
25,3325,6,364,3095
26,3325,6,428,3082
27,3325,6,273,3082
28,3325,6,296,3095
29,3325,6,284,3072
30,3325,6,213,3078
31,3325,6,319,3094
32,3325,6,257,3087
33,3325,6,301,3071
34,3325,6,290,3063
35,3325,6,271,3089
36,3325,6,246,3072
37,3325,6,332,3091
38,3325,6,342,3077
39,3325,6,259,3098
40,3325,6,317,3099
41,3325,6,204,3085
42,3325,6,174,3076
43,3325,6,211,3102
44,3325,6,336,3077
45,3325,6,241,3071
46,3325,6,345,3100
47,3325,6,394,3090
48,3325,6,233,3076
49,3325,6,229,3081
50,3325,6,236,3089
51,3325,6,241,3082
52,3325,6,305,3082
53,3325,6,252,3090
54,3325,6,367,3088
55,3325,6,232,3084
56,3325,6,301,3079
57,3325,6,280,3090
58,3325,6,273,3093
59,3325,6,233,3092
60,3325,6,231,3092
61,3325,6,238,3084
62,3325,6,216,3083
63,3325,6,264,3093
64,3325,6,372,3088
65,3325,6,259,3099
66,3325,6,282,3088
67,3325,6,301,3088
68,3325,6,181,3080
69,3325,6,390,3086
70,3325,6,387,3074
71,3325,6,287,3093
72,3325,6,252,3085
73,3325,6,213,3062
74,3325,6,289,3078
75,3325,6,281,3088
76,3325,6,276,3084
77,3325,6,321,3090
78,3325,6,268,3097
79,3325,6,303,3096
80,3325,6,238,3091
81,3325,6,240,3099
82,3325,6,237,3072
83,3325,6,209,3082
84,3325,6,177,3088
85,3325,6,371,3082
86,3325,6,306,3095
87,3325,6,247,3067
88,3325,6,249,3078
89,3325,6,295,3080
90,3325,6,269,3076
91,3325,6,248,3072
92,3325,6,179,3074
93,3325,6,360,3084
94,3325,6,345,3097
95,3325,6,282,3095
96,3325,6,262,3083
97,3325,6,220,3085
98,3325,6,164,3073
99,3325,6,265,3066
